gene	gene_class	ancestry_scheme	ancestry	unrelated_only	field_class	artifact_label	n_haplotypes
HLA-F	nonclassical_I	strict	AFR	False	known	clean	4025
HLA-F	nonclassical_I	strict	AFR	True	f2_protein	clean	37
HLA-F	nonclassical_I	strict	AFR	True	f2_protein	homopolymer_indel	101
HLA-F	nonclassical_I	strict	AFR	True	f2_protein	partial_cds	<20
HLA-F	nonclassical_I	strict	AFR	True	f3_synonymous	clean	<20
HLA-F	nonclassical_I	strict	AFR	True	f4_noncoding	clean	423
HLA-F	nonclassical_I	strict	AFR	True	f4_noncoding	partial_cds	<20
HLA-F	nonclassical_I	strict	AFR	True	known	clean	3893
HLA-F	nonclassical_I	strict	AMR	False	f2_protein	clean	31
HLA-F	nonclassical_I	strict	AMR	False	f2_protein	homopolymer_indel	73
HLA-F	nonclassical_I	strict	AMR	False	f2_protein	partial_cds	<20
HLA-F	nonclassical_I	strict	AMR	False	f3_synonymous	clean	<20
HLA-F	nonclassical_I	strict	AMR	False	f4_noncoding	clean	207
HLA-F	nonclassical_I	strict	AMR	False	f4_noncoding	partial_cds	<20
HLA-F	nonclassical_I	strict	AMR	False	known	clean	2921
HLA-F	nonclassical_I	strict	AMR	True	f2_protein	clean	29
HLA-F	nonclassical_I	strict	AMR	True	f2_protein	homopolymer_indel	72
HLA-F	nonclassical_I	strict	AMR	True	f2_protein	partial_cds	<20
HLA-F	nonclassical_I	strict	AMR	True	f3_synonymous	clean	<20
HLA-F	nonclassical_I	strict	AMR	True	f4_noncoding	clean	188
HLA-F	nonclassical_I	strict	AMR	True	f4_noncoding	partial_cds	<20
HLA-F	nonclassical_I	strict	AMR	True	known	clean	2757
HLA-F	nonclassical_I	strict	EAS	False	f2_protein	clean	<20
HLA-F	nonclassical_I	strict	EAS	False	f2_protein	homopolymer_indel	60
HLA-F	nonclassical_I	strict	EAS	False	f2_protein	partial_cds	<20
HLA-F	nonclassical_I	strict	EAS	False	f3_synonymous	clean	<20
HLA-F	nonclassical_I	strict	EAS	False	f4_noncoding	clean	312
HLA-F	nonclassical_I	strict	EAS	False	f4_noncoding	partial_cds	<20
HLA-F	nonclassical_I	strict	EAS	False	known	clean	2096
HLA-F	nonclassical_I	strict	EAS	False	uncalled	clean	<20
HLA-F	nonclassical_I	strict	EAS	True	f2_protein	clean	<20
HLA-F	nonclassical_I	strict	EAS	True	f2_protein	homopolymer_indel	57
HLA-F	nonclassical_I	strict	EAS	True	f2_protein	partial_cds	<20
HLA-F	nonclassical_I	strict	EAS	True	f3_synonymous	clean	<20
HLA-F	nonclassical_I	strict	EAS	True	f4_noncoding	clean	305
HLA-F	nonclassical_I	strict	EAS	True	f4_noncoding	partial_cds	<20
HLA-F	nonclassical_I	strict	EAS	True	known	clean	2045
HLA-F	nonclassical_I	strict	EAS	True	uncalled	clean	<20
HLA-F	nonclassical_I	strict	EUR	False	f2_protein	clean	<20
HLA-F	nonclassical_I	strict	EUR	False	f2_protein	homopolymer_indel	84
HLA-F	nonclassical_I	strict	EUR	False	f2_protein	partial_cds	<20
HLA-F	nonclassical_I	strict	EUR	False	f3_synonymous	clean	<20
HLA-F	nonclassical_I	strict	EUR	False	f4_noncoding	clean	167
HLA-F	nonclassical_I	strict	EUR	False	f4_noncoding	partial_cds	<20
HLA-F	nonclassical_I	strict	EUR	False	known	clean	2376
HLA-F	nonclassical_I	strict	EUR	True	f2_protein	clean	<20
HLA-F	nonclassical_I	strict	EUR	True	f2_protein	homopolymer_indel	79
HLA-F	nonclassical_I	strict	EUR	True	f2_protein	partial_cds	<20
HLA-F	nonclassical_I	strict	EUR	True	f3_synonymous	clean	<20
HLA-F	nonclassical_I	strict	EUR	True	f4_noncoding	clean	163
HLA-F	nonclassical_I	strict	EUR	True	f4_noncoding	partial_cds	<20
HLA-F	nonclassical_I	strict	EUR	True	known	clean	2225
HLA-F	nonclassical_I	strict	MID	False	f2_protein	clean	<20
HLA-F	nonclassical_I	strict	MID	False	f2_protein	homopolymer_indel	<20
HLA-F	nonclassical_I	strict	MID	False	f2_protein	partial_cds	<20
HLA-F	nonclassical_I	strict	MID	False	f3_synonymous	clean	<20
HLA-F	nonclassical_I	strict	MID	False	f4_noncoding	clean	51
HLA-F	nonclassical_I	strict	MID	False	known	clean	524
HLA-F	nonclassical_I	strict	MID	True	f2_protein	clean	<20
HLA-F	nonclassical_I	strict	MID	True	f2_protein	homopolymer_indel	<20
HLA-F	nonclassical_I	strict	MID	True	f2_protein	partial_cds	<20
HLA-F	nonclassical_I	strict	MID	True	f3_synonymous	clean	<20
HLA-F	nonclassical_I	strict	MID	True	f4_noncoding	clean	50
HLA-F	nonclassical_I	strict	MID	True	known	clean	515
HLA-F	nonclassical_I	strict	POOLED	False	f2_protein	clean	167
HLA-F	nonclassical_I	strict	POOLED	False	f2_protein	homopolymer_indel	590
HLA-F	nonclassical_I	strict	POOLED	False	f2_protein	partial_cds	85
HLA-F	nonclassical_I	strict	POOLED	False	f3_synonymous	clean	24
HLA-F	nonclassical_I	strict	POOLED	False	f4_noncoding	clean	1996
HLA-F	nonclassical_I	strict	POOLED	False	f4_noncoding	partial_cds	<20
HLA-F	nonclassical_I	strict	POOLED	False	known	clean	20664
HLA-F	nonclassical_I	strict	POOLED	False	uncalled	clean	<20
HLA-F	nonclassical_I	strict	POOLED	True	f2_protein	clean	161
HLA-F	nonclassical_I	strict	POOLED	True	f2_protein	homopolymer_indel	576
HLA-F	nonclassical_I	strict	POOLED	True	f2_protein	partial_cds	83
HLA-F	nonclassical_I	strict	POOLED	True	f3_synonymous	clean	24
HLA-F	nonclassical_I	strict	POOLED	True	f4_noncoding	clean	1933
HLA-F	nonclassical_I	strict	POOLED	True	f4_noncoding	partial_cds	<20
HLA-F	nonclassical_I	strict	POOLED	True	known	clean	20021
HLA-F	nonclassical_I	strict	POOLED	True	uncalled	clean	<20
HLA-F	nonclassical_I	strict	SAS	False	f2_protein	clean	<20
HLA-F	nonclassical_I	strict	SAS	False	f2_protein	homopolymer_indel	55
HLA-F	nonclassical_I	strict	SAS	False	f2_protein	partial_cds	<20
HLA-F	nonclassical_I	strict	SAS	False	f3_synonymous	clean	<20
HLA-F	nonclassical_I	strict	SAS	False	f4_noncoding	clean	300
HLA-F	nonclassical_I	strict	SAS	False	f4_noncoding	partial_cds	<20
HLA-F	nonclassical_I	strict	SAS	False	known	clean	1882
HLA-F	nonclassical_I	strict	SAS	True	f2_protein	clean	<20
HLA-F	nonclassical_I	strict	SAS	True	f2_protein	homopolymer_indel	54
HLA-F	nonclassical_I	strict	SAS	True	f2_protein	partial_cds	<20
HLA-F	nonclassical_I	strict	SAS	True	f3_synonymous	clean	<20
HLA-F	nonclassical_I	strict	SAS	True	f4_noncoding	clean	297
HLA-F	nonclassical_I	strict	SAS	True	f4_noncoding	partial_cds	<20
HLA-F	nonclassical_I	strict	SAS	True	known	clean	1855
HLA-F	nonclassical_I	strict	UNASSIGNED	False	f2_protein	clean	56
HLA-F	nonclassical_I	strict	UNASSIGNED	False	f2_protein	homopolymer_indel	203
HLA-F	nonclassical_I	strict	UNASSIGNED	False	f2_protein	partial_cds	32
HLA-F	nonclassical_I	strict	UNASSIGNED	False	f3_synonymous	clean	<20
HLA-F	nonclassical_I	strict	UNASSIGNED	False	f4_noncoding	clean	519
HLA-F	nonclassical_I	strict	UNASSIGNED	False	f4_noncoding	partial_cds	<20
HLA-F	nonclassical_I	strict	UNASSIGNED	False	known	clean	6840
HLA-F	nonclassical_I	strict	UNASSIGNED	True	f2_protein	clean	56
HLA-F	nonclassical_I	strict	UNASSIGNED	True	f2_protein	homopolymer_indel	201
HLA-F	nonclassical_I	strict	UNASSIGNED	True	f2_protein	partial_cds	32
HLA-F	nonclassical_I	strict	UNASSIGNED	True	f3_synonymous	clean	<20
HLA-F	nonclassical_I	strict	UNASSIGNED	True	f4_noncoding	clean	507
HLA-F	nonclassical_I	strict	UNASSIGNED	True	f4_noncoding	partial_cds	<20
HLA-F	nonclassical_I	strict	UNASSIGNED	True	known	clean	6731
HLA-G	nonclassical_I	pred	AFR	False	f2_protein	clean	34
HLA-G	nonclassical_I	pred	AFR	False	f2_protein	homopolymer_indel	146
HLA-G	nonclassical_I	pred	AFR	False	f2_protein	partial_cds	22
HLA-G	nonclassical_I	pred	AFR	False	f3_synonymous	clean	<20
HLA-G	nonclassical_I	pred	AFR	False	f4_noncoding	clean	490
HLA-G	nonclassical_I	pred	AFR	False	f4_noncoding	partial_cds	<20
HLA-G	nonclassical_I	pred	AFR	False	known	clean	4905
HLA-G	nonclassical_I	pred	AFR	False	known	partial_cds	404
HLA-G	nonclassical_I	pred	AFR	True	f2_protein	clean	34
HLA-G	nonclassical_I	pred	AFR	True	f2_protein	homopolymer_indel	137
HLA-G	nonclassical_I	pred	AFR	True	f2_protein	partial_cds	22
HLA-G	nonclassical_I	pred	AFR	True	f3_synonymous	clean	<20
HLA-G	nonclassical_I	pred	AFR	True	f4_noncoding	clean	475
HLA-G	nonclassical_I	pred	AFR	True	f4_noncoding	partial_cds	<20
HLA-G	nonclassical_I	pred	AFR	True	known	clean	4770
HLA-G	nonclassical_I	pred	AFR	True	known	partial_cds	392
HLA-G	nonclassical_I	pred	AMR	False	f2_protein	clean	<20
HLA-G	nonclassical_I	pred	AMR	False	f2_protein	homopolymer_indel	140
HLA-G	nonclassical_I	pred	AMR	False	f2_protein	partial_cds	20
HLA-G	nonclassical_I	pred	AMR	False	f3_synonymous	clean	<20
HLA-G	nonclassical_I	pred	AMR	False	f4_noncoding	clean	239
HLA-G	nonclassical_I	pred	AMR	False	f4_noncoding	partial_cds	<20
HLA-G	nonclassical_I	pred	AMR	False	known	clean	4839
HLA-G	nonclassical_I	pred	AMR	False	known	partial_cds	118
HLA-G	nonclassical_I	pred	AMR	True	f2_protein	clean	<20
HLA-G	nonclassical_I	pred	AMR	True	f2_protein	homopolymer_indel	133
HLA-G	nonclassical_I	pred	AMR	True	f2_protein	partial_cds	<20
HLA-G	nonclassical_I	pred	AMR	True	f3_synonymous	clean	<20
HLA-G	nonclassical_I	pred	AMR	True	f4_noncoding	clean	225
HLA-G	nonclassical_I	pred	AMR	True	f4_noncoding	partial_cds	<20
HLA-G	nonclassical_I	pred	AMR	True	known	clean	4633
HLA-G	nonclassical_I	pred	AMR	True	known	partial_cds	113
HLA-G	nonclassical_I	pred	EAS	False	f2_protein	clean	<20
HLA-G	nonclassical_I	pred	EAS	False	f2_protein	homopolymer_indel	52
HLA-G	nonclassical_I	pred	EAS	False	f2_protein	partial_cds	<20
HLA-G	nonclassical_I	pred	EAS	False	f3_synonymous	clean	97
HLA-G	nonclassical_I	pred	EAS	False	f4_noncoding	clean	89
HLA-G	nonclassical_I	pred	EAS	False	known	clean	2576
HLA-G	nonclassical_I	pred	EAS	False	known	partial_cds	58
HLA-G	nonclassical_I	pred	EAS	True	f2_protein	clean	<20
HLA-G	nonclassical_I	pred	EAS	True	f2_protein	homopolymer_indel	52
HLA-G	nonclassical_I	pred	EAS	True	f2_protein	partial_cds	<20
HLA-G	nonclassical_I	pred	EAS	True	f3_synonymous	clean	95
HLA-G	nonclassical_I	pred	EAS	True	f4_noncoding	clean	89
HLA-G	nonclassical_I	pred	EAS	True	known	clean	2513
HLA-G	nonclassical_I	pred	EAS	True	known	partial_cds	58
HLA-G	nonclassical_I	pred	EUR	False	f2_protein	clean	20
HLA-G	nonclassical_I	pred	EUR	False	f2_protein	homopolymer_indel	121
HLA-G	nonclassical_I	pred	EUR	False	f2_protein	partial_cds	20
HLA-G	nonclassical_I	pred	EUR	False	f3_synonymous	clean	<20
HLA-G	nonclassical_I	pred	EUR	False	f4_noncoding	clean	180
HLA-G	nonclassical_I	pred	EUR	False	known	clean	5534
HLA-G	nonclassical_I	pred	EUR	False	known	partial_cds	90
HLA-G	nonclassical_I	pred	EUR	True	f2_protein	clean	20
HLA-G	nonclassical_I	pred	EUR	True	f2_protein	homopolymer_indel	118
HLA-G	nonclassical_I	pred	EUR	True	f2_protein	partial_cds	20
HLA-G	nonclassical_I	pred	EUR	True	f3_synonymous	clean	<20
HLA-G	nonclassical_I	pred	EUR	True	f4_noncoding	clean	176
HLA-G	nonclassical_I	pred	EUR	True	known	clean	5341
HLA-G	nonclassical_I	pred	EUR	True	known	partial_cds	89
HLA-G	nonclassical_I	pred	MID	False	f2_protein	clean	<20
HLA-G	nonclassical_I	pred	MID	False	f2_protein	homopolymer_indel	<20
HLA-G	nonclassical_I	pred	MID	False	f2_protein	partial_cds	<20
HLA-G	nonclassical_I	pred	MID	False	f4_noncoding	clean	29
HLA-G	nonclassical_I	pred	MID	False	known	clean	869
HLA-G	nonclassical_I	pred	MID	False	known	partial_cds	35
HLA-G	nonclassical_I	pred	MID	True	f2_protein	clean	<20
HLA-G	nonclassical_I	pred	MID	True	f2_protein	homopolymer_indel	<20
HLA-G	nonclassical_I	pred	MID	True	f2_protein	partial_cds	<20
HLA-G	nonclassical_I	pred	MID	True	f4_noncoding	clean	29
HLA-G	nonclassical_I	pred	MID	True	known	clean	855
HLA-G	nonclassical_I	pred	MID	True	known	partial_cds	34
HLA-G	nonclassical_I	pred	POOLED	False	f2_protein	clean	101
HLA-G	nonclassical_I	pred	POOLED	False	f2_protein	homopolymer_indel	518
HLA-G	nonclassical_I	pred	POOLED	False	f2_protein	partial_cds	77
HLA-G	nonclassical_I	pred	POOLED	False	f3_synonymous	clean	130
HLA-G	nonclassical_I	pred	POOLED	False	f4_noncoding	clean	1113
HLA-G	nonclassical_I	pred	POOLED	False	f4_noncoding	partial_cds	<20
HLA-G	nonclassical_I	pred	POOLED	False	known	clean	21038
HLA-G	nonclassical_I	pred	POOLED	False	known	partial_cds	739
HLA-G	nonclassical_I	pred	POOLED	True	f2_protein	clean	100
HLA-G	nonclassical_I	pred	POOLED	True	f2_protein	homopolymer_indel	499
HLA-G	nonclassical_I	pred	POOLED	True	f2_protein	partial_cds	76
HLA-G	nonclassical_I	pred	POOLED	True	f3_synonymous	clean	126
HLA-G	nonclassical_I	pred	POOLED	True	f4_noncoding	clean	1079
HLA-G	nonclassical_I	pred	POOLED	True	f4_noncoding	partial_cds	<20
HLA-G	nonclassical_I	pred	POOLED	True	known	clean	20387
HLA-G	nonclassical_I	pred	POOLED	True	known	partial_cds	720
HLA-G	nonclassical_I	pred	SAS	False	f2_protein	clean	<20
HLA-G	nonclassical_I	pred	SAS	False	f2_protein	homopolymer_indel	42
HLA-G	nonclassical_I	pred	SAS	False	f2_protein	partial_cds	<20
HLA-G	nonclassical_I	pred	SAS	False	f3_synonymous	clean	<20
HLA-G	nonclassical_I	pred	SAS	False	f4_noncoding	clean	85
HLA-G	nonclassical_I	pred	SAS	False	known	clean	2272
HLA-G	nonclassical_I	pred	SAS	False	known	partial_cds	34
HLA-G	nonclassical_I	pred	SAS	True	f2_protein	clean	<20
HLA-G	nonclassical_I	pred	SAS	True	f2_protein	homopolymer_indel	42
HLA-G	nonclassical_I	pred	SAS	True	f2_protein	partial_cds	<20
HLA-G	nonclassical_I	pred	SAS	True	f3_synonymous	clean	<20
HLA-G	nonclassical_I	pred	SAS	True	f4_noncoding	clean	84
HLA-G	nonclassical_I	pred	SAS	True	known	clean	2232
HLA-G	nonclassical_I	pred	SAS	True	known	partial_cds	34
HLA-G	nonclassical_I	pred	UNASSIGNED	False	f4_noncoding	clean	<20
HLA-G	nonclassical_I	pred	UNASSIGNED	False	known	clean	43
HLA-G	nonclassical_I	pred	UNASSIGNED	True	f4_noncoding	clean	<20
HLA-G	nonclassical_I	pred	UNASSIGNED	True	known	clean	43
HLA-G	nonclassical_I	strict	AFR	False	f2_protein	clean	20
HLA-G	nonclassical_I	strict	AFR	False	f2_protein	homopolymer_indel	108
HLA-G	nonclassical_I	strict	AFR	False	f2_protein	partial_cds	<20
HLA-G	nonclassical_I	strict	AFR	False	f3_synonymous	clean	<20
HLA-G	nonclassical_I	strict	AFR	False	f4_noncoding	clean	402
HLA-G	nonclassical_I	strict	AFR	False	f4_noncoding	partial_cds	<20
HLA-G	nonclassical_I	strict	AFR	False	known	clean	3768
HLA-G	nonclassical_I	strict	AFR	False	known	partial_cds	331
HLA-G	nonclassical_I	strict	AFR	True	f2_protein	clean	20
HLA-G	nonclassical_I	strict	AFR	True	f2_protein	homopolymer_indel	100
HLA-G	nonclassical_I	strict	AFR	True	f2_protein	partial_cds	<20
HLA-G	nonclassical_I	strict	AFR	True	f3_synonymous	clean	<20
HLA-G	nonclassical_I	strict	AFR	True	f4_noncoding	clean	390
HLA-G	nonclassical_I	strict	AFR	True	f4_noncoding	partial_cds	<20
HLA-G	nonclassical_I	strict	AFR	True	known	clean	3647
HLA-G	nonclassical_I	strict	AFR	True	known	partial_cds	320
HLA-G	nonclassical_I	strict	AMR	False	f2_protein	clean	<20
HLA-G	nonclassical_I	strict	AMR	False	f2_protein	homopolymer_indel	82
HLA-G	nonclassical_I	strict	AMR	False	f2_protein	partial_cds	<20
HLA-G	nonclassical_I	strict	AMR	False	f3_synonymous	clean	<20
HLA-G	nonclassical_I	strict	AMR	False	f4_noncoding	clean	130
HLA-G	nonclassical_I	strict	AMR	False	known	clean	2976
HLA-G	nonclassical_I	strict	AMR	False	known	partial_cds	57
HLA-G	nonclassical_I	strict	AMR	True	f2_protein	clean	<20
HLA-G	nonclassical_I	strict	AMR	True	f2_protein	homopolymer_indel	77
HLA-G	nonclassical_I	strict	AMR	True	f2_protein	partial_cds	<20
HLA-G	nonclassical_I	strict	AMR	True	f3_synonymous	clean	<20
HLA-G	nonclassical_I	strict	AMR	True	f4_noncoding	clean	121
HLA-G	nonclassical_I	strict	AMR	True	known	clean	2808
HLA-G	nonclassical_I	strict	AMR	True	known	partial_cds	53
HLA-G	nonclassical_I	strict	EAS	False	f2_protein	clean	<20
HLA-G	nonclassical_I	strict	EAS	False	f2_protein	homopolymer_indel	49
HLA-G	nonclassical_I	strict	EAS	False	f2_protein	partial_cds	<20
HLA-G	nonclassical_I	strict	EAS	False	f3_synonymous	clean	87
HLA-G	nonclassical_I	strict	EAS	False	f4_noncoding	clean	73
HLA-G	nonclassical_I	strict	EAS	False	known	clean	2235
HLA-G	nonclassical_I	strict	EAS	False	known	partial_cds	53
HLA-G	nonclassical_I	strict	EAS	True	f2_protein	clean	<20
HLA-G	nonclassical_I	strict	EAS	True	f2_protein	homopolymer_indel	49
HLA-G	nonclassical_I	strict	EAS	True	f2_protein	partial_cds	<20
HLA-G	nonclassical_I	strict	EAS	True	f3_synonymous	clean	85
HLA-G	nonclassical_I	strict	EAS	True	f4_noncoding	clean	73
HLA-G	nonclassical_I	strict	EAS	True	known	clean	2174
HLA-G	nonclassical_I	strict	EAS	True	known	partial_cds	53
HLA-G	nonclassical_I	strict	EUR	False	f2_protein	clean	<20
HLA-G	nonclassical_I	strict	EUR	False	f2_protein	homopolymer_indel	58
HLA-G	nonclassical_I	strict	EUR	False	f2_protein	partial_cds	<20
HLA-G	nonclassical_I	strict	EUR	False	f3_synonymous	clean	<20
HLA-G	nonclassical_I	strict	EUR	False	f4_noncoding	clean	75
HLA-G	nonclassical_I	strict	EUR	False	known	clean	2477
HLA-G	nonclassical_I	strict	EUR	False	known	partial_cds	25
HLA-G	nonclassical_I	strict	EUR	True	f2_protein	clean	<20
HLA-G	nonclassical_I	strict	EUR	True	f2_protein	homopolymer_indel	55
HLA-G	nonclassical_I	strict	EUR	True	f2_protein	partial_cds	<20
HLA-G	nonclassical_I	strict	EUR	True	f3_synonymous	clean	<20
HLA-G	nonclassical_I	strict	EUR	True	f4_noncoding	clean	71
HLA-G	nonclassical_I	strict	EUR	True	known	clean	2323
HLA-G	nonclassical_I	strict	EUR	True	known	partial_cds	24
HLA-G	nonclassical_I	strict	MID	False	f2_protein	clean	<20
HLA-G	nonclassical_I	strict	MID	False	f2_protein	homopolymer_indel	<20
HLA-G	nonclassical_I	strict	MID	False	f2_protein	partial_cds	<20
HLA-G	nonclassical_I	strict	MID	False	f4_noncoding	clean	<20
HLA-G	nonclassical_I	strict	MID	False	known	clean	541
HLA-G	nonclassical_I	strict	MID	False	known	partial_cds	25
HLA-G	nonclassical_I	strict	MID	True	f2_protein	clean	<20
HLA-G	nonclassical_I	strict	MID	True	f2_protein	homopolymer_indel	<20
HLA-G	nonclassical_I	strict	MID	True	f2_protein	partial_cds	<20
HLA-G	nonclassical_I	strict	MID	True	f4_noncoding	clean	<20
HLA-G	nonclassical_I	strict	MID	True	known	clean	530
HLA-G	nonclassical_I	strict	MID	True	known	partial_cds	25
HLA-G	nonclassical_I	strict	POOLED	False	f2_protein	clean	101
HLA-G	nonclassical_I	strict	POOLED	False	f2_protein	homopolymer_indel	518
HLA-G	nonclassical_I	strict	POOLED	False	f2_protein	partial_cds	77
HLA-G	nonclassical_I	strict	POOLED	False	f3_synonymous	clean	130
HLA-G	nonclassical_I	strict	POOLED	False	f4_noncoding	clean	1113
HLA-G	nonclassical_I	strict	POOLED	False	f4_noncoding	partial_cds	<20
HLA-G	nonclassical_I	strict	POOLED	False	known	clean	21038
HLA-G	nonclassical_I	strict	POOLED	False	known	partial_cds	739
HLA-G	nonclassical_I	strict	POOLED	True	f2_protein	clean	100
HLA-G	nonclassical_I	strict	POOLED	True	f2_protein	homopolymer_indel	499
HLA-G	nonclassical_I	strict	POOLED	True	f2_protein	partial_cds	76
HLA-G	nonclassical_I	strict	POOLED	True	f3_synonymous	clean	126
HLA-G	nonclassical_I	strict	POOLED	True	f4_noncoding	clean	1079
HLA-G	nonclassical_I	strict	POOLED	True	f4_noncoding	partial_cds	<20
HLA-G	nonclassical_I	strict	POOLED	True	known	clean	20387
HLA-G	nonclassical_I	strict	POOLED	True	known	partial_cds	720
HLA-G	nonclassical_I	strict	SAS	False	f2_protein	clean	<20
HLA-G	nonclassical_I	strict	SAS	False	f2_protein	homopolymer_indel	36
HLA-G	nonclassical_I	strict	SAS	False	f2_protein	partial_cds	<20
HLA-G	nonclassical_I	strict	SAS	False	f3_synonymous	clean	<20
HLA-G	nonclassical_I	strict	SAS	False	f4_noncoding	clean	79
HLA-G	nonclassical_I	strict	SAS	False	known	clean	2118
HLA-G	nonclassical_I	strict	SAS	False	known	partial_cds	32
HLA-G	nonclassical_I	strict	SAS	True	f2_protein	clean	<20
HLA-G	nonclassical_I	strict	SAS	True	f2_protein	homopolymer_indel	36
HLA-G	nonclassical_I	strict	SAS	True	f2_protein	partial_cds	<20
HLA-G	nonclassical_I	strict	SAS	True	f3_synonymous	clean	<20
HLA-G	nonclassical_I	strict	SAS	True	f4_noncoding	clean	78
HLA-G	nonclassical_I	strict	SAS	True	known	clean	2084
HLA-G	nonclassical_I	strict	SAS	True	known	partial_cds	32
HLA-G	nonclassical_I	strict	UNASSIGNED	False	f2_protein	clean	40
HLA-G	nonclassical_I	strict	UNASSIGNED	False	f2_protein	homopolymer_indel	174
HLA-G	nonclassical_I	strict	UNASSIGNED	False	f2_protein	partial_cds	25
HLA-G	nonclassical_I	strict	UNASSIGNED	False	f3_synonymous	clean	22
HLA-G	nonclassical_I	strict	UNASSIGNED	False	f4_noncoding	clean	338
HLA-G	nonclassical_I	strict	UNASSIGNED	False	f4_noncoding	partial_cds	<20
HLA-G	nonclassical_I	strict	UNASSIGNED	False	known	clean	6923
HLA-G	nonclassical_I	strict	UNASSIGNED	False	known	partial_cds	216
HLA-G	nonclassical_I	strict	UNASSIGNED	True	f2_protein	clean	40
HLA-G	nonclassical_I	strict	UNASSIGNED	True	f2_protein	homopolymer_indel	171
HLA-G	nonclassical_I	strict	UNASSIGNED	True	f2_protein	partial_cds	24
HLA-G	nonclassical_I	strict	UNASSIGNED	True	f3_synonymous	clean	21
HLA-G	nonclassical_I	strict	UNASSIGNED	True	f4_noncoding	clean	330
HLA-G	nonclassical_I	strict	UNASSIGNED	True	f4_noncoding	partial_cds	<20
HLA-G	nonclassical_I	strict	UNASSIGNED	True	known	clean	6821
HLA-G	nonclassical_I	strict	UNASSIGNED	True	known	partial_cds	213
HLA-H	pseudogene_I	pred	AFR	False	f2_protein	clean	<20
HLA-H	pseudogene_I	pred	AFR	False	f2_protein	homopolymer_indel	131
HLA-H	pseudogene_I	pred	AFR	False	f2_protein	partial_cds	51
HLA-H	pseudogene_I	pred	AFR	False	f3_synonymous	clean	<20
HLA-H	pseudogene_I	pred	AFR	False	f3_synonymous	partial_cds	<20
HLA-H	pseudogene_I	pred	AFR	False	f4_noncoding	clean	<20
HLA-H	pseudogene_I	pred	AFR	False	f4_noncoding	partial_cds	317
HLA-H	pseudogene_I	pred	AFR	False	known	clean	502
HLA-H	pseudogene_I	pred	AFR	False	known	partial_cds	4184
HLA-H	pseudogene_I	pred	AFR	True	f2_protein	clean	<20
HLA-H	pseudogene_I	pred	AFR	True	f2_protein	homopolymer_indel	129
HLA-H	pseudogene_I	pred	AFR	True	f2_protein	partial_cds	51
HLA-H	pseudogene_I	pred	AFR	True	f3_synonymous	clean	<20
HLA-H	pseudogene_I	pred	AFR	True	f3_synonymous	partial_cds	<20
HLA-H	pseudogene_I	pred	AFR	True	f4_noncoding	clean	<20
HLA-H	pseudogene_I	pred	AFR	True	f4_noncoding	partial_cds	310
HLA-H	pseudogene_I	pred	AFR	True	known	clean	488
HLA-H	pseudogene_I	pred	AFR	True	known	partial_cds	4064
HLA-H	pseudogene_I	pred	AMR	False	f2_protein	clean	<20
HLA-H	pseudogene_I	pred	AMR	False	f2_protein	homopolymer_indel	119
HLA-H	pseudogene_I	pred	AMR	False	f2_protein	partial_cds	35
HLA-H	pseudogene_I	pred	AMR	False	f3_synonymous	clean	<20
HLA-H	pseudogene_I	pred	AMR	False	f3_synonymous	partial_cds	<20
HLA-H	pseudogene_I	pred	AMR	False	f4_noncoding	clean	<20
HLA-H	pseudogene_I	pred	AMR	False	f4_noncoding	partial_cds	169
HLA-H	pseudogene_I	pred	AMR	False	known	clean	383
HLA-H	pseudogene_I	pred	AMR	False	known	partial_cds	3803
HLA-H	pseudogene_I	pred	AMR	True	f2_protein	clean	<20
HLA-H	pseudogene_I	pred	AMR	True	f2_protein	homopolymer_indel	108
HLA-H	pseudogene_I	pred	AMR	True	f2_protein	partial_cds	33
HLA-H	pseudogene_I	pred	AMR	True	f3_synonymous	clean	<20
HLA-H	pseudogene_I	pred	AMR	True	f3_synonymous	partial_cds	<20
HLA-H	pseudogene_I	pred	AMR	True	f4_noncoding	clean	<20
HLA-H	pseudogene_I	pred	AMR	True	f4_noncoding	partial_cds	168
HLA-H	pseudogene_I	pred	AMR	True	known	clean	368
HLA-H	pseudogene_I	pred	AMR	True	known	partial_cds	3632
HLA-H	pseudogene_I	pred	EAS	False	f2_protein	clean	<20
HLA-H	pseudogene_I	pred	EAS	False	f2_protein	homopolymer_indel	61
HLA-H	pseudogene_I	pred	EAS	False	f2_protein	partial_cds	<20
HLA-H	pseudogene_I	pred	EAS	False	f3_synonymous	partial_cds	<20
HLA-H	pseudogene_I	pred	EAS	False	f4_noncoding	clean	<20
HLA-H	pseudogene_I	pred	EAS	False	f4_noncoding	partial_cds	82
HLA-H	pseudogene_I	pred	EAS	False	known	clean	62
HLA-H	pseudogene_I	pred	EAS	False	known	partial_cds	1997
HLA-H	pseudogene_I	pred	EAS	True	f2_protein	clean	<20
HLA-H	pseudogene_I	pred	EAS	True	f2_protein	homopolymer_indel	60
HLA-H	pseudogene_I	pred	EAS	True	f2_protein	partial_cds	<20
HLA-H	pseudogene_I	pred	EAS	True	f3_synonymous	partial_cds	<20
HLA-H	pseudogene_I	pred	EAS	True	f4_noncoding	clean	<20
HLA-H	pseudogene_I	pred	EAS	True	f4_noncoding	partial_cds	81
HLA-H	pseudogene_I	pred	EAS	True	known	clean	59
