gene,group_2field,catalogued_3field_variants,observed_3field_variants,n_individuals,dominant_ancestry,dominant_ancestry_share
A,02:01,236,36,207897,eur,68.0
A,01:01,176,19,114621,eur,78.3
A,03:01,147,16,110650,eur,70.5
A,24:02,191,21,87293,eur,57.4
A,11:01,146,16,54307,eur,65.6
A,23:01,45,6,40787,afr,52.6
A,68:01,77,5,37513,eur,50.2
A,29:02,43,5,34462,eur,56.8
A,32:01,68,4,30325,eur,69.8
A,26:01,92,8,29875,eur,66.4
A,31:01,66,8,29752,eur,53.2
A,30:01,35,2,27606,afr,50.3
A,30:02,34,8,24030,afr,54.6
A,68:02,30,7,23412,afr,52.7
A,33:03,75,6,18234,afr,56.8
A,25:01,27,2,15361,eur,82.4
A,33:01,22,2,14296,eur,37.1
A,02:05,17,2,12989,eur,48.0
A,74:01,12,3,12423,afr,85.0
A,02:06,37,7,11390,amr,73.4
A,02:02,10,1,10501,afr,78.0
A,34:02,8,1,8186,afr,81.2
A,66:01,12,1,6976,afr,41.3
A,36:01,3,1,6013,afr,89.6
A,68:03,4,3,3730,amr,99.0
A,29:01,16,1,3193,eur,63.9
A,03:02,9,1,2709,eur,73.6
A,24:03,6,2,2285,eur,56.7
A,30:04,5,2,2248,eur,44.8
A,66:02,2,1,2177,afr,89.7
A,02:07,28,2,2109,eas,93.3
A,80:01,2,1,2028,afr,75.2
A,69:01,6,1,1813,eur,59.9
A,01:02,2,1,1700,afr,65.4
A,02:11,16,3,1525,amr,51.0
A,24:07,5,1,1482,eas,72.1
A,02:03,18,2,1410,eas,83.0
A,34:01,8,1,1137,eas,86.9
A,02:17,3,1,1072,amr,60.6
A,26:08,3,1,800,eur,74.8
A,68:05,0,0,724,amr,99.4
A,02:04,2,1,707,amr,93.6
A,11:02,9,2,651,eas,94.9
A,24:25,0,0,507,amr,99.2
A,02:22,2,1,499,amr,86.2
A,02:20,2,2,408,amr,52.9
A,66:03,1,1,405,afr,86.2
A,31:02,2,1,346,amr,99.4
A,30:10,0,0,332,amr,90.4
A,74:03,3,1,317,eur,63.4
A,02:13,2,0,285,amr,89.8
A,01:03,3,1,257,eur,53.3
A,33:05,0,0,254,eur,80.3
A,02:60,2,1,236,afr,90.3
A,24:10,2,1,147,eas,91.2
A,74:11,0,0,141,afr,96.5
A,24:23,0,0,133,afr,51.9
A,26:02,2,1,117,eas,88.0
A,26:03,4,1,114,eas,83.3
A,02:24,2,1,111,eur,71.2
A,24:05,2,1,104,amr,84.6
A,74:09,0,0,100,afr,95.0
A,24:14,1,1,98,amr,96.9
A,02:30,2,1,97,eur,94.8
A,02:14,0,1,89,afr,79.8
A,26:12,1,1,82,afr,91.5
A,34:05,0,0,76,eas,77.6
A,31:09,0,0,76,amr,100.0
A,68:12,2,2,74,amr,91.9
A,24:17,2,1,73,sas,87.7
A,68:17,2,1,70,amr,92.9
A,24:22,0,0,69,amr,100.0
A,23:05,0,0,65,amr,64.6
A,29:10,2,1,64,eur,89.1
A,68:07,0,0,64,amr,100.0
A,11:05,0,1,62,eur,88.7
A,24:20,4,1,60,eas,93.3
A,02:33,0,0,58,amr,100.0
A,02:08,2,1,56,eur,64.3
A,02:10,0,1,54,eas,92.6
A,68:15,0,0,49,afr,87.8
A,36:03,0,0,40,afr,85.0
A,30:07,0,0,39,afr,100.0
A,11:03,1,1,39,sas,69.2
A,02:16,0,1,35,sas,91.4
A,03:05,2,1,33,eur,81.8
A,43:01,0,1,32,afr,87.5
A,31:04,2,1,32,afr,84.4
A,02:64,2,1,31,amr,74.2
A,02:35,3,1,30,eur,90.0
A,24:53,0,0,28,amr,96.4
A,01:06,0,0,27,eur,85.2
A,03:07,2,1,27,afr,48.1
A,02:29,0,1,24,eur,95.8
A,26:09,0,0,23,eur,82.6
A,68:10,0,0,23,afr,100.0
A,11:04,0,0,23,eas,87.0
A,24:26,0,1,21,amr,42.9
A,24:29,0,0,21,eur,90.5
A,25:02,0,0,21,eur,81.0
A,02:38,0,0,19,eur,84.2
A,11:12,2,1,18,eur,83.3
A,26:07,2,2,18,eur,50.0
A,32:04,0,0,18,eur,100.0
A,30:09,1,1,16,afr,81.2
A,02:86,2,1,16,eur,56.2
A,32:03,1,1,16,eur,100.0
A,02:137,0,0,15,amr,100.0
A,02:27,0,0,15,eur,100.0
A,02:44,0,0,14,amr,100.0
A,24:13,3,2,14,amr,92.9
A,02:51,0,0,14,amr,100.0
A,31:12,0,0,13,sas,100.0
A,11:08,0,0,13,amr,84.6
A,24:387,0,0,13,eas,84.6
A,02:12,0,0,13,eur,53.8
A,03:08,1,1,13,eur,100.0
A,68:24,0,0,13,eur,69.2
A,32:08,0,0,12,eur,91.7
A,31:06,0,0,12,sas,50.0
A,26:17,0,0,12,eur,66.7
A,68:20,0,0,12,amr,100.0
A,02:85,0,0,11,eur,54.5
A,23:02,0,0,11,afr,100.0
A,26:15,0,0,11,eur,100.0
A,02:58,0,0,10,amr,100.0
A,02:19,0,0,10,eur,60.0
A,68:08,2,2,9,afr,77.8
A,02:53,2,1,9,eas,100.0
A,30:08,2,1,8,afr,87.5
A,23:03,2,2,8,afr,87.5
A,24:56,2,1,8,eur,75.0
A,24:31,0,0,8,eur,75.0
A,02:39,0,0,7,amr,100.0
A,68:06,0,0,7,amr,100.0
A,74:06,0,1,7,eur,85.7
A,74:16,2,2,6,afr,66.7
A,30:16,0,0,6,afr,100.0
A,24:08,0,0,6,eas,100.0
A,02:1126,0,0,6,sas,100.0
A,02:49,2,1,6,eur,83.3
A,02:28,0,0,6,eas,100.0
A,02:34,0,0,5,eur,100.0
A,02:122,0,0,5,afr,80.0
A,02:26,0,0,5,eur,100.0
A,31:07,0,0,5,amr,100.0
A,33:04,0,0,5,amr,60.0
A,03:62,1,1,5,eur,100.0
A,23:04,0,0,5,afr,80.0
A,29:12,0,0,5,eur,100.0
A,03:04,3,1,5,eur,60.0
A,03:51,2,1,4,afr,100.0
A,31:08,0,0,4,eur,100.0
A,01:38,2,0,4,eur,100.0
A,30:03,0,0,4,eur,100.0
A,29:04,0,0,4,eur,100.0
A,03:22,2,1,4,eur,100.0
A,02:45,0,0,4,amr,50.0
A,01:09,2,1,4,afr,100.0
A,24:28,0,0,4,amr,50.0
A,32:02,0,0,4,eur,100.0
A,25:03,0,0,4,eur,100.0
A,23:13,0,1,4,afr,75.0
A,02:54,0,0,3,amr,100.0
A,24:38,0,0,3,amr,100.0
A,03:89,2,1,3,amr,100.0
A,34:03,0,0,3,afr,100.0
A,02:18,0,0,3,eas,100.0
A,24:72,0,0,3,amr,66.7
A,02:63,0,0,3,afr,100.0
A,02:136,0,1,3,amr,100.0
A,34:09,0,0,3,afr,100.0
A,32:06,0,0,3,eur,66.7
A,68:35,1,1,3,eur,100.0
A,24:04,0,0,3,eas,100.0
A,02:21,0,0,3,eur,66.7
A,11:29,0,0,3,eur,100.0
A,23:15,0,0,2,afr,100.0
A,25:19,2,1,2,eur,50.0
A,02:133,0,0,2,eur,100.0
A,01:23,2,1,2,afr,100.0
A,68:27,2,1,2,eur,50.0
A,24:18,0,0,2,eur,50.0
A,02:156,0,0,2,eur,100.0
A,24:121,1,1,2,eur,100.0
A,01:380,1,1,2,sas,50.0
A,24:90,2,1,2,eur,50.0
A,02:197,2,1,2,amr,50.0
A,68:39,0,0,2,afr,100.0
A,68:54,0,0,2,afr,100.0
A,02:211,2,1,2,afr,50.0
A,24:159,0,0,2,amr,100.0
A,24:21,4,1,2,eur,100.0
A,01:67,2,1,2,eur,100.0
A,26:65,0,0,2,eur,100.0
A,03:56,1,1,2,eur,100.0
A,30:12,2,1,2,eur,50.0
A,02:36,1,0,2,eur,100.0
A,02:603,0,0,2,mid,50.0
A,24:35,0,0,2,eur,100.0
A,68:23,2,1,2,amr,100.0
A,24:15,0,0,2,amr,100.0
A,74:05,0,0,2,eur,50.0
A,02:102,0,0,2,mid,50.0
A,02:87,0,0,2,eur,50.0
A,26:18,0,0,2,eas,100.0
A,68:16,0,0,2,amr,100.0
A,30:28,0,0,1,afr,100.0
A,11:366,2,1,1,sas,100.0
A,01:61,0,0,1,eur,100.0
A,03:108,0,0,1,eur,100.0
A,68:21,3,1,1,amr,100.0
A,24:109,0,0,1,mid,100.0
A,32:55,3,1,1,amr,100.0
A,01:266,2,1,1,sas,100.0
A,11:44,0,0,1,sas,100.0
A,31:88,0,0,1,amr,100.0
A,26:16,0,0,1,eur,100.0
A,02:648,2,1,1,eur,100.0
A,02:501,2,1,1,eur,100.0
A,01:210,2,1,1,eur,100.0
A,01:44,0,0,1,eur,100.0
A,02:90,0,0,1,eur,100.0
A,24:392,0,0,1,eur,100.0
A,02:217,2,1,1,afr,100.0
A,02:552,0,0,1,amr,100.0
A,02:56,2,1,1,eur,100.0
A,68:28,0,0,1,afr,100.0
A,11:24,2,1,1,amr,100.0
A,30:44,0,0,1,afr,100.0
A,31:15,0,0,1,amr,100.0
A,02:623,0,0,1,eur,100.0
A,24:87,0,0,1,amr,100.0
A,02:325,0,0,1,eur,100.0
A,01:26,0,0,1,eur,100.0
A,11:58,0,0,1,sas,100.0
A,25:06,0,0,1,eur,100.0
A,24:95,0,0,1,eur,100.0
A,31:16,0,0,1,eas,100.0
A,31:11,2,1,1,eas,100.0
A,24:24,0,0,1,afr,100.0
A,31:05,0,0,1,amr,100.0
A,23:37,2,1,1,afr,100.0
A,02:663,0,0,1,amr,100.0
A,02:278,0,0,1,amr,100.0
A,31:97,0,0,1,amr,100.0
A,01:14,0,0,1,eur,100.0
A,02:962,0,0,1,amr,100.0
A,68:31,0,0,1,amr,100.0
A,29:91,0,0,1,afr,100.0
A,26:30,0,0,1,afr,100.0
A,02:81,0,1,1,eur,100.0
A,02:289,2,1,1,sas,100.0
A,02:164,2,1,1,eur,100.0
A,68:30,0,0,1,amr,100.0
A,31:179,0,0,1,eur,100.0
A,68:55,2,1,1,amr,100.0
A,03:238,0,0,1,amr,100.0
A,68:13,2,1,1,eur,100.0
A,02:233,2,1,1,eur,100.0
A,11:250,0,0,1,eur,100.0
A,30:18,2,1,1,afr,100.0
A,68:330,0,0,1,amr,100.0
A,02:841,0,0,1,amr,100.0
A,68:43,2,1,1,eur,100.0
A,24:179,0,0,1,amr,100.0
A,02:84,0,0,1,eur,100.0
A,30:139,0,0,1,eas,100.0
A,03:72,0,0,1,eur,100.0
A,03:50,0,0,1,eur,100.0
A,11:10,0,0,1,eur,100.0
A,02:346,0,0,1,eur,100.0
A,68:255,0,0,1,amr,100.0
A,29:32,0,0,1,eur,100.0
A,32:07,0,0,1,eur,100.0
A,02:394,0,0,1,amr,100.0
A,24:310,2,1,1,amr,100.0
A,24:85,0,0,1,amr,100.0
A,33:08,0,0,1,eas,100.0
A,25:05,0,0,1,eur,100.0
A,33:18,2,1,1,afr,100.0
A,26:90,0,0,1,eur,100.0
A,26:20,2,1,1,eur,100.0
A,11:15,2,1,1,eur,100.0
A,03:306,0,0,1,eur,100.0
A,02:140,2,1,1,eur,100.0
A,34:29N,0,0,1,amr,100.0
A,24:207,2,1,1,amr,100.0
A,01:48,0,0,1,eur,100.0
A,11:199,3,1,1,eur,100.0
A,02:93,2,1,1,eur,100.0
A,02:749,0,0,1,eur,100.0
A,66:23,0,0,1,eur,100.0
A,03:103,2,1,1,eur,100.0
A,24:46,0,0,1,eur,100.0
A,11:18,0,0,1,eur,100.0
A,02:37,0,0,1,eur,100.0
A,26:14,0,0,1,eur,100.0
A,26:05,0,0,1,eas,100.0
A,01:51,0,0,1,eur,100.0
A,25:11,0,0,1,eur,100.0
A,25:04,0,0,1,eur,100.0
A,11:06,0,0,1,eur,100.0
A,32:26,2,1,1,eur,100.0
A,68:29,0,0,1,amr,100.0
B,07:02,113,14,98147,eur,72.9
B,08:01,88,11,80241,eur,79.4
B,44:02,93,16,61411,eur,82.4
B,35:01,93,14,61351,eur,52.6
B,44:03,81,8,51992,eur,54.8
B,51:01,120,13,45396,eur,61.6
B,15:01,100,15,43899,eur,78.9
B,18:01,65,7,41154,eur,64.3
B,40:01,97,8,38635,eur,78.3
B,14:02,37,4,30970,eur,58.3
B,53:01,32,5,29332,afr,77.9
B,27:05,65,11,28280,eur,76.9
B,57:01,55,6,26121,eur,81.3
B,49:01,29,1,20385,eur,47.3
B,13:02,48,5,20299,eur,74.2
B,40:02,41,4,20006,amr,53.7
B,38:01,27,4,18632,eur,77.2
B,58:01,52,2,17422,afr,44.0
B,45:01,15,2,17365,afr,57.9
B,52:01,65,3,16212,eur,38.1
B,15:03,15,3,16155,afr,77.1
B,35:03,47,5,15415,eur,70.0
B,55:01,36,5,13820,eur,78.4
B,42:01,9,1,12386,afr,85.8
B,50:01,27,3,11997,eur,56.5
B,37:01,41,4,11603,eur,72.4
B,35:02,26,2,10192,eur,71.6
B,39:01,47,6,9641,eur,66.9
B,58:02,4,1,9599,afr,90.1
B,57:03,10,1,9006,afr,74.6
B,14:01,16,1,8990,eur,61.7
B,39:06,9,3,8726,amr,54.6
B,15:10,10,3,8472,afr,83.0
B,41:01,11,2,6371,eur,50.2
B,39:05,5,3,6007,amr,97.6
B,07:05,15,2,5736,eur,35.3
B,41:02,14,2,5530,eur,59.0
B,56:01,19,2,5464,eur,71.8
B,48:01,15,1,5406,amr,78.0
B,15:16,6,3,5052,afr,75.3
B,15:17,11,2,4780,eur,50.7
B,35:08,20,3,4769,eur,67.2
B,81:01,5,1,4465,afr,89.5
B,35:12,4,2,4283,amr,99.1
B,27:02,9,1,3361,eur,81.9
B,35:17,5,2,2899,amr,99.6
B,15:18,11,1,2555,eur,53.5
B,46:01,45,1,2518,eas,93.8
B,44:05,6,2,2398,eur,82.5
B,47:01,8,1,2335,eur,71.7
B,78:01,2,2,2308,afr,84.8
B,40:06,35,1,2130,sas,46.5
B,51:02,7,2,2108,amr,79.1
B,42:02,3,1,2078,afr,74.6
B,15:02,21,2,1939,eas,76.7
B,39:10,3,3,1900,afr,85.4
B,15:15,3,1,1859,amr,99.7
B,35:43,3,1,1788,amr,98.3
B,38:02,18,3,1718,eas,85.3
B,40:05,3,1,1485,amr,99.5
B,13:01,27,1,1442,eas,78.4
B,35:05,7,1,1406,eas,53.0
B,57:02,3,2,1314,afr,63.8
B,39:02,3,2,1186,amr,98.0
B,51:08,7,1,1128,eur,60.5
B,27:03,1,0,989,afr,71.2
B,54:01,14,1,941,eas,93.0
B,39:08,0,0,813,amr,99.1
B,15:30,1,1,809,amr,99.5
B,40:08,1,1,730,amr,98.5
B,35:14,4,2,716,amr,99.4
B,15:07,3,1,692,eur,56.6
B,55:02,19,2,641,eas,92.0
B,50:02,1,1,607,amr,50.2
B,82:01,3,1,599,afr,87.6
B,14:03,0,0,598,afr,87.5
B,40:04,4,1,585,amr,96.4
B,15:35,2,1,573,eas,85.7
B,73:01,1,1,537,eur,57.4
B,51:07,2,1,515,eur,61.0
B,51:09,3,2,500,eur,70.6
B,15:25,7,1,497,eas,68.0
B,35:04,4,2,466,amr,98.3
B,27:04,6,1,428,eas,88.3
B,27:07,7,2,426,eur,55.6
B,44:04,0,0,420,eur,83.8
B,57:04,3,1,414,afr,94.0
B,18:03,2,1,413,eur,82.1
B,39:24,3,1,393,eur,74.8
B,35:16,0,0,378,amr,100.0
B,40:11,2,2,378,amr,99.5
B,15:21,3,1,374,eas,90.4
B,39:11,0,0,362,amr,100.0
B,35:20,3,2,339,amr,93.8
B,40:27,3,1,335,amr,99.7
B,44:10,0,0,333,afr,90.7
B,15:09,2,1,319,eur,53.0
B,40:16,1,1,313,afr,78.3
B,15:04,5,1,294,amr,95.9
B,15:24,2,1,293,eur,90.1
B,15:39,2,1,287,amr,82.9
B,27:06,2,1,270,eas,71.9
B,15:13,3,1,261,eas,60.5
B,39:09,6,1,247,amr,71.7
B,40:12,2,1,245,afr,89.0
B,15:11,10,1,235,eas,95.3
B,51:06,4,3,222,eas,52.3
B,07:04,2,1,221,eur,96.4
B,15:08,2,1,214,eur,45.8
B,48:03,3,2,205,amr,61.0
B,51:05,1,1,189,eur,85.7
B,15:12,3,2,189,eas,91.5
B,15:37,0,0,178,afr,88.2
B,67:01,3,2,174,eas,63.2
B,48:02,3,1,166,amr,91.6
B,15:27,4,1,156,eas,98.7
B,15:31,1,1,148,afr,66.2
B,41:03,2,1,134,afr,91.8
B,35:11,4,1,126,amr,93.7
B,35:10,0,0,120,amr,97.5
B,35:09,5,2,119,amr,98.3
B,40:03,2,1,118,amr,48.3
B,07:09,2,1,116,afr,51.7
B,59:01,1,1,114,eas,94.7
B,15:05,4,1,114,sas,68.4
B,18:02,3,1,113,eas,87.6
B,56:04,6,1,112,eas,92.9
B,82:02,2,1,111,afr,90.1
B,15:20,0,0,108,amr,90.7
B,15:40,2,1,108,amr,99.1
B,18:04,2,1,98,amr,53.1
B,47:03,0,0,98,afr,91.8
B,51:14,0,0,97,amr,99.0
B,15:47,2,2,92,afr,73.9
B,27:08,0,0,90,eur,71.1
B,35:21,0,0,86,amr,100.0
B,39:13,3,2,84,amr,94.0
B,35:30,1,1,84,amr,61.9
B,35:22,1,1,83,amr,100.0
B,35:23,0,0,82,amr,98.8
B,40:10,2,1,80,eas,86.2
B,18:05,1,1,76,eur,69.7
B,07:10,2,1,74,eur,86.5
B,40:20,1,1,72,amr,100.0
B,35:24,2,2,72,amr,100.0
B,27:12,1,1,72,eur,51.4
B,35:28,1,1,71,amr,98.6
B,27:14,0,1,68,eur,82.4
B,44:06,0,0,67,eur,65.7
B,39:03,2,1,67,amr,100.0
B,15:48,0,0,64,amr,100.0
B,07:14,2,1,63,amr,71.4
B,15:34,2,1,62,eur,91.9
B,35:06,0,0,59,amr,98.3
B,08:12,3,1,59,afr,91.5
B,27:09,0,0,57,eur,78.9
B,08:09,0,0,56,eur,80.4
B,15:29,1,1,54,sas,42.6
B,35:31,1,1,53,amr,98.1
B,14:05,0,0,53,afr,100.0
B,35:41,0,0,50,eur,80.0
B,56:02,3,1,49,eas,87.8
B,15:32,2,1,49,sas,55.1
B,44:09,0,0,47,eur,91.5
B,15:54,0,0,46,afr,89.1
B,27:10,0,0,46,eur,82.6
B,44:07,0,0,46,afr,97.8
B,39:31,1,1,44,eur,90.9
B,15:52,0,0,40,afr,100.0
B,44:29,0,1,40,eur,92.5
B,39:14,1,1,38,amr,94.7
B,51:22,0,0,38,amr,84.2
B,51:13,2,2,37,amr,97.3
B,07:07,3,1,37,eur,78.4
B,15:23,0,0,37,eur,83.8
B,39:15,0,1,37,eas,78.4
B,07:12,0,0,34,afr,97.1
B,08:18,0,0,33,eur,90.9
B,56:03,0,0,32,eas,100.0
B,15:06,0,0,32,eas,78.1
B,35:42,3,1,32,eur,53.1
B,15:71,0,0,31,eur,87.1
B,78:02,2,2,30,eur,73.3
B,51:10,0,0,27,amr,92.6
B,35:47,0,0,26,amr,100.0
B,78:04,2,0,26,amr,100.0
B,15:38,2,1,26,amr,42.3
B,55:04,0,0,26,eas,84.6
B,44:08,0,0,24,eur,95.8
B,27:01,0,0,23,eur,91.3
B,39:12,1,1,23,amr,100.0
B,39:07,0,0,22,amr,100.0
B,07:03,0,0,22,eur,81.8
B,18:07,3,1,20,eur,80.0
B,48:04,2,1,19,sas,94.7
B,35:29,3,1,19,eur,89.5
B,44:55,0,0,19,eur,84.2
B,39:20,0,0,18,amr,100.0
B,44:188,0,0,18,eur,66.7
B,15:33,0,0,18,eur,77.8
B,35:19,0,0,17,amr,100.0
B,08:04,2,1,17,eur,94.1
B,07:22,2,2,16,eur,87.5
B,18:14,0,0,16,eur,100.0
B,15:45,0,0,16,eur,93.8
B,47:02,0,0,15,eur,86.7
B,07:15,0,0,15,eur,100.0
B,35:27,0,0,15,eur,86.7
B,18:13,0,0,14,eur,85.7
B,15:14,0,1,14,eur,92.9
B,35:49,3,1,14,amr,64.3
B,40:23,0,0,14,sas,85.7
B,55:12,0,0,13,eas,100.0
B,35:68,2,2,13,amr,92.3
B,35:197,0,0,13,eur,69.2
B,44:245,2,1,12,eur,50.0
B,07:26,0,0,12,eur,50.0
B,40:14,3,2,12,eur,91.7
B,53:05,2,1,12,eur,91.7
B,15:82,0,0,11,eur,100.0
B,44:18,1,1,11,afr,100.0
B,57:09,0,0,11,afr,100.0
B,37:02,0,0,11,eur,100.0
B,48:07,0,0,11,amr,90.9
B,51:65,0,0,11,eur,100.0
B,35:55,0,0,11,amr,63.6
B,35:48,0,0,10,amr,100.0
