gene	resolution	design	target_ancestry	total_n	size_used	coverage	note
HLA-G	protein	equal_allocation	SAS	21662	2179	1.0	
HLA-G	protein	equal_allocation	UNASSIGNED	21662	3094	0.9986454591482216	
HLA-G	protein	equal_allocation	GLOBAL_MEAN	21662	16597	0.9994506048570375	
HLA-G	protein	94pct_eur_ukb_like	AFR	21662	3209	0.9995371085646806	
HLA-G	protein	94pct_eur_ukb_like	AMR	21662	2938	1.0	
HLA-G	protein	94pct_eur_ukb_like	EAS	21662	2341	1.0	
HLA-G	protein	94pct_eur_ukb_like	EUR	21662	2405	1.0	
HLA-G	protein	94pct_eur_ukb_like	MID	21662	546	1.0	
HLA-G	protein	94pct_eur_ukb_like	SAS	21662	2179	1.0	
HLA-G	protein	94pct_eur_ukb_like	UNASSIGNED	21662	3209	0.9986942664917455	
HLA-G	protein	94pct_eur_ukb_like	GLOBAL_MEAN	21662	16827	0.9994793933964186	
HLA-G	protein	greedy_max_mean_coverage	AFR	21662	4053	1.0	
HLA-G	protein	greedy_max_mean_coverage	AMR	21662	2938	1.0	
HLA-G	protein	greedy_max_mean_coverage	EAS	21662	2341	1.0	
HLA-G	protein	greedy_max_mean_coverage	EUR	21662	2405	1.0	
HLA-G	protein	greedy_max_mean_coverage	MID	21662	546	1.0	
HLA-G	protein	greedy_max_mean_coverage	SAS	21662	2179	1.0	
HLA-G	protein	greedy_max_mean_coverage	UNASSIGNED	21662	7200	1.0000000000000002	
HLA-G	protein	greedy_max_mean_coverage	GLOBAL_MEAN	21662	21662	1.0	
HLA-H	protein	actual_aou_composition	AFR	1920	376	1.0	
HLA-H	protein	actual_aou_composition	AMR	1920	173	1.0	
HLA-H	protein	actual_aou_composition	EAS	1920	31	1.0	
HLA-H	protein	actual_aou_composition	EUR	1920	364	1.0	
HLA-H	protein	actual_aou_composition	MID	1920	50	1.0	
HLA-H	protein	actual_aou_composition	SAS	1920	165	1.0	
HLA-H	protein	actual_aou_composition	UNASSIGNED	1920	761	1.0	
HLA-H	protein	actual_aou_composition	GLOBAL_MEAN	1920	1920	1.0	
HLA-H	protein	equal_allocation	AFR	1920	274	1.0	
HLA-H	protein	equal_allocation	AMR	1920	173	1.0	
HLA-H	protein	equal_allocation	EAS	1920	31	1.0	
HLA-H	protein	equal_allocation	EUR	1920	274	0.9993207342108442	
HLA-H	protein	equal_allocation	MID	1920	50	1.0	
HLA-H	protein	equal_allocation	SAS	1920	165	1.0	
HLA-H	protein	equal_allocation	UNASSIGNED	1920	274	1.0	
HLA-H	protein	equal_allocation	GLOBAL_MEAN	1920	1241	0.9998712225274725	
HLA-H	protein	94pct_eur_ukb_like	AFR	1920	259	1.0	
HLA-H	protein	94pct_eur_ukb_like	AMR	1920	173	1.0	
HLA-H	protein	94pct_eur_ukb_like	EAS	1920	31	1.0	
HLA-H	protein	94pct_eur_ukb_like	EUR	1920	364	1.0	
HLA-H	protein	94pct_eur_ukb_like	MID	1920	50	1.0	
HLA-H	protein	94pct_eur_ukb_like	SAS	1920	165	1.0	
HLA-H	protein	94pct_eur_ukb_like	UNASSIGNED	1920	259	1.0	
HLA-H	protein	94pct_eur_ukb_like	GLOBAL_MEAN	1920	1301	1.0	
HLA-H	protein	greedy_max_mean_coverage	AFR	1920	376	1.0	
HLA-H	protein	greedy_max_mean_coverage	AMR	1920	173	1.0	
HLA-H	protein	greedy_max_mean_coverage	EAS	1920	31	1.0	
HLA-H	protein	greedy_max_mean_coverage	EUR	1920	364	1.0	
HLA-H	protein	greedy_max_mean_coverage	MID	1920	50	1.0	
HLA-H	protein	greedy_max_mean_coverage	SAS	1920	165	1.0	
HLA-H	protein	greedy_max_mean_coverage	UNASSIGNED	1920	761	1.0	
HLA-H	protein	greedy_max_mean_coverage	GLOBAL_MEAN	1920	1920	1.0	
HLA-HFE	protein	actual_aou_composition	AFR	2950	265	1.0	
HLA-HFE	protein	actual_aou_composition	AMR	2950	672	0.9999999999999999	
HLA-HFE	protein	actual_aou_composition	EAS	2950	322	0.9999999999999999	
HLA-HFE	protein	actual_aou_composition	EUR	2950	344	1.0	
HLA-HFE	protein	actual_aou_composition	MID	2950	74	1.0	
HLA-HFE	protein	actual_aou_composition	SAS	2950	326	1.0	
HLA-HFE	protein	actual_aou_composition	UNASSIGNED	2950	947	1.0	
HLA-HFE	protein	actual_aou_composition	GLOBAL_MEAN	2950	2950	1.0	
HLA-HFE	protein	equal_allocation	AFR	2950	265	1.0	
HLA-HFE	protein	equal_allocation	AMR	2950	421	0.9984741835910959	
HLA-HFE	protein	equal_allocation	EAS	2950	322	0.9999999999999999	
HLA-HFE	protein	equal_allocation	EUR	2950	344	1.0	
HLA-HFE	protein	equal_allocation	MID	2950	74	1.0	
HLA-HFE	protein	equal_allocation	SAS	2950	326	1.0	
HLA-HFE	protein	equal_allocation	UNASSIGNED	2950	421	1.0	
HLA-HFE	protein	equal_allocation	GLOBAL_MEAN	2950	2173	0.9996524241943108	
HLA-HFE	protein	94pct_eur_ukb_like	AFR	2950	265	1.0	
HLA-HFE	protein	94pct_eur_ukb_like	AMR	2950	434	0.9985736315142048	
HLA-HFE	protein	94pct_eur_ukb_like	EAS	2950	322	0.9999999999999999	
HLA-HFE	protein	94pct_eur_ukb_like	EUR	2950	344	1.0	
HLA-HFE	protein	94pct_eur_ukb_like	MID	2950	74	1.0	
HLA-HFE	protein	94pct_eur_ukb_like	SAS	2950	326	1.0	
HLA-HFE	protein	94pct_eur_ukb_like	UNASSIGNED	2950	434	1.0	
HLA-HFE	protein	94pct_eur_ukb_like	GLOBAL_MEAN	2950	2199	0.9996750780940833	
HLA-HFE	protein	greedy_max_mean_coverage	AFR	2950	265	1.0	
HLA-HFE	protein	greedy_max_mean_coverage	AMR	2950	672	0.9999999999999999	
HLA-HFE	protein	greedy_max_mean_coverage	EAS	2950	322	0.9999999999999999	
HLA-HFE	protein	greedy_max_mean_coverage	EUR	2950	344	1.0	
HLA-HFE	protein	greedy_max_mean_coverage	MID	2950	74	1.0	
HLA-HFE	protein	greedy_max_mean_coverage	SAS	2950	326	1.0	
HLA-HFE	protein	greedy_max_mean_coverage	UNASSIGNED	2950	947	1.0	
HLA-HFE	protein	greedy_max_mean_coverage	GLOBAL_MEAN	2950	2950	1.0	
HLA-J	protein	actual_aou_composition	AFR	18381	3643	1.0	
HLA-J	protein	actual_aou_composition	AMR	18381	2428	1.0	
HLA-J	protein	actual_aou_composition	EAS	18381	1825	1.0	
HLA-J	protein	actual_aou_composition	EUR	18381	2145	1.0	
HLA-J	protein	actual_aou_composition	MID	18381	501	1.0	
HLA-J	protein	actual_aou_composition	SAS	18381	1798	1.0	
HLA-J	protein	actual_aou_composition	UNASSIGNED	18381	6041	1.0	
HLA-J	protein	actual_aou_composition	GLOBAL_MEAN	18381	18381	1.0	
HLA-J	protein	equal_allocation	AFR	18381	2625	1.0	
HLA-J	protein	equal_allocation	AMR	18381	2428	1.0	
HLA-J	protein	equal_allocation	EAS	18381	1825	1.0	
HLA-J	protein	equal_allocation	EUR	18381	2145	1.0	
HLA-J	protein	equal_allocation	MID	18381	501	1.0	
HLA-J	protein	equal_allocation	SAS	18381	1798	1.0	
HLA-J	protein	equal_allocation	UNASSIGNED	18381	2625	1.0	
HLA-J	protein	equal_allocation	GLOBAL_MEAN	18381	13947	1.0	
HLA-J	protein	94pct_eur_ukb_like	AFR	18381	2706	1.0	
HLA-J	protein	94pct_eur_ukb_like	AMR	18381	2428	1.0	
HLA-J	protein	94pct_eur_ukb_like	EAS	18381	1825	1.0	
HLA-J	protein	94pct_eur_ukb_like	EUR	18381	2145	1.0	
HLA-J	protein	94pct_eur_ukb_like	MID	18381	501	1.0	
HLA-J	protein	94pct_eur_ukb_like	SAS	18381	1798	1.0	
HLA-J	protein	94pct_eur_ukb_like	UNASSIGNED	18381	2706	1.0	
HLA-J	protein	94pct_eur_ukb_like	GLOBAL_MEAN	18381	14109	1.0	
HLA-J	protein	greedy_max_mean_coverage	AFR	18381	3643	1.0	
HLA-J	protein	greedy_max_mean_coverage	AMR	18381	2428	1.0	
HLA-J	protein	greedy_max_mean_coverage	EAS	18381	1825	1.0	
HLA-J	protein	greedy_max_mean_coverage	EUR	18381	2145	1.0	
HLA-J	protein	greedy_max_mean_coverage	MID	18381	501	1.0	
HLA-J	protein	greedy_max_mean_coverage	SAS	18381	1798	1.0	
HLA-J	protein	greedy_max_mean_coverage	UNASSIGNED	18381	6041	1.0	
HLA-J	protein	greedy_max_mean_coverage	GLOBAL_MEAN	18381	18381	1.0	
HLA-K	protein	actual_aou_composition	AFR	1791	361	1.0	
HLA-K	protein	actual_aou_composition	AMR	1791	153	1.0	
HLA-K	protein	actual_aou_composition	EAS	1791	31	1.0	
HLA-K	protein	actual_aou_composition	EUR	1791	342	1.0	
HLA-K	protein	actual_aou_composition	MID	1791	44	1.0	
HLA-K	protein	actual_aou_composition	SAS	1791	169	1.0	
HLA-K	protein	actual_aou_composition	UNASSIGNED	1791	691	1.0	
HLA-K	protein	actual_aou_composition	GLOBAL_MEAN	1791	1791	1.0	
HLA-K	protein	equal_allocation	AFR	1791	255	1.0	
HLA-K	protein	equal_allocation	AMR	1791	153	1.0	
HLA-K	protein	equal_allocation	EAS	1791	31	1.0	
HLA-K	protein	equal_allocation	EUR	1791	255	1.0	
HLA-K	protein	equal_allocation	MID	1791	44	1.0	
HLA-K	protein	equal_allocation	SAS	1791	169	1.0	
HLA-K	protein	equal_allocation	UNASSIGNED	1791	255	1.0	
HLA-K	protein	equal_allocation	GLOBAL_MEAN	1791	1162	1.0	
HLA-K	protein	94pct_eur_ukb_like	AFR	1791	241	1.0	
HLA-K	protein	94pct_eur_ukb_like	AMR	1791	153	1.0	
HLA-K	protein	94pct_eur_ukb_like	EAS	1791	31	1.0	
HLA-K	protein	94pct_eur_ukb_like	EUR	1791	342	1.0	
HLA-K	protein	94pct_eur_ukb_like	MID	1791	44	1.0	
HLA-K	protein	94pct_eur_ukb_like	SAS	1791	169	1.0	
HLA-K	protein	94pct_eur_ukb_like	UNASSIGNED	1791	241	1.0	
HLA-K	protein	94pct_eur_ukb_like	GLOBAL_MEAN	1791	1221	1.0	
HLA-K	protein	greedy_max_mean_coverage	AFR	1791	361	1.0	
HLA-K	protein	greedy_max_mean_coverage	AMR	1791	153	1.0	
HLA-K	protein	greedy_max_mean_coverage	EAS	1791	31	1.0	
HLA-K	protein	greedy_max_mean_coverage	EUR	1791	342	1.0	
HLA-K	protein	greedy_max_mean_coverage	MID	1791	44	1.0	
HLA-K	protein	greedy_max_mean_coverage	SAS	1791	169	1.0	
HLA-K	protein	greedy_max_mean_coverage	UNASSIGNED	1791	691	1.0	
HLA-K	protein	greedy_max_mean_coverage	GLOBAL_MEAN	1791	1791	1.0	
HLA-P	protein	actual_aou_composition	AFR	16977	2884	1.0	
HLA-P	protein	actual_aou_composition	AMR	16977	2401	1.0	
HLA-P	protein	actual_aou_composition	EAS	16977	1694	1.0	
HLA-P	protein	actual_aou_composition	EUR	16977	2092	1.0	
HLA-P	protein	actual_aou_composition	MID	16977	456	1.0	
HLA-P	protein	actual_aou_composition	SAS	16977	1700	1.0	
HLA-P	protein	actual_aou_composition	UNASSIGNED	16977	5750	1.0	
HLA-P	protein	actual_aou_composition	GLOBAL_MEAN	16977	16977	1.0	
HLA-P	protein	equal_allocation	AFR	16977	2425	1.0	
HLA-P	protein	equal_allocation	AMR	16977	2401	1.0	
HLA-P	protein	equal_allocation	EAS	16977	1694	1.0	
HLA-P	protein	equal_allocation	EUR	16977	2092	1.0	
HLA-P	protein	equal_allocation	MID	16977	456	1.0	
HLA-P	protein	equal_allocation	SAS	16977	1700	1.0	
HLA-P	protein	equal_allocation	UNASSIGNED	16977	2425	1.0	
HLA-P	protein	equal_allocation	GLOBAL_MEAN	16977	13193	1.0	
HLA-P	protein	94pct_eur_ukb_like	AFR	16977	2480	1.0	
HLA-P	protein	94pct_eur_ukb_like	AMR	16977	2401	1.0	
HLA-P	protein	94pct_eur_ukb_like	EAS	16977	1694	1.0	
HLA-P	protein	94pct_eur_ukb_like	EUR	16977	2092	1.0	
HLA-P	protein	94pct_eur_ukb_like	MID	16977	456	1.0	
HLA-P	protein	94pct_eur_ukb_like	SAS	16977	1700	1.0	
HLA-P	protein	94pct_eur_ukb_like	UNASSIGNED	16977	2480	1.0	
HLA-P	protein	94pct_eur_ukb_like	GLOBAL_MEAN	16977	13303	1.0	
HLA-P	protein	greedy_max_mean_coverage	AFR	16977	2884	1.0	
HLA-P	protein	greedy_max_mean_coverage	AMR	16977	2401	1.0	
HLA-P	protein	greedy_max_mean_coverage	EAS	16977	1694	1.0	
HLA-P	protein	greedy_max_mean_coverage	EUR	16977	2092	1.0	
HLA-P	protein	greedy_max_mean_coverage	MID	16977	456	1.0	
HLA-P	protein	greedy_max_mean_coverage	SAS	16977	1700	1.0	
HLA-P	protein	greedy_max_mean_coverage	UNASSIGNED	16977	5750	1.0	
HLA-P	protein	greedy_max_mean_coverage	GLOBAL_MEAN	16977	16977	1.0	
HLA-T	protein	actual_aou_composition	AFR	18489	3642	1.0	
HLA-T	protein	actual_aou_composition	AMR	18489	2426	1.0	
HLA-T	protein	actual_aou_composition	EAS	18489	1753	1.0	
HLA-T	protein	actual_aou_composition	EUR	18489	2185	1.0	
HLA-T	protein	actual_aou_composition	MID	18489	455	1.0	
HLA-T	protein	actual_aou_composition	SAS	18489	1829	1.0	
HLA-T	protein	actual_aou_composition	UNASSIGNED	18489	6199	1.0	
HLA-T	protein	actual_aou_composition	GLOBAL_MEAN	18489	18489	1.0	
HLA-T	protein	equal_allocation	AFR	18489	2641	1.0	
HLA-T	protein	equal_allocation	AMR	18489	2426	1.0	
HLA-T	protein	equal_allocation	EAS	18489	1753	1.0	
HLA-T	protein	equal_allocation	EUR	18489	2185	1.0	
HLA-T	protein	equal_allocation	MID	18489	455	1.0	
HLA-T	protein	equal_allocation	SAS	18489	1829	1.0	
HLA-T	protein	equal_allocation	UNASSIGNED	18489	2641	1.0	
HLA-T	protein	equal_allocation	GLOBAL_MEAN	18489	13930	1.0	
HLA-T	protein	94pct_eur_ukb_like	AFR	18489	2717	1.0	
HLA-T	protein	94pct_eur_ukb_like	AMR	18489	2426	1.0	
HLA-T	protein	94pct_eur_ukb_like	EAS	18489	1753	1.0	
HLA-T	protein	94pct_eur_ukb_like	EUR	18489	2185	1.0	
HLA-T	protein	94pct_eur_ukb_like	MID	18489	455	1.0	
HLA-T	protein	94pct_eur_ukb_like	SAS	18489	1829	1.0	
HLA-T	protein	94pct_eur_ukb_like	UNASSIGNED	18489	2717	1.0	
HLA-T	protein	94pct_eur_ukb_like	GLOBAL_MEAN	18489	14082	1.0	
HLA-T	protein	greedy_max_mean_coverage	AFR	18489	3642	1.0	
HLA-T	protein	greedy_max_mean_coverage	AMR	18489	2426	1.0	
HLA-T	protein	greedy_max_mean_coverage	EAS	18489	1753	1.0	
HLA-T	protein	greedy_max_mean_coverage	EUR	18489	2185	1.0	
HLA-T	protein	greedy_max_mean_coverage	MID	18489	455	1.0	
HLA-T	protein	greedy_max_mean_coverage	SAS	18489	1829	1.0	
HLA-T	protein	greedy_max_mean_coverage	UNASSIGNED	18489	6199	1.0	
HLA-T	protein	greedy_max_mean_coverage	GLOBAL_MEAN	18489	18489	1.0	
HLA-U	protein	actual_aou_composition	AFR	556	43	1.0	
HLA-U	protein	actual_aou_composition	AMR	556	77	1.0	
HLA-U	protein	actual_aou_composition	EUR	556	108	1.0	
HLA-U	protein	actual_aou_composition	MID	556	25	1.0	
HLA-U	protein	actual_aou_composition	SAS	556	81	1.0	
HLA-U	protein	actual_aou_composition	UNASSIGNED	556	222	0.9999999999999999	
HLA-U	protein	actual_aou_composition	GLOBAL_MEAN	556	556	1.0	
HLA-U	protein	equal_allocation	AFR	556	43	1.0	
HLA-U	protein	equal_allocation	AMR	556	77	1.0	
HLA-U	protein	equal_allocation	EUR	556	92	1.0	
HLA-U	protein	equal_allocation	MID	556	25	1.0	
HLA-U	protein	equal_allocation	SAS	556	81	1.0	
HLA-U	protein	equal_allocation	UNASSIGNED	556	92	0.994724454183915	
HLA-U	protein	equal_allocation	GLOBAL_MEAN	556	410	0.9978935770302683	
HLA-U	protein	94pct_eur_ukb_like	AFR	556	43	1.0	
HLA-U	protein	94pct_eur_ukb_like	AMR	556	77	1.0	
HLA-U	protein	94pct_eur_ukb_like	EUR	556	108	1.0	
HLA-U	protein	94pct_eur_ukb_like	MID	556	25	1.0	
HLA-U	protein	94pct_eur_ukb_like	SAS	556	81	1.0	
HLA-U	protein	94pct_eur_ukb_like	UNASSIGNED	556	89	0.994602710818928	
HLA-U	protein	94pct_eur_ukb_like	GLOBAL_MEAN	556	423	0.9978449672694282	
HLA-U	protein	greedy_max_mean_coverage	AFR	556	43	1.0	
HLA-U	protein	greedy_max_mean_coverage	AMR	556	77	1.0	
HLA-U	protein	greedy_max_mean_coverage	EUR	556	108	1.0	
HLA-U	protein	greedy_max_mean_coverage	MID	556	25	1.0	
HLA-U	protein	greedy_max_mean_coverage	SAS	556	81	1.0	
HLA-U	protein	greedy_max_mean_coverage	UNASSIGNED	556	222	0.9999999999999999	
HLA-U	protein	greedy_max_mean_coverage	GLOBAL_MEAN	556	556	1.0	
HLA-W	protein	actual_aou_composition	AFR	5005	554	1.0	
HLA-W	protein	actual_aou_composition	AMR	5005	587	1.0	
HLA-W	protein	actual_aou_composition	EAS	5005	320	1.0	
HLA-W	protein	actual_aou_composition	EUR	5005	843	1.0	
HLA-W	protein	actual_aou_composition	MID	5005	134	1.0	
HLA-W	protein	actual_aou_composition	SAS	5005	576	1.0	
HLA-W	protein	actual_aou_composition	UNASSIGNED	5005	1991	1.0	
HLA-W	protein	actual_aou_composition	GLOBAL_MEAN	5005	5005	1.0	
HLA-W	protein	equal_allocation	AFR	5005	554	1.0	
HLA-W	protein	equal_allocation	AMR	5005	587	1.0	
HLA-W	protein	equal_allocation	EAS	5005	320	1.0	
HLA-W	protein	equal_allocation	EUR	5005	715	1.0	
HLA-W	protein	equal_allocation	MID	5005	134	1.0	
HLA-W	protein	equal_allocation	SAS	5005	576	1.0	
HLA-W	protein	equal_allocation	UNASSIGNED	5005	715	0.9996781095038171	
HLA-W	protein	equal_allocation	GLOBAL_MEAN	5005	3601	0.9998719512531669	
HLA-W	protein	94pct_eur_ukb_like	AFR	5005	554	1.0	
HLA-W	protein	94pct_eur_ukb_like	AMR	5005	587	1.0	
HLA-W	protein	94pct_eur_ukb_like	EAS	5005	320	1.0	
HLA-W	protein	94pct_eur_ukb_like	EUR	5005	843	1.0	
HLA-W	protein	94pct_eur_ukb_like	MID	5005	134	1.0	
HLA-W	protein	94pct_eur_ukb_like	SAS	5005	576	1.0	
HLA-W	protein	94pct_eur_ukb_like	UNASSIGNED	5005	693	0.9996725596676765	
HLA-W	protein	94pct_eur_ukb_like	GLOBAL_MEAN	5005	3707	0.9998697435161528	
HLA-W	protein	greedy_max_mean_coverage	AFR	5005	554	1.0	
HLA-W	protein	greedy_max_mean_coverage	AMR	5005	587	1.0	
HLA-W	protein	greedy_max_mean_coverage	EAS	5005	320	1.0	
HLA-W	protein	greedy_max_mean_coverage	EUR	5005	843	1.0	
HLA-W	protein	greedy_max_mean_coverage	MID	5005	134	1.0	
HLA-W	protein	greedy_max_mean_coverage	SAS	5005	576	1.0	
HLA-W	protein	greedy_max_mean_coverage	UNASSIGNED	5005	1991	1.0	
HLA-W	protein	greedy_max_mean_coverage	GLOBAL_MEAN	5005	5005	1.0	
HLA-Y	protein	actual_aou_composition	AMR	103	<20	1.0	
HLA-Y	protein	actual_aou_composition	EAS	103	88	1.0	
HLA-Y	protein	actual_aou_composition	UNASSIGNED	103	<20	1.0	
HLA-Y	protein	actual_aou_composition	GLOBAL_MEAN	103	103	1.0	
HLA-Y	protein	equal_allocation	AMR	103	<20	1.0	
HLA-Y	protein	equal_allocation	EAS	103	34	1.0	
HLA-Y	protein	equal_allocation	UNASSIGNED	103	<20	1.0	
HLA-Y	protein	equal_allocation	GLOBAL_MEAN	103	49	1.0	
HLA-Y	protein	94pct_eur_ukb_like	AMR	103			not reachable with this cohort (no EUR group)
HLA-Y	protein	94pct_eur_ukb_like	EAS	103			not reachable with this cohort (no EUR group)
HLA-Y	protein	94pct_eur_ukb_like	UNASSIGNED	103			not reachable with this cohort (no EUR group)
HLA-Y	protein	greedy_max_mean_coverage	AMR	103	<20	1.0	
HLA-Y	protein	greedy_max_mean_coverage	EAS	103	88	1.0	
HLA-Y	protein	greedy_max_mean_coverage	UNASSIGNED	103	<20	1.0	
HLA-Y	protein	greedy_max_mean_coverage	GLOBAL_MEAN	103	103	1.0	
MICA	protein	actual_aou_composition	AFR	14537	2655	0.9999999999999992	
MICA	protein	actual_aou_composition	AMR	14537	2157	1.0000000000000004	
MICA	protein	actual_aou_composition	EAS	14537	1806	0.9999999999999998	
MICA	protein	actual_aou_composition	EUR	14537	1208	0.9999999999999997	
MICA	protein	actual_aou_composition	MID	14537	452	0.9999999999999996	
MICA	protein	actual_aou_composition	SAS	14537	1510	1.0000000000000002	
MICA	protein	actual_aou_composition	UNASSIGNED	14537	4749	1.0000000000000004	
MICA	protein	actual_aou_composition	GLOBAL_MEAN	14537	14537	1.0	
MICA	protein	equal_allocation	AFR	14537	2076	0.9993310840588172	
MICA	protein	equal_allocation	AMR	14537	2076	0.9997927698254809	
MICA	protein	equal_allocation	EAS	14537	1806	0.9999999999999998	
MICA	protein	equal_allocation	EUR	14537	1208	0.9999999999999997	
MICA	protein	equal_allocation	MID	14537	452	0.9999999999999996	
MICA	protein	equal_allocation	SAS	14537	1510	1.0000000000000002	
MICA	protein	equal_allocation	UNASSIGNED	14537	2076	0.9970718152149606	
MICA	protein	equal_allocation	GLOBAL_MEAN	14537	11204	0.9988904920647705	
MICA	protein	94pct_eur_ukb_like	AFR	14537	2221	0.9995229928417553	
MICA	protein	94pct_eur_ukb_like	AMR	14537	2157	1.0000000000000004	
MICA	protein	94pct_eur_ukb_like	EAS	14537	1806	0.9999999999999998	
MICA	protein	94pct_eur_ukb_like	EUR	14537	1208	0.9999999999999997	
MICA	protein	94pct_eur_ukb_like	MID	14537	452	0.9999999999999996	
MICA	protein	94pct_eur_ukb_like	SAS	14537	1510	1.0000000000000002	
MICA	protein	94pct_eur_ukb_like	UNASSIGNED	14537	2221	0.9972598754980533	
MICA	protein	94pct_eur_ukb_like	GLOBAL_MEAN	14537	11575	0.9990177268167514	
MICA	protein	greedy_max_mean_coverage	AFR	14537	2655	0.9999999999999992	
MICA	protein	greedy_max_mean_coverage	AMR	14537	2157	1.0000000000000004	
MICA	protein	greedy_max_mean_coverage	EAS	14537	1806	0.9999999999999998	
MICA	protein	greedy_max_mean_coverage	EUR	14537	1208	0.9999999999999997	
MICA	protein	greedy_max_mean_coverage	MID	14537	452	0.9999999999999996	
MICA	protein	greedy_max_mean_coverage	SAS	14537	1510	1.0000000000000002	
MICA	protein	greedy_max_mean_coverage	UNASSIGNED	14537	4749	1.0000000000000004	
MICA	protein	greedy_max_mean_coverage	GLOBAL_MEAN	14537	14537	1.0	
MICB	protein	actual_aou_composition	AFR	20896	4083	1.0000000000000002	
MICB	protein	actual_aou_composition	AMR	20896	2816	1.0000000000000002	
MICB	protein	actual_aou_composition	EAS	20896	2276	1.0	
MICB	protein	actual_aou_composition	EUR	20896	2255	1.0000000000000004	
MICB	protein	actual_aou_composition	MID	20896	551	1.0	
MICB	protein	actual_aou_composition	SAS	20896	2053	1.0000000000000002	
MICB	protein	actual_aou_composition	UNASSIGNED	20896	6862	0.9999999999999994	
MICB	protein	actual_aou_composition	GLOBAL_MEAN	20896	20896	1.0	
MICB	protein	equal_allocation	AFR	20896	2985	0.9993250270823224	
MICB	protein	equal_allocation	AMR	20896	2816	1.0000000000000002	
MICB	protein	equal_allocation	EAS	20896	2276	1.0	
MICB	protein	equal_allocation	EUR	20896	2255	1.0000000000000004	
MICB	protein	equal_allocation	MID	20896	551	1.0	
MICB	protein	equal_allocation	SAS	20896	2053	1.0000000000000002	
MICB	protein	equal_allocation	UNASSIGNED	20896	2985	0.9983898853167263	
MICB	protein	equal_allocation	GLOBAL_MEAN	20896	15921	0.9993393701483777	
MICB	protein	94pct_eur_ukb_like	AFR	20896	3106	0.9994054439874404	
MICB	protein	94pct_eur_ukb_like	AMR	20896	2816	1.0000000000000002	
MICB	protein	94pct_eur_ukb_like	EAS	20896	2276	1.0	
MICB	protein	94pct_eur_ukb_like	EUR	20896	2255	1.0000000000000004	
MICB	protein	94pct_eur_ukb_like	MID	20896	551	1.0	
MICB	protein	94pct_eur_ukb_like	SAS	20896	2053	1.0000000000000002	
MICB	protein	94pct_eur_ukb_like	UNASSIGNED	20896	3106	0.9984531166635294	
MICB	protein	94pct_eur_ukb_like	GLOBAL_MEAN	20896	16163	0.9993758477386034	
MICB	protein	greedy_max_mean_coverage	AFR	20896	4083	1.0000000000000002	
MICB	protein	greedy_max_mean_coverage	AMR	20896	2816	1.0000000000000002	
MICB	protein	greedy_max_mean_coverage	EAS	20896	2276	1.0	
MICB	protein	greedy_max_mean_coverage	EUR	20896	2255	1.0000000000000004	
MICB	protein	greedy_max_mean_coverage	MID	20896	551	1.0	
MICB	protein	greedy_max_mean_coverage	SAS	20896	2053	1.0000000000000002	
MICB	protein	greedy_max_mean_coverage	UNASSIGNED	20896	6862	0.9999999999999994	
MICB	protein	greedy_max_mean_coverage	GLOBAL_MEAN	20896	20896	1.0	
TAP1	protein	actual_aou_composition	AFR	21538	4191	1.0000000000000002	
TAP1	protein	actual_aou_composition	AMR	21538	2891	1.0000000000000007	
TAP1	protein	actual_aou_composition	EAS	21538	2313	0.9999999999999999	
TAP1	protein	actual_aou_composition	EUR	21538	2349	0.9999999999999996	
TAP1	protein	actual_aou_composition	MID	21538	561	1.0000000000000004	
TAP1	protein	actual_aou_composition	SAS	21538	2134	1.0000000000000007	
TAP1	protein	actual_aou_composition	UNASSIGNED	21538	7099	0.9999999999999989	
TAP1	protein	actual_aou_composition	GLOBAL_MEAN	21538	21538	0.9999999999999998	
TAP1	protein	equal_allocation	AFR	21538	3076	0.9991469131685279	
TAP1	protein	equal_allocation	AMR	21538	2891	1.0000000000000007	
TAP1	protein	equal_allocation	EAS	21538	2313	0.9999999999999999	
TAP1	protein	equal_allocation	EUR	21538	2349	0.9999999999999996	
TAP1	protein	equal_allocation	MID	21538	561	1.0000000000000004	
TAP1	protein	equal_allocation	SAS	21538	2134	1.0000000000000007	
TAP1	protein	equal_allocation	UNASSIGNED	21538	3076	0.9977908604935449	
TAP1	protein	equal_allocation	GLOBAL_MEAN	21538	16400	0.9991058608846215	
TAP1	protein	94pct_eur_ukb_like	AFR	21538	3198	0.9992580291627218	
TAP1	protein	94pct_eur_ukb_like	AMR	21538	2891	1.0000000000000007	
TAP1	protein	94pct_eur_ukb_like	EAS	21538	2313	0.9999999999999999	
TAP1	protein	94pct_eur_ukb_like	EUR	21538	2349	0.9999999999999996	
TAP1	protein	94pct_eur_ukb_like	MID	21538	561	1.0000000000000004	
TAP1	protein	94pct_eur_ukb_like	SAS	21538	2134	1.0000000000000007	
TAP1	protein	94pct_eur_ukb_like	UNASSIGNED	21538	3198	0.9978697962256756	
TAP1	protein	94pct_eur_ukb_like	GLOBAL_MEAN	21538	16644	0.9991535000291132	
TAP1	protein	greedy_max_mean_coverage	AFR	21538	4191	1.0000000000000002	
TAP1	protein	greedy_max_mean_coverage	AMR	21538	2891	1.0000000000000007	
TAP1	protein	greedy_max_mean_coverage	EAS	21538	2313	0.9999999999999999	
TAP1	protein	greedy_max_mean_coverage	EUR	21538	2349	0.9999999999999996	
TAP1	protein	greedy_max_mean_coverage	MID	21538	561	1.0000000000000004	
