gene	resolution	ancestry_ref	ancestry_target	m_ref	cross_coverage	unseen_in_target	is_diagonal
HLA-A	cds	UNASSIGNED	SAS	575.0	0.9419741713781598	0.007752976648173759	False
HLA-A	cds	UNASSIGNED	UNASSIGNED	575.0	0.9776617194387724	0.00641944017759577	True
HLA-B	cds	AFR	AFR	580.0	0.9718112415240561	0.009485278103716466	True
HLA-B	cds	AFR	AMR	580.0	0.7356447606488712	0.01277423814305556	False
HLA-B	cds	AFR	EAS	580.0	0.4589127592861278	0.010573506263811372	False
HLA-B	cds	AFR	EUR	580.0	0.9305639754570219	0.010284678547269888	False
HLA-B	cds	AFR	MID	580.0	0.811691710154102	0.029298438523198023	False
HLA-B	cds	AFR	SAS	580.0	0.6941008627628744	0.008712650094645058	False
HLA-B	cds	AFR	UNASSIGNED	580.0	0.8398800415337548	0.010637702566697493	False
HLA-B	cds	AMR	AFR	580.0	0.9454959057308236	0.009485278103716466	False
HLA-B	cds	AMR	AMR	580.0	0.9647409703161329	0.01277423814305556	True
HLA-B	cds	AMR	EAS	580.0	0.5690953346778985	0.010573506263811372	False
HLA-B	cds	AMR	EUR	580.0	0.9758896020347108	0.010284678547269888	False
HLA-B	cds	AMR	MID	580.0	0.9211136314932248	0.029298438523198023	False
HLA-B	cds	AMR	SAS	580.0	0.7995861398188006	0.008712650094645058	False
HLA-B	cds	AMR	UNASSIGNED	580.0	0.9415926017179721	0.010637702566697493	False
HLA-B	cds	EAS	AFR	580.0	0.4672462146360188	0.009485278103716466	False
HLA-B	cds	EAS	AMR	580.0	0.6220581725773685	0.01277423814305556	False
HLA-B	cds	EAS	EAS	580.0	0.9785448183544811	0.010573506263811372	True
HLA-B	cds	EAS	EUR	580.0	0.8678541078534003	0.010284678547269888	False
HLA-B	cds	EAS	MID	580.0	0.6248090303099392	0.029298438523198023	False
HLA-B	cds	EAS	SAS	580.0	0.9052806749116378	0.008712650094645058	False
HLA-B	cds	EAS	UNASSIGNED	580.0	0.6927003919765022	0.010637702566697493	False
HLA-B	cds	EUR	AFR	580.0	0.6355180447414637	0.009485278103716466	False
HLA-B	cds	EUR	AMR	580.0	0.7425098346073172	0.01277423814305556	False
HLA-B	cds	EUR	EAS	580.0	0.4844141972333753	0.010573506263811372	False
HLA-B	cds	EUR	EUR	580.0	0.9819813916786091	0.010284678547269888	True
HLA-B	cds	EUR	MID	580.0	0.8906430901136465	0.029298438523198023	False
HLA-B	cds	EUR	SAS	580.0	0.7451216645746966	0.008712650094645058	False
HLA-B	cds	EUR	UNASSIGNED	580.0	0.849973289644946	0.010637702566697493	False
HLA-B	cds	MID	AFR	580.0	0.9109208699676077	0.009485278103716466	False
HLA-B	cds	MID	AMR	580.0	0.7545393409549428	0.01277423814305556	False
HLA-B	cds	MID	EAS	580.0	0.4919627749576987	0.010573506263811372	False
HLA-B	cds	MID	EUR	580.0	0.9786008230452676	0.010284678547269888	False
HLA-B	cds	MID	MID	580.0	0.9999999999999996	0.029298438523198023	True
HLA-B	cds	MID	SAS	580.0	0.8889908256880735	0.008712650094645058	False
HLA-B	cds	MID	UNASSIGNED	580.0	0.924168030551009	0.010637702566697493	False
HLA-B	cds	SAS	AFR	580.0	0.5113755028303537	0.009485278103716466	False
HLA-B	cds	SAS	AMR	580.0	0.6779858954877875	0.01277423814305556	False
HLA-B	cds	SAS	EAS	580.0	0.695983887679258	0.010573506263811372	False
HLA-B	cds	SAS	EUR	580.0	0.9351726269686028	0.010284678547269888	False
HLA-B	cds	SAS	MID	580.0	0.8200031598731132	0.029298438523198023	False
HLA-B	cds	SAS	SAS	580.0	0.9831729702949414	0.008712650094645058	True
HLA-B	cds	SAS	UNASSIGNED	580.0	0.7791739220841895	0.010637702566697493	False
HLA-B	cds	UNASSIGNED	AFR	580.0	0.951860626284994	0.009485278103716466	False
HLA-B	cds	UNASSIGNED	AMR	580.0	0.892972264505936	0.01277423814305556	False
HLA-B	cds	UNASSIGNED	EAS	580.0	0.7279655656461252	0.010573506263811372	False
HLA-B	cds	UNASSIGNED	EUR	580.0	0.982571657360919	0.010284678547269888	False
HLA-B	cds	UNASSIGNED	MID	580.0	0.9505792946571735	0.029298438523198023	False
HLA-B	cds	UNASSIGNED	SAS	580.0	0.9013715965090058	0.008712650094645058	False
HLA-B	cds	UNASSIGNED	UNASSIGNED	580.0	0.9587478394883734	0.010637702566697493	True
HLA-C	cds	AFR	AFR	567.0	0.9847003749895215	0.0075749142495356026	True
HLA-C	cds	AFR	AMR	567.0	0.9261292656499643	0.008485391315198654	False
HLA-C	cds	AFR	EAS	567.0	0.8401626170583033	0.0072353095457332595	False
HLA-C	cds	AFR	EUR	567.0	0.9776941534278089	0.008719895168736058	False
HLA-C	cds	AFR	MID	567.0	0.8968197757793921	0.01055714099192362	False
HLA-C	cds	AFR	SAS	567.0	0.8549341232317946	0.009286774429211886	False
HLA-C	cds	AFR	UNASSIGNED	567.0	0.9463876585041285	0.00658869281636465	False
HLA-C	cds	AMR	AFR	567.0	0.964436109190402	0.0075749142495356026	False
HLA-C	cds	AMR	AMR	567.0	0.9837750344696611	0.008485391315198654	True
HLA-C	cds	AMR	EAS	567.0	0.9258364195024126	0.0072353095457332595	False
HLA-C	cds	AMR	EUR	567.0	0.9881537595697006	0.008719895168736058	False
HLA-C	cds	AMR	MID	567.0	0.9635193716735804	0.01055714099192362	False
HLA-C	cds	AMR	SAS	567.0	0.9523644078304292	0.009286774429211886	False
HLA-C	cds	AMR	UNASSIGNED	567.0	0.9759339452497884	0.00658869281636465	False
HLA-C	cds	EAS	AFR	567.0	0.588205971331916	0.0075749142495356026	False
HLA-C	cds	EAS	AMR	567.0	0.799896524400766	0.008485391315198654	False
HLA-C	cds	EAS	EAS	567.0	0.9868797877045984	0.0072353095457332595	True
HLA-C	cds	EAS	EUR	567.0	0.8777450730047994	0.008719895168736058	False
HLA-C	cds	EAS	MID	567.0	0.7663419798736818	0.01055714099192362	False
HLA-C	cds	EAS	SAS	567.0	0.9462141689141005	0.009286774429211886	False
HLA-C	cds	EAS	UNASSIGNED	567.0	0.7911786890377953	0.00658869281636465	False
HLA-C	cds	EUR	AFR	567.0	0.8243294064080515	0.0075749142495356026	False
HLA-C	cds	EUR	AMR	567.0	0.8956279025237901	0.008485391315198654	False
HLA-C	cds	EUR	EAS	567.0	0.7931052998504546	0.0072353095457332595	False
HLA-C	cds	EUR	EUR	567.0	0.9886917732130366	0.008719895168736058	True
HLA-C	cds	EUR	MID	567.0	0.9331307707935186	0.01055714099192362	False
HLA-C	cds	EUR	SAS	567.0	0.8514745007097553	0.009286774429211886	False
HLA-C	cds	EUR	UNASSIGNED	567.0	0.9238655462383745	0.00658869281636465	False
HLA-C	cds	MID	AFR	567.0	0.9573002754820936	0.0075749142495356026	False
HLA-C	cds	MID	AMR	567.0	0.9256619144602852	0.008485391315198654	False
HLA-C	cds	MID	EAS	567.0	0.8160919540229885	0.0072353095457332595	False
HLA-C	cds	MID	EUR	567.0	0.9912790697674422	0.008719895168736058	False
HLA-C	cds	MID	MID	567.0	0.9999999999999998	0.01055714099192362	True
HLA-C	cds	MID	SAS	567.0	0.933581049698096	0.009286774429211886	False
HLA-C	cds	MID	UNASSIGNED	567.0	0.9702127659574472	0.00658869281636465	False
HLA-C	cds	SAS	AFR	567.0	0.6577870108992352	0.0075749142495356026	False
HLA-C	cds	SAS	AMR	567.0	0.8323399134616953	0.008485391315198654	False
HLA-C	cds	SAS	EAS	567.0	0.9570594724912043	0.0072353095457332595	False
HLA-C	cds	SAS	EUR	567.0	0.9263741217068322	0.008719895168736058	False
HLA-C	cds	SAS	MID	567.0	0.8623312601574673	0.01055714099192362	False
HLA-C	cds	SAS	SAS	567.0	0.9879593432465407	0.009286774429211886	True
HLA-C	cds	SAS	UNASSIGNED	567.0	0.8300357474637412	0.00658869281636465	False
HLA-C	cds	UNASSIGNED	AFR	567.0	0.9750064589455768	0.0075749142495356026	False
HLA-C	cds	UNASSIGNED	AMR	567.0	0.9671089798837765	0.008485391315198654	False
HLA-C	cds	UNASSIGNED	EAS	567.0	0.9421941878709242	0.0072353095457332595	False
HLA-C	cds	UNASSIGNED	EUR	567.0	0.9905784590671789	0.008719895168736058	False
HLA-C	cds	UNASSIGNED	MID	567.0	0.9767130905743345	0.01055714099192362	False
HLA-C	cds	UNASSIGNED	SAS	567.0	0.9551190339111277	0.009286774429211886	False
HLA-C	cds	UNASSIGNED	UNASSIGNED	567.0	0.9834979229771258	0.00658869281636465	True
HLA-DMA	cds	AFR	AFR	588.0	0.994401973369129	0.002500723255696391	True
HLA-DMA	cds	AFR	AMR	588.0	0.9906151150313658	0.0019962289759648533	False
HLA-DMA	cds	AFR	EAS	588.0	0.9876061966037943	0.0032807050756189504	False
HLA-DMA	cds	AFR	EUR	588.0	0.9877374688346527	0.0032583238643966173	False
HLA-DMA	cds	AFR	MID	588.0	0.9735964987896774	0.0033955759174417732	False
HLA-DMA	cds	AFR	SAS	588.0	0.9885782384212946	0.004074856068115751	False
HLA-DMA	cds	AFR	UNASSIGNED	588.0	0.9911831287288841	0.0016031707106451965	False
HLA-DMA	cds	AMR	AFR	588.0	0.9871030403301936	0.002500723255696391	False
HLA-DMA	cds	AMR	AMR	588.0	0.9951254053002714	0.0019962289759648533	True
HLA-DMA	cds	AMR	EAS	588.0	0.9886557796987138	0.0032807050756189504	False
HLA-DMA	cds	AMR	EUR	588.0	0.9938527081728886	0.0032583238643966173	False
HLA-DMA	cds	AMR	MID	588.0	0.9840518050519023	0.0033955759174417732	False
HLA-DMA	cds	AMR	SAS	588.0	0.9922687624127139	0.004074856068115751	False
HLA-DMA	cds	AMR	UNASSIGNED	588.0	0.9940174385179631	0.0016031707106451965	False
HLA-DMA	cds	EAS	AFR	588.0	0.9855698511117255	0.002500723255696391	False
HLA-DMA	cds	EAS	AMR	588.0	0.9911166805181837	0.0019962289759648533	False
HLA-DMA	cds	EAS	EAS	588.0	0.9955447678389288	0.0032807050756189504	True
HLA-DMA	cds	EAS	EUR	588.0	0.9899030531521764	0.0032583238643966173	False
HLA-DMA	cds	EAS	MID	588.0	0.9765287880766447	0.0033955759174417732	False
HLA-DMA	cds	EAS	SAS	588.0	0.9915618063112214	0.004074856068115751	False
HLA-DMA	cds	EAS	UNASSIGNED	588.0	0.9908803760650329	0.0016031707106451965	False
HLA-DMA	cds	EUR	AFR	588.0	0.9850468764350561	0.002500723255696391	False
HLA-DMA	cds	EUR	AMR	588.0	0.9938087056984446	0.0019962289759648533	False
HLA-DMA	cds	EUR	EAS	588.0	0.988044822107631	0.0032807050756189504	False
HLA-DMA	cds	EUR	EUR	588.0	0.9960878202260898	0.0032583238643966173	True
HLA-DMA	cds	EUR	MID	588.0	0.9882528570843766	0.0033955759174417732	False
HLA-DMA	cds	EUR	SAS	588.0	0.992425265855385	0.004074856068115751	False
HLA-DMA	cds	EUR	UNASSIGNED	588.0	0.9942570042236414	0.0016031707106451965	False
HLA-DMA	cds	MID	AFR	588.0	0.9868121873578901	0.002500723255696391	False
HLA-DMA	cds	MID	AMR	588.0	0.9940079893475366	0.0019962289759648533	False
HLA-DMA	cds	MID	EAS	588.0	0.9905660377358491	0.0032807050756189504	False
HLA-DMA	cds	MID	EUR	588.0	0.9942973523421589	0.0032583238643966173	False
HLA-DMA	cds	MID	MID	588.0	0.9999999999999999	0.0033955759174417732	True
HLA-DMA	cds	MID	SAS	588.0	0.9932065217391304	0.004074856068115751	False
HLA-DMA	cds	MID	UNASSIGNED	588.0	0.9950567802271209	0.0016031707106451965	False
HLA-DMA	cds	SAS	AFR	588.0	0.9832775169856602	0.002500723255696391	False
HLA-DMA	cds	SAS	AMR	588.0	0.9925407108589984	0.0019962289759648533	False
HLA-DMA	cds	SAS	EAS	588.0	0.9897919020236495	0.0032807050756189504	False
HLA-DMA	cds	SAS	EUR	588.0	0.9924199003825697	0.0032583238643966173	False
HLA-DMA	cds	SAS	MID	588.0	0.9760581734421873	0.0033955759174417732	False
HLA-DMA	cds	SAS	SAS	588.0	0.9950089316163583	0.004074856068115751	True
HLA-DMA	cds	SAS	UNASSIGNED	588.0	0.9919273436144667	0.0016031707106451965	False
HLA-DMA	cds	UNASSIGNED	AFR	588.0	0.9903989645069716	0.002500723255696391	False
HLA-DMA	cds	UNASSIGNED	AMR	588.0	0.9943371928145595	0.0019962289759648533	False
HLA-DMA	cds	UNASSIGNED	EAS	588.0	0.9892528956108697	0.0032807050756189504	False
HLA-DMA	cds	UNASSIGNED	EUR	588.0	0.9945957031512029	0.0032583238643966173	False
HLA-DMA	cds	UNASSIGNED	MID	588.0	0.9909871816372242	0.0033955759174417732	False
HLA-DMA	cds	UNASSIGNED	SAS	588.0	0.9926438338858078	0.004074856068115751	False
HLA-DMA	cds	UNASSIGNED	UNASSIGNED	588.0	0.9960678240343809	0.0016031707106451965	True
HLA-DMB	cds	AFR	AFR	583.0	0.9963649386793415	0.001812312374090963	True
HLA-DMB	cds	AFR	AMR	583.0	0.9940650104803921	0.002648787279416198	False
HLA-DMB	cds	AFR	EAS	583.0	0.9644599724941759	0.0032945535511726964	False
HLA-DMB	cds	AFR	EUR	583.0	0.9949746199263333	0.0024258758785253853	False
HLA-DMB	cds	AFR	MID	583.0	0.9946454332139992	0.0017035575667811997	False
HLA-DMB	cds	AFR	SAS	583.0	0.9785634578748841	0.0027132949611493595	False
HLA-DMB	cds	AFR	UNASSIGNED	583.0	0.9937982363784534	0.0024130123686586513	False
HLA-DMB	cds	AMR	AFR	583.0	0.9942636063524801	0.001812312374090963	False
HLA-DMB	cds	AMR	AMR	583.0	0.996249830040448	0.002648787279416198	True
HLA-DMB	cds	AMR	EAS	583.0	0.9660090430452205	0.0032945535511726964	False
HLA-DMB	cds	AMR	EUR	583.0	0.9963974909233597	0.0024258758785253853	False
HLA-DMB	cds	AMR	MID	583.0	0.9943713013696105	0.0017035575667811997	False
HLA-DMB	cds	AMR	SAS	583.0	0.9810126803301201	0.0027132949611493595	False
HLA-DMB	cds	AMR	UNASSIGNED	583.0	0.9944882139140063	0.0024130123686586513	False
HLA-DMB	cds	EAS	AFR	583.0	0.9754991038805205	0.001812312374090963	False
HLA-DMB	cds	EAS	AMR	583.0	0.9760637652074886	0.002648787279416198	False
HLA-DMB	cds	EAS	EAS	583.0	0.9950317750611004	0.0032945535511726964	True
HLA-DMB	cds	EAS	EUR	583.0	0.9774100758042663	0.0024258758785253853	False
HLA-DMB	cds	EAS	MID	583.0	0.9901521515997784	0.0017035575667811997	False
HLA-DMB	cds	EAS	SAS	583.0	0.988891583964188	0.0027132949611493595	False
HLA-DMB	cds	EAS	UNASSIGNED	583.0	0.9834039414564779	0.0024130123686586513	False
HLA-DMB	cds	EUR	AFR	583.0	0.9940645720863523	0.001812312374090963	False
HLA-DMB	cds	EUR	AMR	583.0	0.9944216946449796	0.002648787279416198	False
HLA-DMB	cds	EUR	EAS	583.0	0.9653566557373902	0.0032945535511726964	False
HLA-DMB	cds	EUR	EUR	583.0	0.9972191654499086	0.0024258758785253853	True
HLA-DMB	cds	EUR	MID	583.0	0.9939087363891347	0.0017035575667811997	False
HLA-DMB	cds	EUR	SAS	583.0	0.9813864816599607	0.0027132949611493595	False
HLA-DMB	cds	EUR	UNASSIGNED	583.0	0.994524300510516	0.0024130123686586513	False
HLA-DMB	cds	MID	AFR	583.0	0.9936565473493431	0.001812312374090963	False
HLA-DMB	cds	MID	AMR	583.0	0.9937086092715232	0.002648787279416198	False
HLA-DMB	cds	MID	EAS	583.0	0.9678747940691929	0.0032945535511726964	False
HLA-DMB	cds	MID	EUR	583.0	0.9947432268499798	0.0024258758785253853	False
HLA-DMB	cds	MID	MID	583.0	0.9999999999999999	0.0017035575667811997	True
HLA-DMB	cds	MID	SAS	583.0	0.9891451831750337	0.0027132949611493595	False
HLA-DMB	cds	MID	UNASSIGNED	583.0	0.9941010859364525	0.0024130123686586513	False
HLA-DMB	cds	SAS	AFR	583.0	0.9770345933611752	0.001812312374090963	False
HLA-DMB	cds	SAS	AMR	583.0	0.9768850609765855	0.002648787279416198	False
HLA-DMB	cds	SAS	EAS	583.0	0.970028946038401	0.0032945535511726964	False
HLA-DMB	cds	SAS	EUR	583.0	0.9783668992552692	0.0024258758785253853	False
HLA-DMB	cds	SAS	MID	583.0	0.9919658946188107	0.0017035575667811997	False
HLA-DMB	cds	SAS	SAS	583.0	0.9968004505742225	0.0027132949611493595	True
HLA-DMB	cds	SAS	UNASSIGNED	583.0	0.9840561100874028	0.0024130123686586513	False
HLA-DMB	cds	UNASSIGNED	AFR	583.0	0.9934873777297434	0.001812312374090963	False
HLA-DMB	cds	UNASSIGNED	AMR	583.0	0.9939503282574476	0.002648787279416198	False
HLA-DMB	cds	UNASSIGNED	EAS	583.0	0.9678484166396194	0.0032945535511726964	False
HLA-DMB	cds	UNASSIGNED	EUR	583.0	0.9959395482548417	0.0024258758785253853	False
HLA-DMB	cds	UNASSIGNED	MID	583.0	0.9940777087705261	0.0017035575667811997	False
HLA-DMB	cds	UNASSIGNED	SAS	583.0	0.9841096929849521	0.0027132949611493595	False
HLA-DMB	cds	UNASSIGNED	UNASSIGNED	583.0	0.9946159027289483	0.0024130123686586513	True
HLA-DOA	cds	AFR	AFR	579.0	0.994372205485727	0.0022570305814648695	True
HLA-DOA	cds	AFR	AMR	579.0	0.9826316728487627	0.004309904985260848	False
HLA-DOA	cds	AFR	EAS	579.0	0.989433294354541	0.0020596468285787317	False
HLA-DOA	cds	AFR	EUR	579.0	0.9896351085380463	0.001217532065965421	False
HLA-DOA	cds	AFR	MID	579.0	0.9746903286716712	0.00689653115221589	False
HLA-DOA	cds	AFR	SAS	579.0	0.9261813025939257	0.006316874712922194	False
HLA-DOA	cds	AFR	UNASSIGNED	579.0	0.967642758848042	0.002138358461425738	False
HLA-DOA	cds	AMR	AFR	579.0	0.9857298906322853	0.0022570305814648695	False
HLA-DOA	cds	AMR	AMR	579.0	0.9923457473970008	0.004309904985260848	True
HLA-DOA	cds	AMR	EAS	579.0	0.9899095391661634	0.0020596468285787317	False
HLA-DOA	cds	AMR	EUR	579.0	0.9963168858218848	0.001217532065965421	False
HLA-DOA	cds	AMR	MID	579.0	0.9882793769944461	0.00689653115221589	False
HLA-DOA	cds	AMR	SAS	579.0	0.9486561678789541	0.006316874712922194	False
HLA-DOA	cds	AMR	UNASSIGNED	579.0	0.9841261172946763	0.002138358461425738	False
HLA-DOA	cds	EAS	AFR	579.0	0.7211900617475148	0.0022570305814648695	False
HLA-DOA	cds	EAS	AMR	579.0	0.9177592593240627	0.004309904985260848	False
HLA-DOA	cds	EAS	EAS	579.0	0.9940407055278784	0.0020596468285787317	True
HLA-DOA	cds	EAS	EUR	579.0	0.9525226225723138	0.001217532065965421	False
HLA-DOA	cds	EAS	MID	579.0	0.9276021191629429	0.00689653115221589	False
HLA-DOA	cds	EAS	SAS	579.0	0.9553239911131274	0.006316874712922194	False
HLA-DOA	cds	EAS	UNASSIGNED	579.0	0.8851448696831756	0.002138358461425738	False
HLA-DOA	cds	EUR	AFR	579.0	0.840343196287103	0.0022570305814648695	False
HLA-DOA	cds	EUR	AMR	579.0	0.9687752938354546	0.004309904985260848	False
HLA-DOA	cds	EUR	EAS	579.0	0.9896297623049495	0.0020596468285787317	False
HLA-DOA	cds	EUR	EUR	579.0	0.9968615655548323	0.001217532065965421	True
HLA-DOA	cds	EUR	MID	579.0	0.9815794357598107	0.00689653115221589	False
HLA-DOA	cds	EUR	SAS	579.0	0.9418212294045959	0.006316874712922194	False
HLA-DOA	cds	EUR	UNASSIGNED	579.0	0.9444616950402069	0.002138358461425738	False
HLA-DOA	cds	MID	AFR	579.0	0.9948081264108353	0.0022570305814648695	False
HLA-DOA	cds	MID	AMR	579.0	0.99104774535809	0.004309904985260848	False
HLA-DOA	cds	MID	EAS	579.0	0.9921681780708985	0.0020596468285787317	False
HLA-DOA	cds	MID	EUR	579.0	0.9975629569455728	0.001217532065965421	False
HLA-DOA	cds	MID	MID	579.0	1.0	0.00689653115221589	True
HLA-DOA	cds	MID	SAS	579.0	0.957129963898917	0.006316874712922194	False
HLA-DOA	cds	MID	UNASSIGNED	579.0	0.9856990109596365	0.002138358461425738	False
HLA-DOA	cds	SAS	AFR	579.0	0.8534854841555795	0.0022570305814648695	False
HLA-DOA	cds	SAS	AMR	579.0	0.9664671275330426	0.004309904985260848	False
HLA-DOA	cds	SAS	EAS	579.0	0.9941179134152466	0.0020596468285787317	False
HLA-DOA	cds	SAS	EUR	579.0	0.9880967524616144	0.001217532065965421	False
HLA-DOA	cds	SAS	MID	579.0	0.9681497526897498	0.00689653115221589	False
HLA-DOA	cds	SAS	SAS	579.0	0.992805573800947	0.006316874712922194	True
HLA-DOA	cds	SAS	UNASSIGNED	579.0	0.9496814559315301	0.002138358461425738	False
HLA-DOA	cds	UNASSIGNED	AFR	579.0	0.9923423686840228	0.0022570305814648695	False
HLA-DOA	cds	UNASSIGNED	AMR	579.0	0.9926558915272073	0.004309904985260848	False
HLA-DOA	cds	UNASSIGNED	EAS	579.0	0.9919781828145928	0.0020596468285787317	False
HLA-DOA	cds	UNASSIGNED	EUR	579.0	0.9970538210776786	0.001217532065965421	False
HLA-DOA	cds	UNASSIGNED	MID	579.0	0.9918625075221198	0.00689653115221589	False
HLA-DOA	cds	UNASSIGNED	SAS	579.0	0.970808631377	0.006316874712922194	False
HLA-DOA	cds	UNASSIGNED	UNASSIGNED	579.0	0.992895843794129	0.002138358461425738	True
HLA-DOB	cds	AFR	AFR	588.0	0.9951700361817403	0.0022383381903667843	True
HLA-DOB	cds	AFR	AMR	588.0	0.9864301474258034	0.0016421438413961598	False
HLA-DOB	cds	AFR	EAS	588.0	0.908773549920484	0.0020272460553986127	False
HLA-DOB	cds	AFR	EUR	588.0	0.9831158128294144	0.004040077437539202	False
HLA-DOB	cds	AFR	MID	588.0	0.9702963697455919	0.0050962529084237485	False
HLA-DOB	cds	AFR	SAS	588.0	0.924351904429059	0.004026445115837607	False
HLA-DOB	cds	AFR	UNASSIGNED	588.0	0.9767872712639125	0.0014656185178932857	False
HLA-DOB	cds	AMR	AFR	588.0	0.9938961174325613	0.0022383381903667843	False
HLA-DOB	cds	AMR	AMR	588.0	0.9950864830976289	0.0016421438413961598	True
HLA-DOB	cds	AMR	EAS	588.0	0.9615992075722033	0.0020272460553986127	False
HLA-DOB	cds	AMR	EUR	588.0	0.9921347572632452	0.004040077437539202	False
HLA-DOB	cds	AMR	MID	588.0	0.9952363110007711	0.0050962529084237485	False
HLA-DOB	cds	AMR	SAS	588.0	0.9904931881452625	0.004026445115837607	False
HLA-DOB	cds	AMR	UNASSIGNED	588.0	0.9922677126704096	0.0014656185178932857	False
HLA-DOB	cds	EAS	AFR	588.0	0.9383587240810981	0.0022383381903667843	False
HLA-DOB	cds	EAS	AMR	588.0	0.9639773063544205	0.0016421438413961598	False
HLA-DOB	cds	EAS	EAS	588.0	0.9974231323113025	0.0020272460553986127	True
HLA-DOB	cds	EAS	EUR	588.0	0.9674269088190759	0.004040077437539202	False
HLA-DOB	cds	EAS	MID	588.0	0.9752313776924811	0.0050962529084237485	False
HLA-DOB	cds	EAS	SAS	588.0	0.9929066283713203	0.004026445115837607	False
HLA-DOB	cds	EAS	UNASSIGNED	588.0	0.9652816946414406	0.0014656185178932857	False
HLA-DOB	cds	EUR	AFR	588.0	0.9918424725327628	0.0022383381903667843	False
HLA-DOB	cds	EUR	AMR	588.0	0.9928982967715613	0.0016421438413961598	False
HLA-DOB	cds	EUR	EAS	588.0	0.9600517070120211	0.0020272460553986127	False
HLA-DOB	cds	EUR	EUR	588.0	0.9947348795597539	0.004040077437539202	True
HLA-DOB	cds	EUR	MID	588.0	0.9956042175244155	0.0050962529084237485	False
HLA-DOB	cds	EUR	SAS	588.0	0.9904169194417657	0.004026445115837607	False
HLA-DOB	cds	EUR	UNASSIGNED	588.0	0.992713045955454	0.0014656185178932857	False
HLA-DOB	cds	MID	AFR	588.0	0.9921647638235952	0.0022383381903667843	False
HLA-DOB	cds	MID	AMR	588.0	0.9921156373193166	0.0016421438413961598	False
HLA-DOB	cds	MID	EAS	588.0	0.9128142741281429	0.0020272460553986127	False
HLA-DOB	cds	MID	EUR	588.0	0.9923232323232324	0.004040077437539202	False
HLA-DOB	cds	MID	MID	588.0	1.0	0.0050962529084237485	True
HLA-DOB	cds	MID	SAS	588.0	0.9865771812080538	0.004026445115837607	False
HLA-DOB	cds	MID	UNASSIGNED	588.0	0.9893404397068621	0.0014656185178932857	False
HLA-DOB	cds	SAS	AFR	588.0	0.9543994889304275	0.0022383381903667843	False
HLA-DOB	cds	SAS	AMR	588.0	0.9811250356897897	0.0016421438413961598	False
HLA-DOB	cds	SAS	EAS	588.0	0.9977084494601348	0.0020272460553986127	False
HLA-DOB	cds	SAS	EUR	588.0	0.9803221588694158	0.004040077437539202	False
HLA-DOB	cds	SAS	MID	588.0	0.9880464476844852	0.0050962529084237485	False
HLA-DOB	cds	SAS	SAS	588.0	0.996403659367165	0.004026445115837607	True
HLA-DOB	cds	SAS	UNASSIGNED	588.0	0.9815263466727586	0.0014656185178932857	False
HLA-DOB	cds	UNASSIGNED	AFR	588.0	0.9927820442015027	0.0022383381903667843	False
HLA-DOB	cds	UNASSIGNED	AMR	588.0	0.9935324606243119	0.0016421438413961598	False
HLA-DOB	cds	UNASSIGNED	EAS	588.0	0.9959477297816669	0.0020272460553986127	False
HLA-DOB	cds	UNASSIGNED	EUR	588.0	0.993351168081568	0.004040077437539202	False
HLA-DOB	cds	UNASSIGNED	MID	588.0	0.995779638643689	0.0050962529084237485	False
HLA-DOB	cds	UNASSIGNED	SAS	588.0	0.9953070399861059	0.004026445115837607	False
HLA-DOB	cds	UNASSIGNED	UNASSIGNED	588.0	0.9957543770193121	0.0014656185178932857	True
HLA-DPA1	cds	AFR	AFR	585.0	0.9884541254882948	0.006570877045122381	True
HLA-DPA1	cds	AFR	AMR	585.0	0.9917502860923472	0.002328454592771312	False
HLA-DPA1	cds	AFR	EAS	585.0	0.9719890314785731	0.002875417415453163	False
HLA-DPA1	cds	AFR	EUR	585.0	0.9905684342612936	0.0036701403264698396	False
HLA-DPA1	cds	AFR	MID	585.0	0.9817591336218037	0.013663515459922615	False
HLA-DPA1	cds	AFR	SAS	585.0	0.969148117220476	0.0036342985063084754	False
HLA-DPA1	cds	AFR	UNASSIGNED	585.0	0.9867857605996566	0.003622036265775841	False
HLA-DPA1	cds	AMR	AFR	585.0	0.9660028975639536	0.006570877045122381	False
HLA-DPA1	cds	AMR	AMR	585.0	0.9938395552844984	0.002328454592771312	True
HLA-DPA1	cds	AMR	EAS	585.0	0.9627228923551346	0.002875417415453163	False
HLA-DPA1	cds	AMR	EUR	585.0	0.9893114696167474	0.0036701403264698396	False
HLA-DPA1	cds	AMR	MID	585.0	0.9847008611314283	0.013663515459922615	False
HLA-DPA1	cds	AMR	SAS	585.0	0.9799637520831255	0.0036342985063084754	False
HLA-DPA1	cds	AMR	UNASSIGNED	585.0	0.9807760317299965	0.003622036265775841	False
HLA-DPA1	cds	EAS	AFR	585.0	0.6993325315316743	0.006570877045122381	False
HLA-DPA1	cds	EAS	AMR	585.0	0.9404779976283181	0.002328454592771312	False
HLA-DPA1	cds	EAS	EAS	585.0	0.995443202907128	0.002875417415453163	True
HLA-DPA1	cds	EAS	EUR	585.0	0.9331434272553439	0.0036701403264698396	False
HLA-DPA1	cds	EAS	MID	585.0	0.962803521641747	0.013663515459922615	False
HLA-DPA1	cds	EAS	SAS	585.0	0.9825544605054726	0.0036342985063084754	False
HLA-DPA1	cds	EAS	UNASSIGNED	585.0	0.9023009724473972	0.003622036265775841	False
HLA-DPA1	cds	EUR	AFR	585.0	0.7639717306806464	0.006570877045122381	False
