gene	resolution	ancestry_ref	ancestry_target	m_ref	cross_coverage	unseen_in_target	is_diagonal
HLA-DPA1	cds	EUR	AMR	585.0	0.9621528824533938	0.002328454592771312	False
HLA-DPA1	cds	EUR	EAS	585.0	0.9617817604912592	0.002875417415453163	False
HLA-DPA1	cds	EUR	EUR	585.0	0.9961882397978671	0.0036701403264698396	True
HLA-DPA1	cds	EUR	MID	585.0	0.9689888768462878	0.013663515459922615	False
HLA-DPA1	cds	EUR	SAS	585.0	0.979771993924334	0.0036342985063084754	False
HLA-DPA1	cds	EUR	UNASSIGNED	585.0	0.9366822455327374	0.003622036265775841	False
HLA-DPA1	cds	MID	AFR	585.0	0.935871289372309	0.006570877045122381	False
HLA-DPA1	cds	MID	AMR	585.0	0.9850299401197604	0.002328454592771312	False
HLA-DPA1	cds	MID	EAS	585.0	0.9625976161117962	0.002875417415453163	False
HLA-DPA1	cds	MID	EUR	585.0	0.9877650897226753	0.0036701403264698396	False
HLA-DPA1	cds	MID	MID	585.0	0.9999999999999999	0.013663515459922615	True
HLA-DPA1	cds	MID	SAS	585.0	0.9836437982735121	0.0036342985063084754	False
HLA-DPA1	cds	MID	UNASSIGNED	585.0	0.974242017708613	0.003622036265775841	False
HLA-DPA1	cds	SAS	AFR	585.0	0.7262189489501681	0.006570877045122381	False
HLA-DPA1	cds	SAS	AMR	585.0	0.9451933577860415	0.002328454592771312	False
HLA-DPA1	cds	SAS	EAS	585.0	0.9920269750207297	0.002875417415453163	False
HLA-DPA1	cds	SAS	EUR	585.0	0.9383951799302263	0.0036701403264698396	False
HLA-DPA1	cds	SAS	MID	585.0	0.9659036034406011	0.013663515459922615	False
HLA-DPA1	cds	SAS	SAS	585.0	0.9965641520575576	0.0036342985063084754	True
HLA-DPA1	cds	SAS	UNASSIGNED	585.0	0.9150865823899351	0.003622036265775841	False
HLA-DPA1	cds	UNASSIGNED	AFR	585.0	0.9805954225236897	0.006570877045122381	False
HLA-DPA1	cds	UNASSIGNED	AMR	585.0	0.9945476606530957	0.002328454592771312	False
HLA-DPA1	cds	UNASSIGNED	EAS	585.0	0.9828445318895249	0.002875417415453163	False
HLA-DPA1	cds	UNASSIGNED	EUR	585.0	0.9954417574295567	0.0036701403264698396	False
HLA-DPA1	cds	UNASSIGNED	MID	585.0	0.9873149453671405	0.013663515459922615	False
HLA-DPA1	cds	UNASSIGNED	SAS	585.0	0.9874232536186702	0.0036342985063084754	False
HLA-DPA1	cds	UNASSIGNED	UNASSIGNED	585.0	0.9912561325609631	0.003622036265775841	True
HLA-DPB1	cds	AFR	AFR	576.0	0.9802201206776051	0.006222100711459677	True
HLA-DPB1	cds	AFR	AMR	576.0	0.957279723708478	0.00847606989025429	False
HLA-DPB1	cds	AFR	EAS	576.0	0.8485372622360071	0.007141797607569278	False
HLA-DPB1	cds	AFR	EUR	576.0	0.9625115635810738	0.00624670283985751	False
HLA-DPB1	cds	AFR	MID	576.0	0.9661993993504756	0.0190851525605239	False
HLA-DPB1	cds	AFR	SAS	576.0	0.9100662557948019	0.006434244779869647	False
HLA-DPB1	cds	AFR	UNASSIGNED	576.0	0.96159917696315	0.005041224578028358	False
HLA-DPB1	cds	AMR	AFR	576.0	0.9495862798142218	0.006222100711459677	False
HLA-DPB1	cds	AMR	AMR	576.0	0.9819918635303753	0.00847606989025429	True
HLA-DPB1	cds	AMR	EAS	576.0	0.9066022135939213	0.007141797607569278	False
HLA-DPB1	cds	AMR	EUR	576.0	0.9869294714502169	0.00624670283985751	False
HLA-DPB1	cds	AMR	MID	576.0	0.9758638939370179	0.0190851525605239	False
HLA-DPB1	cds	AMR	SAS	576.0	0.9178742647989289	0.006434244779869647	False
HLA-DPB1	cds	AMR	UNASSIGNED	576.0	0.9721557814678006	0.005041224578028358	False
HLA-DPB1	cds	EAS	AFR	576.0	0.7356624815423869	0.006222100711459677	False
HLA-DPB1	cds	EAS	AMR	576.0	0.9107256957970306	0.00847606989025429	False
HLA-DPB1	cds	EAS	EAS	576.0	0.989497405071081	0.007141797607569278	True
HLA-DPB1	cds	EAS	EUR	576.0	0.9354086339017293	0.00624670283985751	False
HLA-DPB1	cds	EAS	MID	576.0	0.9396511642429252	0.0190851525605239	False
HLA-DPB1	cds	EAS	SAS	576.0	0.9621268935710707	0.006434244779869647	False
HLA-DPB1	cds	EAS	UNASSIGNED	576.0	0.899375440770919	0.005041224578028358	False
HLA-DPB1	cds	EUR	AFR	576.0	0.7083513821921932	0.006222100711459677	False
HLA-DPB1	cds	EUR	AMR	576.0	0.9371438465753612	0.00847606989025429	False
HLA-DPB1	cds	EUR	EAS	576.0	0.9006032729231641	0.007141797607569278	False
HLA-DPB1	cds	EUR	EUR	576.0	0.992298177346813	0.00624670283985751	True
HLA-DPB1	cds	EUR	MID	576.0	0.9580473231834884	0.0190851525605239	False
HLA-DPB1	cds	EUR	SAS	576.0	0.9321124363899516	0.006434244779869647	False
HLA-DPB1	cds	EUR	UNASSIGNED	576.0	0.9187471598456546	0.005041224578028358	False
HLA-DPB1	cds	MID	AFR	576.0	0.8766997003917955	0.006222100711459677	False
HLA-DPB1	cds	MID	AMR	576.0	0.9355713801288573	0.00847606989025429	False
HLA-DPB1	cds	MID	EAS	576.0	0.8180672268907562	0.007141797607569278	False
HLA-DPB1	cds	MID	EUR	576.0	0.9458558933777594	0.00624670283985751	False
HLA-DPB1	cds	MID	MID	576.0	1.0000000000000002	0.0190851525605239	True
HLA-DPB1	cds	MID	SAS	576.0	0.8758620689655171	0.006434244779869647	False
HLA-DPB1	cds	MID	UNASSIGNED	576.0	0.933642185583867	0.005041224578028358	False
HLA-DPB1	cds	SAS	AFR	576.0	0.7493702978961753	0.006222100711459677	False
HLA-DPB1	cds	SAS	AMR	576.0	0.9161516265384563	0.00847606989025429	False
HLA-DPB1	cds	SAS	EAS	576.0	0.8735084679005676	0.007141797607569278	False
HLA-DPB1	cds	SAS	EUR	576.0	0.9434080964191298	0.00624670283985751	False
HLA-DPB1	cds	SAS	MID	576.0	0.9537195878947876	0.0190851525605239	False
HLA-DPB1	cds	SAS	SAS	576.0	0.9897021925500384	0.006434244779869647	True
HLA-DPB1	cds	SAS	UNASSIGNED	576.0	0.9108481581164153	0.005041224578028358	False
HLA-DPB1	cds	UNASSIGNED	AFR	576.0	0.9633660573619653	0.006222100711459677	False
HLA-DPB1	cds	UNASSIGNED	AMR	576.0	0.9761368802127871	0.00847606989025429	False
HLA-DPB1	cds	UNASSIGNED	EAS	576.0	0.9267373939447636	0.007141797607569278	False
HLA-DPB1	cds	UNASSIGNED	EUR	576.0	0.9864393417016077	0.00624670283985751	False
HLA-DPB1	cds	UNASSIGNED	MID	576.0	0.9798106187043121	0.0190851525605239	False
HLA-DPB1	cds	UNASSIGNED	SAS	576.0	0.9588189610860279	0.006434244779869647	False
HLA-DPB1	cds	UNASSIGNED	UNASSIGNED	576.0	0.9822305740405479	0.005041224578028358	True
HLA-DPB2	cds	AFR	AFR	1.0	0.4399999999999998	0.32000000000000006	True
HLA-DPB2	cds	AFR	EAS	1.0	0.09999999999999981	0.5	False
HLA-DPB2	cds	AFR	EUR	1.0	0.5999999999999999	0.0	False
HLA-DPB2	cds	AFR	MID	1.0	0.5999999999999999	0.0	False
HLA-DPB2	cds	AFR	SAS	1.0	0.3999999999999999	0.16666666666666663	False
HLA-DPB2	cds	AFR	UNASSIGNED	1.0	0.2285714285714284	0.35064935064935066	False
HLA-DPB2	cds	EAS	AFR	1.0	0.1	0.32000000000000006	False
HLA-DPB2	cds	EAS	EAS	1.0	0.5	0.5	True
HLA-DPB2	cds	EAS	EUR	1.0	0.0	0.0	False
HLA-DPB2	cds	EAS	MID	1.0	0.0	0.0	False
HLA-DPB2	cds	EAS	SAS	1.0	0.16666666666666666	0.16666666666666663	False
HLA-DPB2	cds	EAS	UNASSIGNED	1.0	0.21428571428571427	0.35064935064935066	False
HLA-DPB2	cds	EUR	AFR	1.0	0.6	0.32000000000000006	False
HLA-DPB2	cds	EUR	EAS	1.0	0.0	0.5	False
HLA-DPB2	cds	EUR	EUR	1.0	1.0	0.0	True
HLA-DPB2	cds	EUR	MID	1.0	1.0	0.0	False
HLA-DPB2	cds	EUR	SAS	1.0	0.6666666666666666	0.16666666666666663	False
HLA-DPB2	cds	EUR	UNASSIGNED	1.0	0.2857142857142857	0.35064935064935066	False
HLA-DPB2	cds	MID	AFR	1.0	0.6	0.32000000000000006	False
HLA-DPB2	cds	MID	EAS	1.0	0.0	0.5	False
HLA-DPB2	cds	MID	EUR	1.0	1.0	0.0	False
HLA-DPB2	cds	MID	MID	1.0	1.0	0.0	True
HLA-DPB2	cds	MID	SAS	1.0	0.6666666666666666	0.16666666666666663	False
HLA-DPB2	cds	MID	UNASSIGNED	1.0	0.2857142857142857	0.35064935064935066	False
HLA-DPB2	cds	SAS	AFR	1.0	0.39999999999999997	0.32000000000000006	False
HLA-DPB2	cds	SAS	EAS	1.0	0.16666666666666663	0.5	False
HLA-DPB2	cds	SAS	EUR	1.0	0.6666666666666666	0.0	False
HLA-DPB2	cds	SAS	MID	1.0	0.6666666666666666	0.0	False
HLA-DPB2	cds	SAS	SAS	1.0	0.5555555555555555	0.16666666666666663	True
HLA-DPB2	cds	SAS	UNASSIGNED	1.0	0.23809523809523808	0.35064935064935066	False
HLA-DPB2	cds	UNASSIGNED	AFR	1.0	0.22857142857142884	0.32000000000000006	False
HLA-DPB2	cds	UNASSIGNED	EAS	1.0	0.21428571428571436	0.5	False
HLA-DPB2	cds	UNASSIGNED	EUR	1.0	0.28571428571428603	0.0	False
HLA-DPB2	cds	UNASSIGNED	MID	1.0	0.28571428571428603	0.0	False
HLA-DPB2	cds	UNASSIGNED	SAS	1.0	0.23809523809523825	0.16666666666666663	False
HLA-DPB2	cds	UNASSIGNED	UNASSIGNED	1.0	0.22448979591836746	0.35064935064935066	True
HLA-DQA1	cds	AFR	AFR	580.0	0.9935579469975507	0.0032084860461412124	True
HLA-DQA1	cds	AFR	AMR	580.0	0.9260276251482631	0.002649445127027472	False
HLA-DQA1	cds	AFR	EAS	580.0	0.8929712441047978	0.0020594774367183044	False
HLA-DQA1	cds	AFR	EUR	580.0	0.987270364700573	0.003687516658864576	False
HLA-DQA1	cds	AFR	MID	580.0	0.9743725458193849	0.010338875441450734	False
HLA-DQA1	cds	AFR	SAS	580.0	0.905781548306896	0.004967974852610801	False
HLA-DQA1	cds	AFR	UNASSIGNED	580.0	0.9735880660684424	0.0025677319069439264	False
HLA-DQA1	cds	AMR	AFR	580.0	0.9805701880561457	0.0032084860461412124	False
HLA-DQA1	cds	AMR	AMR	580.0	0.9953604340033674	0.002649445127027472	True
HLA-DQA1	cds	AMR	EAS	580.0	0.9015999053437322	0.0020594774367183044	False
HLA-DQA1	cds	AMR	EUR	580.0	0.989610097729079	0.003687516658864576	False
HLA-DQA1	cds	AMR	MID	580.0	0.9779982617608761	0.010338875441450734	False
HLA-DQA1	cds	AMR	SAS	580.0	0.900594605327777	0.004967974852610801	False
HLA-DQA1	cds	AMR	UNASSIGNED	580.0	0.9823747500391794	0.0025677319069439264	False
HLA-DQA1	cds	EAS	AFR	580.0	0.905777984255056	0.0032084860461412124	False
HLA-DQA1	cds	EAS	AMR	580.0	0.9667854902166864	0.002649445127027472	False
HLA-DQA1	cds	EAS	EAS	580.0	0.9951840680000379	0.0020594774367183044	True
HLA-DQA1	cds	EAS	EUR	580.0	0.9852417497976953	0.003687516658864576	False
HLA-DQA1	cds	EAS	MID	580.0	0.9414862121392128	0.010338875441450734	False
HLA-DQA1	cds	EAS	SAS	580.0	0.9648139723302678	0.004967974852610801	False
HLA-DQA1	cds	EAS	UNASSIGNED	580.0	0.946283334083058	0.0025677319069439264	False
HLA-DQA1	cds	EUR	AFR	580.0	0.95314686602261	0.0032084860461412124	False
HLA-DQA1	cds	EUR	AMR	580.0	0.9569834255916021	0.002649445127027472	False
HLA-DQA1	cds	EUR	EAS	580.0	0.9473765522869096	0.0020594774367183044	False
HLA-DQA1	cds	EUR	EUR	580.0	0.9935701711156492	0.003687516658864576	True
HLA-DQA1	cds	EUR	MID	580.0	0.9782089075469511	0.010338875441450734	False
HLA-DQA1	cds	EUR	SAS	580.0	0.937486629000094	0.004967974852610801	False
HLA-DQA1	cds	EUR	UNASSIGNED	580.0	0.9758409070916397	0.0025677319069439264	False
HLA-DQA1	cds	MID	AFR	580.0	0.9814347925739173	0.0032084860461412124	False
HLA-DQA1	cds	MID	AMR	580.0	0.994700231864856	0.002649445127027472	False
HLA-DQA1	cds	MID	EAS	580.0	0.857849196538937	0.0020594774367183044	False
HLA-DQA1	cds	MID	EUR	580.0	0.9934426229508194	0.003687516658864576	False
HLA-DQA1	cds	MID	MID	580.0	0.9999999999999998	0.010338875441450734	True
HLA-DQA1	cds	MID	SAS	580.0	0.9607046070460704	0.004967974852610801	False
HLA-DQA1	cds	MID	UNASSIGNED	580.0	0.9837815921070413	0.0025677319069439264	False
HLA-DQA1	cds	SAS	AFR	580.0	0.9302003014268794	0.0032084860461412124	False
HLA-DQA1	cds	SAS	AMR	580.0	0.9742165540761855	0.002649445127027472	False
HLA-DQA1	cds	SAS	EAS	580.0	0.9855670533625438	0.0020594774367183044	False
HLA-DQA1	cds	SAS	EUR	580.0	0.9903860321607769	0.003687516658864576	False
HLA-DQA1	cds	SAS	MID	580.0	0.9668708954226013	0.010338875441450734	False
HLA-DQA1	cds	SAS	SAS	580.0	0.9953680451120767	0.004967974852610801	True
HLA-DQA1	cds	SAS	UNASSIGNED	580.0	0.9637789577133246	0.0025677319069439264	False
HLA-DQA1	cds	UNASSIGNED	AFR	580.0	0.9881121787093512	0.0032084860461412124	False
HLA-DQA1	cds	UNASSIGNED	AMR	580.0	0.996610237324875	0.002649445127027472	False
HLA-DQA1	cds	UNASSIGNED	EAS	580.0	0.9838687338726628	0.0020594774367183044	False
HLA-DQA1	cds	UNASSIGNED	EUR	580.0	0.9947440273664354	0.003687516658864576	False
HLA-DQA1	cds	UNASSIGNED	MID	580.0	0.9874489544360124	0.010338875441450734	False
HLA-DQA1	cds	UNASSIGNED	SAS	580.0	0.967772769111026	0.004967974852610801	False
HLA-DQA1	cds	UNASSIGNED	UNASSIGNED	580.0	0.9919107390641086	0.0025677319069439264	True
HLA-DQA2	cds	AFR	AFR	595.0	0.9927579555105916	0.00246782643194543	True
HLA-DQA2	cds	AFR	AMR	595.0	0.9895678832809216	0.001311260096423017	False
HLA-DQA2	cds	AFR	EAS	595.0	0.9754366406611512	0.003271314385911217	False
HLA-DQA2	cds	AFR	EUR	595.0	0.9949830083293577	0.001215230760844066	False
HLA-DQA2	cds	AFR	MID	595.0	0.9740994625080556	0.0016750324290789598	False
HLA-DQA2	cds	AFR	SAS	595.0	0.9377845319685072	0.0017921143352873647	False
HLA-DQA2	cds	AFR	UNASSIGNED	595.0	0.9872364885984187	0.0016032420879722453	False
HLA-DQA2	cds	AMR	AFR	595.0	0.9806997959020027	0.00246782643194543	False
HLA-DQA2	cds	AMR	AMR	595.0	0.9949929921746842	0.001311260096423017	True
HLA-DQA2	cds	AMR	EAS	595.0	0.9950228608208387	0.003271314385911217	False
HLA-DQA2	cds	AMR	EUR	595.0	0.9981965890515594	0.001215230760844066	False
HLA-DQA2	cds	AMR	MID	595.0	0.9940320088925977	0.0016750324290789598	False
HLA-DQA2	cds	AMR	SAS	595.0	0.9953163346464274	0.0017921143352873647	False
HLA-DQA2	cds	AMR	UNASSIGNED	595.0	0.994604537364531	0.0016032420879722453	False
HLA-DQA2	cds	EAS	AFR	595.0	0.7329143191036995	0.00246782643194543	False
HLA-DQA2	cds	EAS	AMR	595.0	0.9234969120415589	0.001311260096423017	False
HLA-DQA2	cds	EAS	EAS	595.0	0.9956483706769307	0.003271314385911217	True
HLA-DQA2	cds	EAS	EUR	595.0	0.9768402218593417	0.001215230760844066	False
HLA-DQA2	cds	EAS	MID	595.0	0.9637700856828001	0.0016750324290789598	False
HLA-DQA2	cds	EAS	SAS	595.0	0.989880604171728	0.0017921143352873647	False
HLA-DQA2	cds	EAS	UNASSIGNED	595.0	0.9066592272047478	0.0016032420879722453	False
HLA-DQA2	cds	EUR	AFR	595.0	0.8717669713248396	0.00246782643194543	False
HLA-DQA2	cds	EUR	AMR	595.0	0.9692628196377578	0.001311260096423017	False
HLA-DQA2	cds	EUR	EAS	595.0	0.9942379592519762	0.003271314385911217	False
HLA-DQA2	cds	EUR	EUR	595.0	0.9976757240216161	0.001215230760844066	True
HLA-DQA2	cds	EUR	MID	595.0	0.9857385221953323	0.0016750324290789598	False
HLA-DQA2	cds	EUR	SAS	595.0	0.9922059249956453	0.0017921143352873647	False
HLA-DQA2	cds	EUR	UNASSIGNED	595.0	0.9655730661063918	0.0016032420879722453	False
HLA-DQA2	cds	MID	AFR	595.0	0.9735247924612968	0.00246782643194543	False
HLA-DQA2	cds	MID	AMR	595.0	0.9901574803149608	0.001311260096423017	False
HLA-DQA2	cds	MID	EAS	595.0	0.9955010224948876	0.003271314385911217	False
HLA-DQA2	cds	MID	EUR	595.0	0.9979740680713127	0.001215230760844066	False
HLA-DQA2	cds	MID	MID	595.0	0.9999999999999998	0.0016750324290789598	True
HLA-DQA2	cds	MID	SAS	595.0	0.9968623935454953	0.0017921143352873647	False
HLA-DQA2	cds	MID	UNASSIGNED	595.0	0.9926509887760556	0.0016032420879722453	False
HLA-DQA2	cds	SAS	AFR	595.0	0.7953837668588639	0.00246782643194543	False
HLA-DQA2	cds	SAS	AMR	595.0	0.9465110127602673	0.001311260096423017	False
HLA-DQA2	cds	SAS	EAS	595.0	0.9953606697897603	0.003271314385911217	False
HLA-DQA2	cds	SAS	EUR	595.0	0.9920349783272301	0.001215230760844066	False
HLA-DQA2	cds	SAS	MID	595.0	0.9794944950332972	0.0016750324290789598	False
HLA-DQA2	cds	SAS	SAS	595.0	0.997213446864745	0.0017921143352873647	True
HLA-DQA2	cds	SAS	UNASSIGNED	595.0	0.9372201332733543	0.0016032420879722453	False
HLA-DQA2	cds	UNASSIGNED	AFR	595.0	0.9814086338395401	0.00246782643194543	False
HLA-DQA2	cds	UNASSIGNED	AMR	595.0	0.9929558870368697	0.001311260096423017	False
HLA-DQA2	cds	UNASSIGNED	EAS	595.0	0.9954999281666881	0.003271314385911217	False
HLA-DQA2	cds	UNASSIGNED	EUR	595.0	0.9984499707324218	0.001215230760844066	False
HLA-DQA2	cds	UNASSIGNED	MID	595.0	0.9949566633336346	0.0016750324290789598	False
HLA-DQA2	cds	UNASSIGNED	SAS	595.0	0.9964110771175976	0.0017921143352873647	False
HLA-DQA2	cds	UNASSIGNED	UNASSIGNED	595.0	0.9952562892645449	0.0016032420879722453	True
HLA-DQB1	cds	AFR	AFR	573.0	0.989852808406392	0.0030139818236160076	True
HLA-DQB1	cds	AFR	AMR	573.0	0.988346748919844	0.004053369131929663	False
HLA-DQB1	cds	AFR	EAS	573.0	0.8773563992017931	0.003317781091065508	False
HLA-DQB1	cds	AFR	EUR	573.0	0.9925919087548595	0.002061515486029508	False
HLA-DQB1	cds	AFR	MID	573.0	0.9415246898275295	0.017439811308559094	False
HLA-DQB1	cds	AFR	SAS	573.0	0.9128430280626003	0.00500744834255995	False
HLA-DQB1	cds	AFR	UNASSIGNED	573.0	0.9722304765892336	0.004244755883137774	False
HLA-DQB1	cds	AMR	AFR	573.0	0.980105308590393	0.0030139818236160076	False
HLA-DQB1	cds	AMR	AMR	573.0	0.9939477564342207	0.004053369131929663	True
HLA-DQB1	cds	AMR	EAS	573.0	0.9033620584031922	0.003317781091065508	False
HLA-DQB1	cds	AMR	EUR	573.0	0.9965023160052796	0.002061515486029508	False
HLA-DQB1	cds	AMR	MID	573.0	0.9668577736094207	0.017439811308559094	False
HLA-DQB1	cds	AMR	SAS	573.0	0.9788050289884628	0.00500744834255995	False
HLA-DQB1	cds	AMR	UNASSIGNED	573.0	0.9835881443872952	0.004244755883137774	False
HLA-DQB1	cds	EAS	AFR	573.0	0.8609897019312907	0.0030139818236160076	False
HLA-DQB1	cds	EAS	AMR	573.0	0.9614168524205887	0.004053369131929663	False
HLA-DQB1	cds	EAS	EAS	573.0	0.9958433961218632	0.003317781091065508	True
HLA-DQB1	cds	EAS	EUR	573.0	0.9923648878715622	0.002061515486029508	False
HLA-DQB1	cds	EAS	MID	573.0	0.958377865503484	0.017439811308559094	False
HLA-DQB1	cds	EAS	SAS	573.0	0.9887938070732332	0.00500744834255995	False
HLA-DQB1	cds	EAS	UNASSIGNED	573.0	0.9532983714021254	0.004244755883137774	False
HLA-DQB1	cds	EUR	AFR	573.0	0.9405129684978139	0.0030139818236160076	False
HLA-DQB1	cds	EUR	AMR	573.0	0.9820579595641613	0.004053369131929663	False
HLA-DQB1	cds	EUR	EAS	573.0	0.902412871249608	0.003317781091065508	False
HLA-DQB1	cds	EUR	EUR	573.0	0.9967153467440272	0.002061515486029508	True
HLA-DQB1	cds	EUR	MID	573.0	0.9527509426199164	0.017439811308559094	False
HLA-DQB1	cds	EUR	SAS	573.0	0.9773073548464615	0.00500744834255995	False
HLA-DQB1	cds	EUR	UNASSIGNED	573.0	0.969076031027864	0.004244755883137774	False
HLA-DQB1	cds	MID	AFR	573.0	0.9867810760667903	0.0030139818236160076	False
HLA-DQB1	cds	MID	AMR	573.0	0.9956081081081081	0.004053369131929663	False
HLA-DQB1	cds	MID	EAS	573.0	0.9050186644545832	0.003317781091065508	False
HLA-DQB1	cds	MID	EUR	573.0	0.9979381443298969	0.002061515486029508	False
HLA-DQB1	cds	MID	MID	573.0	0.9999999999999998	0.017439811308559094	True
HLA-DQB1	cds	MID	SAS	573.0	0.9813296903460837	0.00500744834255995	False
HLA-DQB1	cds	MID	UNASSIGNED	573.0	0.9904148979871287	0.004244755883137774	False
HLA-DQB1	cds	SAS	AFR	573.0	0.8610138843636745	0.0030139818236160076	False
HLA-DQB1	cds	SAS	AMR	573.0	0.9615210018566258	0.004053369131929663	False
HLA-DQB1	cds	SAS	EAS	573.0	0.9528663520344647	0.003317781091065508	False
HLA-DQB1	cds	SAS	EUR	573.0	0.9925482659189683	0.002061515486029508	False
HLA-DQB1	cds	SAS	MID	573.0	0.9598514015300363	0.017439811308559094	False
HLA-DQB1	cds	SAS	SAS	573.0	0.9932098861991259	0.00500744834255995	True
HLA-DQB1	cds	SAS	UNASSIGNED	573.0	0.9516877258763313	0.004244755883137774	False
HLA-DQB1	cds	UNASSIGNED	AFR	573.0	0.9830063820991067	0.0030139818236160076	False
HLA-DQB1	cds	UNASSIGNED	AMR	573.0	0.993547079749572	0.004053369131929663	False
HLA-DQB1	cds	UNASSIGNED	EAS	573.0	0.9711439241923921	0.003317781091065508	False
HLA-DQB1	cds	UNASSIGNED	EUR	573.0	0.9962204392359244	0.002061515486029508	False
HLA-DQB1	cds	UNASSIGNED	MID	573.0	0.9815083813711624	0.017439811308559094	False
HLA-DQB1	cds	UNASSIGNED	SAS	573.0	0.9866277028351511	0.00500744834255995	False
HLA-DQB1	cds	UNASSIGNED	UNASSIGNED	573.0	0.9913872562460442	0.004244755883137774	True
HLA-DQB2	cds	AFR	AFR	584.0	0.9917361771219227	0.0031604746011113516	True
HLA-DQB2	cds	AFR	AMR	584.0	0.9839286953042443	0.003965194260292071	False
HLA-DQB2	cds	AFR	EAS	584.0	0.9277069248711601	0.0016333194497842873	False
HLA-DQB2	cds	AFR	EUR	584.0	0.9863459220293195	0.004861579747380884	False
HLA-DQB2	cds	AFR	MID	584.0	0.9531453361780189	0.008549911538479615	False
HLA-DQB2	cds	AFR	SAS	584.0	0.8836454344734735	0.004517935837631382	False
HLA-DQB2	cds	AFR	UNASSIGNED	584.0	0.9692761246415622	0.0025416270398097573	False
HLA-DQB2	cds	AMR	AFR	584.0	0.9782649412872789	0.0031604746011113516	False
HLA-DQB2	cds	AMR	AMR	584.0	0.9928281920398903	0.003965194260292071	True
HLA-DQB2	cds	AMR	EAS	584.0	0.9560587785873725	0.0016333194497842873	False
HLA-DQB2	cds	AMR	EUR	584.0	0.9921428019089652	0.004861579747380884	False
HLA-DQB2	cds	AMR	MID	584.0	0.9836045694868073	0.008549911538479615	False
HLA-DQB2	cds	AMR	SAS	584.0	0.9664019128574229	0.004517935837631382	False
HLA-DQB2	cds	AMR	UNASSIGNED	584.0	0.9818611783837581	0.0025416270398097573	False
HLA-DQB2	cds	EAS	AFR	584.0	0.9105731803702068	0.0031604746011113516	False
HLA-DQB2	cds	EAS	AMR	584.0	0.9777820483072749	0.003965194260292071	False
HLA-DQB2	cds	EAS	EAS	584.0	0.9971044050398195	0.0016333194497842873	True
HLA-DQB2	cds	EAS	EUR	584.0	0.9853518633619314	0.004861579747380884	False
HLA-DQB2	cds	EAS	MID	584.0	0.9689312527830451	0.008549911538479615	False
HLA-DQB2	cds	EAS	SAS	584.0	0.9837455147084195	0.004517935837631382	False
HLA-DQB2	cds	EAS	UNASSIGNED	584.0	0.9640484926568875	0.0025416270398097573	False
HLA-DQB2	cds	EUR	AFR	584.0	0.9152616070820763	0.0031604746011113516	False
HLA-DQB2	cds	EUR	AMR	584.0	0.979916020953179	0.003965194260292071	False
HLA-DQB2	cds	EUR	EAS	584.0	0.957359885414727	0.0016333194497842873	False
HLA-DQB2	cds	EUR	EUR	584.0	0.9942014309560128	0.004861579747380884	True
HLA-DQB2	cds	EUR	MID	584.0	0.9727905998338022	0.008549911538479615	False
HLA-DQB2	cds	EUR	SAS	584.0	0.9622602020815227	0.004517935837631382	False
HLA-DQB2	cds	EUR	UNASSIGNED	584.0	0.966346397270414	0.0025416270398097573	False
HLA-DQB2	cds	MID	AFR	584.0	0.9871302777150599	0.0031604746011113516	False
HLA-DQB2	cds	MID	AMR	584.0	0.9947124917382683	0.003965194260292071	False
HLA-DQB2	cds	MID	EAS	584.0	0.9918300653594769	0.0016333194497842873	False
HLA-DQB2	cds	MID	EUR	584.0	0.9955429497568882	0.004861579747380884	False
HLA-DQB2	cds	MID	MID	584.0	0.9999999999999998	0.008549911538479615	True
HLA-DQB2	cds	MID	SAS	584.0	0.990962494351559	0.004517935837631382	False
HLA-DQB2	cds	MID	UNASSIGNED	584.0	0.988494983277592	0.0025416270398097573	False
HLA-DQB2	cds	SAS	AFR	584.0	0.9263051271911291	0.0031604746011113516	False
HLA-DQB2	cds	SAS	AMR	584.0	0.9836428987032838	0.003965194260292071	False
HLA-DQB2	cds	SAS	EAS	584.0	0.991781582425967	0.0016333194497842873	False
HLA-DQB2	cds	SAS	EUR	584.0	0.9940086120336894	0.004861579747380884	False
