gene	resolution	ancestry	n_haplotypes	S_obs	f1	f2	coverage	coverage_ci_lo	coverage_ci_hi	unseen_mass	chao1_richness	chao1_is_secondary_unstable	n_for_95.0pct_coverage	n_for_95.0pct_coverage_reliable	n_more_for_95.0pct_coverage	n_for_99.0pct_coverage	n_for_99.0pct_coverage_reliable	n_more_for_99.0pct_coverage	n_for_99.9pct_coverage	n_for_99.9pct_coverage_reliable	n_more_for_99.9pct_coverage
HLA-K	cds	SAS	169	<20	0	0	1.0	1.0	1.0	0.0	1.0	True	1	True	-168	1	True	-168	1	True	-168
HLA-K	cds	UNASSIGNED	691	<20	0	0	1.0	1.0	1.0	0.0	1.0	True	1	True	-690	1	True	-690	1	True	-690
HLA-L	cds	EUR	<20	<20	1	0	1.0	1.0	1.0	0.0	1.0	True	1	True	0	1	True	0	1	True	0
HLA-N	cds	AFR	<20	<20	1	0	1.0	1.0	1.0	0.0	1.0	True	1	True	0	1	True	0	1	True	0
HLA-P	cds	AFR	2884	<20	0	0	1.0	1.0	1.0	0.0	4.0	True	10	True	-2874	21	True	-2863	340	True	-2544
HLA-P	cds	AMR	2401	<20	0	0	1.0	1.0	1.0	0.0	4.0	True	11	True	-2390	23	True	-2378	352	True	-2049
HLA-P	cds	EAS	1694	<20	0	1	1.0	0.9994103777691871	1.0	0.0	4.0	True	9	True	-1685	33	True	-1661	394	True	-1300
HLA-P	cds	EUR	2092	<20	1	0	0.9995224452993179	0.9995224452993179	1.0	0.0004775547006821146	4.0	True	10	True	-2082	29	True	-2063	71	True	-2021
HLA-P	cds	MID	456	<20	1	0	0.9978166148412607	0.9978166148412607	1.0	0.0021833851587392816	4.0	True	10	True	-446	22	True	-434	635	True	179
HLA-P	cds	SAS	1700	<20	0	0	1.0	0.9994124563405609	1.0	0.0	4.0	True	10	True	-1690	26	True	-1674	420	True	-1280
HLA-P	cds	UNASSIGNED	5750	<20	0	0	1.0	1.0	1.0	0.0	4.0	True	10	True	-5740	26	True	-5724	369	True	-5381
HLA-T	cds	AFR	3642	<20	0	0	1.0	1.0	1.0	0.0	3.0	True	9	True	-3633	30	True	-3612	70	True	-3572
HLA-T	cds	AMR	2426	<20	0	0	1.0	1.0	1.0	0.0	3.0	True	11	True	-2415	25	True	-2401	51	True	-2375
HLA-T	cds	EAS	1753	<20	0	0	1.0	1.0	1.0	0.0	3.0	True	6	True	-1747	36	True	-1717	139	True	-1614
HLA-T	cds	EUR	2185	<20	0	0	1.0	1.0	1.0	0.0	3.0	True	10	True	-2175	24	True	-2161	49	True	-2136
HLA-T	cds	MID	455	<20	0	0	1.0	1.0	1.0	0.0	3.0	True	11	True	-444	24	True	-431	45	True	-410
HLA-T	cds	SAS	1829	<20	0	0	1.0	1.0	1.0	0.0	3.0	True	8	True	-1821	29	True	-1800	65	True	-1764
HLA-T	cds	UNASSIGNED	6199	<20	0	0	1.0	1.0	1.0	0.0	3.0	True	10	True	-6189	25	True	-6174	52	True	-6147
HLA-U	cds	AFR	43	<20	1	0	0.9778012684989429	0.9778012684989429	1.0	0.022198731501057112	2.0	True	1	True	-42	61	True	18	110	False	67
HLA-U	cds	AMR	77	<20	0	1	1.0	0.9743632990386237	1.0	0.0	3.0	True	12	True	-65	56	True	-21	74	True	-3
HLA-U	cds	EUR	108	<20	0	1	1.0	0.9909106354060483	1.0	0.0	2.0	True	1	True	-107	50	True	-58	102	True	-6
HLA-U	cds	MID	25	<20	0	0	1.0	1.0	1.0	0.0	1.0	True	1	True	-24	1	True	-24	1	True	-24
HLA-U	cds	SAS	81	<20	1	0	0.9879554351099067	0.9756134735558604	1.0	0.012044564890093312	3.0	True	7	True	-74	89	True	8	182	False	101
HLA-U	cds	UNASSIGNED	222	<20	3	1	0.9865271286323918	0.9865271286323918	1.0	0.013472871367608219	9.47972972972973	True	1	True	-221	321	True	99	1086	False	864
HLA-V	cds	AFR	<20	<20	1	0	1.0	1.0	1.0	0.0	1.0	True	1	True	0	1	True	0	1	True	0
HLA-W	cds	AFR	554	<20	1	0	0.9982014505480209	0.9982014505480209	1.0	0.0017985494519791034	2.0	True	1	True	-553	1	True	-553	717	True	163
HLA-W	cds	AMR	587	<20	1	1	0.9983022169685591	0.9965986493271304	1.0	0.0016977830314408582	3.4991482112436114	True	1	True	-586	2	True	-585	743	True	156
HLA-W	cds	EAS	320	<20	0	1	1.0	0.9968944704049845	1.0	0.0	3.0	True	6	True	-314	42	True	-278	268	True	-52
HLA-W	cds	EUR	843	<20	0	0	1.0	1.0	1.0	0.0	2.0	True	1	True	-842	32	True	-811	163	True	-680
HLA-W	cds	MID	134	<20	1	0	0.9926478717523494	0.9926478717523494	1.0	0.0073521282476506356	2.0	True	1	True	-133	2	True	-132	268	True	134
HLA-W	cds	SAS	576	<20	0	0	1.0	1.0	1.0	0.0	1.0	True	1	True	-575	1	True	-575	1	True	-575
HLA-W	cds	UNASSIGNED	1991	<20	3	0	0.9984937241027356	0.9984937241027356	1.0	0.0015062758972643753	9.998493219487695	True	1	True	-1990	77	True	-1914	3214	True	1223
HLA-Y	cds	AMR	<20	<20	1	0	1.0	1.0	1.0	0.0	1.0	True	1	True	0	1	True	0	1	True	0
HLA-Y	cds	EAS	88	<20	0	1	1.0	0.9888917262512769	1.0	0.0	2.0	True	1	True	-87	49	True	-39	84	True	-4
HLA-Y	cds	UNASSIGNED	<20	<20	1	0	0.9380952380952381	0.9380952380952381	1.0	0.06190476190476191	2.0	True	16	True	2	27	True	13	43	False	29
MICA	cds	AFR	2655	92	30	8	0.9887028351882421	0.992459620526019	0.9966138694811144	0.01129716481175791	148.22881355932202	True	357	True	-2298	3262	True	607	14722	False	12067
MICA	cds	AMR	2157	93	34	7	0.9842403765723527	0.9898040883856203	0.9953815131496284	0.01575962342764725	175.5331478905888	True	325	True	-1832	4539	False	2382	16597	False	14440
MICA	cds	EAS	1806	71	26	11	0.9856102893990177	0.9889300805897037	0.9961296060527025	0.014389710600982264	101.71025873351455	True	232	True	-1574	2583	True	777	7496	False	5690
MICA	cds	EUR	1208	73	17	6	0.9859353776440795	0.9884160801878403	0.9958719398288489	0.014064622355920542	97.063396799117	True	305	True	-903	1792	True	584	5730	False	4522
MICA	cds	MID	452	51	10	5	0.9779250528624012	0.9757121843545528	0.9934312849357956	0.022074947137598833	60.97787610619469	True	249	True	-203	810	True	358	1850	False	1398
MICA	cds	SAS	1510	58	22	2	0.9854322188362545	0.9913924835905307	0.9966940216418771	0.014567781163745464	178.91986754966888	True	161	True	-1349	4633	False	3123	23745	False	22235
MICA	cds	UNASSIGNED	4749	133	49	11	0.9896830139169918	0.993473460622359	0.9968481319698914	0.01031698608300824	242.11338272172134	True	396	True	-4353	5080	True	331	29431	False	24682
MICB	cds	AFR	4083	68	24	9	0.9941230489329153	0.9958308747666587	0.9982865367837352	0.005876951067084746	99.99216262552045	True	204	True	-3879	1870	True	-2213	13724	False	9641
MICB	cds	AMR	2816	57	19	3	0.9932535977271453	0.9950294180900281	0.9985815672869417	0.0067464022728547235	117.14530066287878	True	185	True	-2631	1532	True	-1284	19835	False	17019
MICB	cds	EAS	2276	40	16	5	0.9929720537773039	0.9947291271909453	0.9986846059448391	0.007027946222696091	65.58875219683655	True	78	True	-2198	1186	True	-1090	9375	False	7099
MICB	cds	EUR	2255	66	32	4	0.9858108864089438	0.9911335542837353	0.9960135952475867	0.014189113591056235	193.94323725055432	True	209	True	-2046	5410	False	3155	26172	False	23917
MICB	cds	MID	551	37	10	8	0.9819038230970389	0.9800560767381031	0.9946076434203446	0.01809617690296106	43.238656987295826	True	224	True	-327	756	True	205	1548	False	997
MICB	cds	SAS	2053	51	24	2	0.9883107399704943	0.993169518808081	0.9975669229729569	0.011689260029505655	194.92985874330247	True	144	True	-1909	3975	True	1922	32326	False	30273
MICB	cds	UNASSIGNED	6862	107	43	12	0.9937341150900345	0.9960655844308766	0.9981061063253455	0.006265884909965491	184.03043937627513	True	252	True	-6610	2976	True	-3886	29422	False	22560
TAP1	cds	AFR	4191	55	20	7	0.9952286663637951	0.9961832006318829	0.9988077668750981	0.004771333636204855	83.56461124177659	True	99	True	-4092	1403	True	-2788	13546	False	9355
TAP1	cds	AMR	2891	43	22	8	0.9923920909509873	0.9944665282235051	0.9982726523280724	0.007607909049012651	73.23953649256313	True	64	True	-2827	1778	True	-1113	10956	False	8065
TAP1	cds	EAS	2313	21	10	4	0.9956781059276796	0.9961100710798142	0.9991487033587481	0.00432189407232042	33.49459576307825	True	21	True	-2292	368	True	-1945	6544	False	4231
TAP1	cds	EUR	2349	35	23	2	0.9902093245855005	0.9940418295651603	0.998299329692152	0.009790675414499517	167.19369944657302	True	42	True	-2307	2087	True	-262	33152	False	30803
TAP1	cds	MID	561	<20	10	0	0.9821810519670527	0.9857461137876918	0.9982427290389615	0.017818948032947257	61.919786096256686	True	38	True	-523	2179	False	1618	8628	False	8067
TAP1	cds	SAS	2134	32	23	1	0.9892225574546784	0.9939090213619705	0.998128656407323	0.010777442545321647	296.3760543580131	True	34	True	-2100	3971	True	1837	60453	False	58319
TAP1	cds	UNASSIGNED	7099	87	56	8	0.9921118825278726	0.9956338227435773	0.9976059324070041	0.007888117472127365	282.97239047753203	True	67	True	-7032	3305	True	-3794	58410	False	51311
TAP2	cds	AFR	4254	97	43	10	0.9898929718026966	0.9936544636682914	0.9967109711425206	0.010107028197303358	189.428267512929	True	231	True	-4023	4352	True	98	25408	False	21154
TAP2	cds	AMR	2932	83	40	7	0.9863590641052082	0.9918165551424512	0.9965916845009207	0.013640935894791761	197.24673552913663	True	229	True	-2703	5533	True	2601	24816	False	21884
TAP2	cds	EAS	2343	67	38	3	0.983782570098244	0.9910286663477156	0.9957356274185447	0.01621742990175601	307.5639493526818	True	125	True	-2218	9515	False	7172	43670	False	41327
TAP2	cds	EUR	2348	58	31	5	0.9867990886596595	0.9918988290398366	0.996594685823396	0.013200911340340515	154.05907155025554	True	90	True	-2258	4369	True	2021	21123	False	18775
TAP2	cds	MID	555	39	19	5	0.9657982583950693	0.974800604439315	0.9928446175114959	0.034201741604930724	75.03495495495496	True	266	True	-289	1850	False	1295	4275	False	3720
TAP2	cds	SAS	2157	59	32	4	0.9851663004844355	0.9911931895459573	0.9962958804877935	0.014833699515564458	186.94065832174317	True	133	True	-2024	5558	False	3401	25417	False	23260
TAP2	cds	UNASSIGNED	7217	140	72	14	0.9900240931213757	0.9943196218941731	0.9968137732691379	0.009975906878624263	325.11720342841306	True	250	True	-6967	7173	True	-44	49899	False	42682
