gene	category	ancestry	occurrence_k	n_alleles	share_of_S_obs
HLA-DMB	known	POOLED	310	1	0.0147
HLA-DMB	known	POOLED	320	1	0.0147
HLA-DMB	known	POOLED	342	1	0.0147
HLA-DMB	known	POOLED	346	1	0.0147
HLA-DMB	known	POOLED	367	1	0.0147
HLA-DMB	known	POOLED	461	1	0.0147
HLA-DMB	known	POOLED	499	1	0.0147
HLA-DMB	known	POOLED	526	1	0.0147
HLA-DMB	known	POOLED	545	1	0.0147
HLA-DMB	known	POOLED	652	2	0.0294
HLA-DMB	known	POOLED	1485	1	0.0147
HLA-DMB	known	POOLED	1622	1	0.0147
HLA-DMB	known	POOLED	4445	1	0.0147
HLA-DMB	novel	AFR	1	91	0.8349
HLA-DMB	novel	AFR	2	9	0.0826
HLA-DMB	novel	AFR	3	2	0.0183
HLA-DMB	novel	AFR	4	1	0.0092
HLA-DMB	novel	AFR	8	1	0.0092
HLA-DMB	novel	AFR	14	1	0.0092
HLA-DMB	novel	AFR	24	1	0.0092
HLA-DMB	novel	AFR	154	1	0.0092
HLA-DMB	novel	AFR	338	1	0.0092
HLA-DMB	novel	AFR	1806	1	0.0092
HLA-DMB	novel	AMR	1	91	0.8053
HLA-DMB	novel	AMR	2	12	0.1062
HLA-DMB	novel	AMR	3	2	0.0177
HLA-DMB	novel	AMR	4	1	0.0088
HLA-DMB	novel	AMR	6	1	0.0088
HLA-DMB	novel	AMR	11	1	0.0088
HLA-DMB	novel	AMR	12	2	0.0177
HLA-DMB	novel	AMR	70	1	0.0088
HLA-DMB	novel	AMR	339	1	0.0088
HLA-DMB	novel	AMR	803	1	0.0088
HLA-DMB	novel	EAS	1	67	0.8171
HLA-DMB	novel	EAS	2	5	0.061
HLA-DMB	novel	EAS	4	1	0.0122
HLA-DMB	novel	EAS	6	1	0.0122
HLA-DMB	novel	EAS	10	1	0.0122
HLA-DMB	novel	EAS	11	1	0.0122
HLA-DMB	novel	EAS	19	1	0.0122
HLA-DMB	novel	EAS	22	1	0.0122
HLA-DMB	novel	EAS	25	1	0.0122
HLA-DMB	novel	EAS	156	1	0.0122
HLA-DMB	novel	EAS	359	1	0.0122
HLA-DMB	novel	EAS	365	1	0.0122
HLA-DMB	novel	EUR	1	95	0.8559
HLA-DMB	novel	EUR	2	9	0.0811
HLA-DMB	novel	EUR	3	1	0.009
HLA-DMB	novel	EUR	4	1	0.009
HLA-DMB	novel	EUR	12	1	0.009
HLA-DMB	novel	EUR	34	1	0.009
HLA-DMB	novel	EUR	187	1	0.009
HLA-DMB	novel	EUR	236	1	0.009
HLA-DMB	novel	EUR	735	1	0.009
HLA-DMB	novel	MID	1	16	0.8
HLA-DMB	novel	MID	4	1	0.05
HLA-DMB	novel	MID	11	1	0.05
HLA-DMB	novel	MID	45	1	0.05
HLA-DMB	novel	MID	162	1	0.05
HLA-DMB	novel	SAS	1	51	0.8644
HLA-DMB	novel	SAS	2	1	0.0169
HLA-DMB	novel	SAS	5	1	0.0169
HLA-DMB	novel	SAS	6	1	0.0169
HLA-DMB	novel	SAS	7	1	0.0169
HLA-DMB	novel	SAS	11	1	0.0169
HLA-DMB	novel	SAS	57	1	0.0169
HLA-DMB	novel	SAS	130	1	0.0169
HLA-DMB	novel	SAS	442	1	0.0169
HLA-DMB	novel	POOLED	1	357	0.8541
HLA-DMB	novel	POOLED	2	27	0.0646
HLA-DMB	novel	POOLED	3	6	0.0144
HLA-DMB	novel	POOLED	4	4	0.0096
HLA-DMB	novel	POOLED	5	6	0.0144
HLA-DMB	novel	POOLED	6	4	0.0096
HLA-DMB	novel	POOLED	7	1	0.0024
HLA-DMB	novel	POOLED	8	1	0.0024
HLA-DMB	novel	POOLED	9	1	0.0024
HLA-DMB	novel	POOLED	10	1	0.0024
HLA-DMB	novel	POOLED	13	1	0.0024
HLA-DMB	novel	POOLED	16	1	0.0024
HLA-DMB	novel	POOLED	22	2	0.0048
HLA-DMB	novel	POOLED	39	1	0.0024
HLA-DMB	novel	POOLED	47	1	0.0024
HLA-DMB	novel	POOLED	81	1	0.0024
HLA-DMB	novel	POOLED	635	1	0.0024
HLA-DMB	novel	POOLED	1450	1	0.0024
HLA-DMB	novel	POOLED	4316	1	0.0024
HLA-DOA	all	AFR	1	151	0.7089
HLA-DOA	all	AFR	2	13	0.061
HLA-DOA	all	AFR	3	5	0.0235
HLA-DOA	all	AFR	4	4	0.0188
HLA-DOA	all	AFR	7	2	0.0094
HLA-DOA	all	AFR	8	3	0.0141
HLA-DOA	all	AFR	10	1	0.0047
HLA-DOA	all	AFR	11	1	0.0047
HLA-DOA	all	AFR	12	1	0.0047
HLA-DOA	all	AFR	13	1	0.0047
HLA-DOA	all	AFR	19	1	0.0047
HLA-DOA	all	AFR	20	1	0.0047
HLA-DOA	all	AFR	24	2	0.0094
HLA-DOA	all	AFR	25	2	0.0094
HLA-DOA	all	AFR	26	1	0.0047
HLA-DOA	all	AFR	38	1	0.0047
HLA-DOA	all	AFR	48	1	0.0047
HLA-DOA	all	AFR	52	1	0.0047
HLA-DOA	all	AFR	59	1	0.0047
HLA-DOA	all	AFR	82	1	0.0047
HLA-DOA	all	AFR	83	1	0.0047
HLA-DOA	all	AFR	92	1	0.0047
HLA-DOA	all	AFR	98	1	0.0047
HLA-DOA	all	AFR	121	1	0.0047
HLA-DOA	all	AFR	124	1	0.0047
HLA-DOA	all	AFR	181	1	0.0047
HLA-DOA	all	AFR	197	1	0.0047
HLA-DOA	all	AFR	199	1	0.0047
HLA-DOA	all	AFR	200	1	0.0047
HLA-DOA	all	AFR	224	1	0.0047
HLA-DOA	all	AFR	228	1	0.0047
HLA-DOA	all	AFR	243	1	0.0047
HLA-DOA	all	AFR	365	1	0.0047
HLA-DOA	all	AFR	398	1	0.0047
HLA-DOA	all	AFR	437	1	0.0047
HLA-DOA	all	AFR	438	1	0.0047
HLA-DOA	all	AFR	529	1	0.0047
HLA-DOA	all	AFR	609	1	0.0047
HLA-DOA	all	AFR	655	1	0.0047
HLA-DOA	all	AMR	1	109	0.6264
HLA-DOA	all	AMR	2	10	0.0575
HLA-DOA	all	AMR	3	4	0.023
HLA-DOA	all	AMR	4	3	0.0172
HLA-DOA	all	AMR	5	4	0.023
HLA-DOA	all	AMR	6	2	0.0115
HLA-DOA	all	AMR	7	5	0.0287
HLA-DOA	all	AMR	9	2	0.0115
HLA-DOA	all	AMR	10	2	0.0115
HLA-DOA	all	AMR	13	2	0.0115
HLA-DOA	all	AMR	14	1	0.0057
HLA-DOA	all	AMR	15	3	0.0172
HLA-DOA	all	AMR	16	2	0.0115
HLA-DOA	all	AMR	17	2	0.0115
HLA-DOA	all	AMR	22	1	0.0057
HLA-DOA	all	AMR	26	1	0.0057
HLA-DOA	all	AMR	34	1	0.0057
HLA-DOA	all	AMR	37	1	0.0057
HLA-DOA	all	AMR	39	1	0.0057
HLA-DOA	all	AMR	44	2	0.0115
HLA-DOA	all	AMR	48	1	0.0057
HLA-DOA	all	AMR	64	1	0.0057
HLA-DOA	all	AMR	67	1	0.0057
HLA-DOA	all	AMR	99	1	0.0057
HLA-DOA	all	AMR	129	1	0.0057
HLA-DOA	all	AMR	152	1	0.0057
HLA-DOA	all	AMR	165	1	0.0057
HLA-DOA	all	AMR	190	1	0.0057
HLA-DOA	all	AMR	220	1	0.0057
HLA-DOA	all	AMR	221	1	0.0057
HLA-DOA	all	AMR	227	1	0.0057
HLA-DOA	all	AMR	257	1	0.0057
HLA-DOA	all	AMR	470	1	0.0057
HLA-DOA	all	AMR	557	1	0.0057
HLA-DOA	all	AMR	673	1	0.0057
HLA-DOA	all	AMR	1281	1	0.0057
HLA-DOA	all	EAS	1	63	0.5943
HLA-DOA	all	EAS	2	8	0.0755
HLA-DOA	all	EAS	3	5	0.0472
HLA-DOA	all	EAS	4	3	0.0283
HLA-DOA	all	EAS	5	2	0.0189
HLA-DOA	all	EAS	6	1	0.0094
HLA-DOA	all	EAS	7	3	0.0283
HLA-DOA	all	EAS	8	2	0.0189
HLA-DOA	all	EAS	10	1	0.0094
HLA-DOA	all	EAS	11	1	0.0094
HLA-DOA	all	EAS	13	1	0.0094
HLA-DOA	all	EAS	14	3	0.0283
HLA-DOA	all	EAS	19	1	0.0094
HLA-DOA	all	EAS	32	1	0.0094
HLA-DOA	all	EAS	35	1	0.0094
HLA-DOA	all	EAS	37	1	0.0094
HLA-DOA	all	EAS	42	1	0.0094
HLA-DOA	all	EAS	45	1	0.0094
HLA-DOA	all	EAS	87	1	0.0094
HLA-DOA	all	EAS	106	1	0.0094
HLA-DOA	all	EAS	123	1	0.0094
HLA-DOA	all	EAS	196	1	0.0094
HLA-DOA	all	EAS	539	1	0.0094
HLA-DOA	all	EAS	544	1	0.0094
HLA-DOA	all	EAS	916	1	0.0094
HLA-DOA	all	EUR	1	122	0.6524
HLA-DOA	all	EUR	2	16	0.0856
HLA-DOA	all	EUR	3	4	0.0214
HLA-DOA	all	EUR	4	4	0.0214
HLA-DOA	all	EUR	5	3	0.016
HLA-DOA	all	EUR	7	1	0.0053
HLA-DOA	all	EUR	8	3	0.016
HLA-DOA	all	EUR	9	1	0.0053
HLA-DOA	all	EUR	10	1	0.0053
HLA-DOA	all	EUR	12	2	0.0107
HLA-DOA	all	EUR	13	1	0.0053
HLA-DOA	all	EUR	14	2	0.0107
HLA-DOA	all	EUR	15	1	0.0053
HLA-DOA	all	EUR	16	1	0.0053
HLA-DOA	all	EUR	17	1	0.0053
HLA-DOA	all	EUR	19	1	0.0053
HLA-DOA	all	EUR	40	1	0.0053
HLA-DOA	all	EUR	41	1	0.0053
HLA-DOA	all	EUR	42	1	0.0053
HLA-DOA	all	EUR	46	1	0.0053
HLA-DOA	all	EUR	47	1	0.0053
HLA-DOA	all	EUR	48	1	0.0053
HLA-DOA	all	EUR	51	1	0.0053
HLA-DOA	all	EUR	52	1	0.0053
HLA-DOA	all	EUR	79	1	0.0053
HLA-DOA	all	EUR	86	1	0.0053
HLA-DOA	all	EUR	108	2	0.0107
HLA-DOA	all	EUR	129	1	0.0053
HLA-DOA	all	EUR	145	1	0.0053
HLA-DOA	all	EUR	146	1	0.0053
HLA-DOA	all	EUR	177	1	0.0053
HLA-DOA	all	EUR	207	1	0.0053
HLA-DOA	all	EUR	399	1	0.0053
HLA-DOA	all	EUR	401	1	0.0053
HLA-DOA	all	EUR	609	1	0.0053
HLA-DOA	all	EUR	804	1	0.0053
HLA-DOA	all	EUR	924	1	0.0053
HLA-DOA	all	EUR	1021	1	0.0053
HLA-DOA	all	MID	1	27	0.4355
HLA-DOA	all	MID	2	2	0.0323
HLA-DOA	all	MID	3	1	0.0161
HLA-DOA	all	MID	4	3	0.0484
HLA-DOA	all	MID	5	1	0.0161
HLA-DOA	all	MID	6	1	0.0161
HLA-DOA	all	MID	7	4	0.0645
HLA-DOA	all	MID	8	4	0.0645
HLA-DOA	all	MID	9	1	0.0161
HLA-DOA	all	MID	10	1	0.0161
HLA-DOA	all	MID	11	1	0.0161
HLA-DOA	all	MID	15	1	0.0161
HLA-DOA	all	MID	20	2	0.0323
HLA-DOA	all	MID	23	2	0.0323
HLA-DOA	all	MID	24	1	0.0161
HLA-DOA	all	MID	29	1	0.0161
HLA-DOA	all	MID	30	1	0.0161
HLA-DOA	all	MID	40	1	0.0161
HLA-DOA	all	MID	41	1	0.0161
HLA-DOA	all	MID	45	1	0.0161
HLA-DOA	all	MID	81	2	0.0323
HLA-DOA	all	MID	96	2	0.0323
HLA-DOA	all	MID	161	1	0.0161
HLA-DOA	all	SAS	1	46	0.5412
HLA-DOA	all	SAS	2	6	0.0706
HLA-DOA	all	SAS	4	2	0.0235
HLA-DOA	all	SAS	5	2	0.0235
HLA-DOA	all	SAS	6	2	0.0235
HLA-DOA	all	SAS	7	1	0.0118
HLA-DOA	all	SAS	15	1	0.0118
HLA-DOA	all	SAS	18	1	0.0118
HLA-DOA	all	SAS	19	1	0.0118
HLA-DOA	all	SAS	21	1	0.0118
HLA-DOA	all	SAS	26	1	0.0118
HLA-DOA	all	SAS	27	1	0.0118
HLA-DOA	all	SAS	30	1	0.0118
HLA-DOA	all	SAS	33	1	0.0118
HLA-DOA	all	SAS	34	2	0.0235
HLA-DOA	all	SAS	37	1	0.0118
HLA-DOA	all	SAS	42	1	0.0118
HLA-DOA	all	SAS	44	1	0.0118
HLA-DOA	all	SAS	49	1	0.0118
HLA-DOA	all	SAS	61	1	0.0118
HLA-DOA	all	SAS	67	1	0.0118
HLA-DOA	all	SAS	71	1	0.0118
HLA-DOA	all	SAS	72	1	0.0118
HLA-DOA	all	SAS	82	2	0.0235
HLA-DOA	all	SAS	88	1	0.0118
HLA-DOA	all	SAS	109	1	0.0118
HLA-DOA	all	SAS	112	1	0.0118
HLA-DOA	all	SAS	245	1	0.0118
HLA-DOA	all	SAS	402	1	0.0118
HLA-DOA	all	SAS	572	1	0.0118
HLA-DOA	all	POOLED	1	412	0.7658
HLA-DOA	all	POOLED	2	37	0.0688
HLA-DOA	all	POOLED	3	11	0.0204
HLA-DOA	all	POOLED	4	3	0.0056
HLA-DOA	all	POOLED	5	7	0.013
HLA-DOA	all	POOLED	6	3	0.0056
HLA-DOA	all	POOLED	8	2	0.0037
HLA-DOA	all	POOLED	9	1	0.0019
HLA-DOA	all	POOLED	10	4	0.0074
HLA-DOA	all	POOLED	11	3	0.0056
HLA-DOA	all	POOLED	12	1	0.0019
HLA-DOA	all	POOLED	13	3	0.0056
HLA-DOA	all	POOLED	16	1	0.0019
HLA-DOA	all	POOLED	22	1	0.0019
HLA-DOA	all	POOLED	26	1	0.0019
HLA-DOA	all	POOLED	27	1	0.0019
HLA-DOA	all	POOLED	28	1	0.0019
HLA-DOA	all	POOLED	31	1	0.0019
HLA-DOA	all	POOLED	45	1	0.0019
HLA-DOA	all	POOLED	46	1	0.0019
HLA-DOA	all	POOLED	47	1	0.0019
HLA-DOA	all	POOLED	48	1	0.0019
HLA-DOA	all	POOLED	51	1	0.0019
HLA-DOA	all	POOLED	56	1	0.0019
HLA-DOA	all	POOLED	57	2	0.0037
HLA-DOA	all	POOLED	58	1	0.0019
HLA-DOA	all	POOLED	64	1	0.0019
HLA-DOA	all	POOLED	65	1	0.0019
HLA-DOA	all	POOLED	69	1	0.0019
HLA-DOA	all	POOLED	75	1	0.0019
HLA-DOA	all	POOLED	77	1	0.0019
HLA-DOA	all	POOLED	84	1	0.0019
HLA-DOA	all	POOLED	85	2	0.0037
HLA-DOA	all	POOLED	94	1	0.0019
HLA-DOA	all	POOLED	98	1	0.0019
HLA-DOA	all	POOLED	107	1	0.0019
HLA-DOA	all	POOLED	109	1	0.0019
HLA-DOA	all	POOLED	111	1	0.0019
HLA-DOA	all	POOLED	120	1	0.0019
HLA-DOA	all	POOLED	140	1	0.0019
HLA-DOA	all	POOLED	155	1	0.0019
HLA-DOA	all	POOLED	195	1	0.0019
HLA-DOA	all	POOLED	238	1	0.0019
HLA-DOA	all	POOLED	247	1	0.0019
HLA-DOA	all	POOLED	248	1	0.0019
HLA-DOA	all	POOLED	291	1	0.0019
HLA-DOA	all	POOLED	418	1	0.0019
HLA-DOA	all	POOLED	457	1	0.0019
HLA-DOA	all	POOLED	464	1	0.0019
HLA-DOA	all	POOLED	686	1	0.0019
HLA-DOA	all	POOLED	765	1	0.0019
HLA-DOA	all	POOLED	808	1	0.0019
HLA-DOA	all	POOLED	816	1	0.0019
HLA-DOA	all	POOLED	971	1	0.0019
HLA-DOA	all	POOLED	1091	1	0.0019
HLA-DOA	all	POOLED	1156	1	0.0019
HLA-DOA	all	POOLED	1171	1	0.0019
HLA-DOA	all	POOLED	2391	1	0.0019
HLA-DOA	all	POOLED	2605	1	0.0019
HLA-DOA	all	POOLED	2935	1	0.0019
HLA-DOA	all	POOLED	3341	1	0.0019
HLA-DOA	known	AFR	1	10	0.2083
HLA-DOA	known	AFR	2	6	0.125
HLA-DOA	known	AFR	3	1	0.0208
HLA-DOA	known	AFR	4	2	0.0417
HLA-DOA	known	AFR	7	1	0.0208
HLA-DOA	known	AFR	8	2	0.0417
HLA-DOA	known	AFR	11	1	0.0208
HLA-DOA	known	AFR	13	1	0.0208
HLA-DOA	known	AFR	19	1	0.0208
HLA-DOA	known	AFR	20	1	0.0208
HLA-DOA	known	AFR	24	1	0.0208
HLA-DOA	known	AFR	26	1	0.0208
HLA-DOA	known	AFR	38	1	0.0208
HLA-DOA	known	AFR	52	1	0.0208
HLA-DOA	known	AFR	59	1	0.0208
HLA-DOA	known	AFR	83	1	0.0208
HLA-DOA	known	AFR	92	1	0.0208
HLA-DOA	known	AFR	98	1	0.0208
HLA-DOA	known	AFR	121	1	0.0208
HLA-DOA	known	AFR	124	1	0.0208
HLA-DOA	known	AFR	181	1	0.0208
HLA-DOA	known	AFR	197	1	0.0208
HLA-DOA	known	AFR	200	1	0.0208
HLA-DOA	known	AFR	224	1	0.0208
HLA-DOA	known	AFR	228	1	0.0208
HLA-DOA	known	AFR	243	1	0.0208
HLA-DOA	known	AFR	365	1	0.0208
HLA-DOA	known	AFR	398	1	0.0208
HLA-DOA	known	AFR	437	1	0.0208
HLA-DOA	known	AFR	438	1	0.0208
HLA-DOA	known	AFR	609	1	0.0208
HLA-DOA	known	AFR	655	1	0.0208
HLA-DOA	known	AMR	1	4	0.0833
HLA-DOA	known	AMR	2	1	0.0208
HLA-DOA	known	AMR	3	1	0.0208
HLA-DOA	known	AMR	4	2	0.0417
HLA-DOA	known	AMR	5	3	0.0625
HLA-DOA	known	AMR	6	2	0.0417
HLA-DOA	known	AMR	7	4	0.0833
HLA-DOA	known	AMR	9	2	0.0417
HLA-DOA	known	AMR	10	2	0.0417
HLA-DOA	known	AMR	13	1	0.0208
HLA-DOA	known	AMR	14	1	0.0208
HLA-DOA	known	AMR	15	2	0.0417
HLA-DOA	known	AMR	16	2	0.0417
HLA-DOA	known	AMR	17	2	0.0417
HLA-DOA	known	AMR	22	1	0.0208
HLA-DOA	known	AMR	26	1	0.0208
HLA-DOA	known	AMR	37	1	0.0208
HLA-DOA	known	AMR	44	1	0.0208
HLA-DOA	known	AMR	48	1	0.0208
HLA-DOA	known	AMR	64	1	0.0208
HLA-DOA	known	AMR	67	1	0.0208
HLA-DOA	known	AMR	99	1	0.0208
HLA-DOA	known	AMR	129	1	0.0208
HLA-DOA	known	AMR	152	1	0.0208
HLA-DOA	known	AMR	165	1	0.0208
HLA-DOA	known	AMR	190	1	0.0208
HLA-DOA	known	AMR	220	1	0.0208
HLA-DOA	known	AMR	227	1	0.0208
HLA-DOA	known	AMR	257	1	0.0208
HLA-DOA	known	AMR	470	1	0.0208
HLA-DOA	known	AMR	557	1	0.0208
HLA-DOA	known	AMR	673	1	0.0208
HLA-DOA	known	AMR	1281	1	0.0208
HLA-DOA	known	EAS	1	10	0.25
HLA-DOA	known	EAS	2	3	0.075
HLA-DOA	known	EAS	3	4	0.1
HLA-DOA	known	EAS	4	2	0.05
HLA-DOA	known	EAS	5	2	0.05
HLA-DOA	known	EAS	6	1	0.025
HLA-DOA	known	EAS	7	2	0.05
HLA-DOA	known	EAS	8	1	0.025
HLA-DOA	known	EAS	10	1	0.025
HLA-DOA	known	EAS	13	1	0.025
HLA-DOA	known	EAS	14	3	0.075
HLA-DOA	known	EAS	19	1	0.025
HLA-DOA	known	EAS	32	1	0.025
HLA-DOA	known	EAS	37	1	0.025
HLA-DOA	known	EAS	42	1	0.025
HLA-DOA	known	EAS	87	1	0.025
HLA-DOA	known	EAS	123	1	0.025
HLA-DOA	known	EAS	196	1	0.025
HLA-DOA	known	EAS	539	1	0.025
HLA-DOA	known	EAS	544	1	0.025
HLA-DOA	known	EAS	916	1	0.025
HLA-DOA	known	EUR	1	5	0.1
HLA-DOA	known	EUR	2	6	0.12
HLA-DOA	known	EUR	3	4	0.08
HLA-DOA	known	EUR	4	3	0.06
HLA-DOA	known	EUR	5	2	0.04
HLA-DOA	known	EUR	8	3	0.06
HLA-DOA	known	EUR	12	2	0.04
HLA-DOA	known	EUR	13	1	0.02
HLA-DOA	known	EUR	14	1	0.02
HLA-DOA	known	EUR	15	1	0.02
HLA-DOA	known	EUR	16	1	0.02
HLA-DOA	known	EUR	19	1	0.02
HLA-DOA	known	EUR	41	1	0.02
HLA-DOA	known	EUR	42	1	0.02
HLA-DOA	known	EUR	46	1	0.02
HLA-DOA	known	EUR	47	1	0.02
HLA-DOA	known	EUR	51	1	0.02
HLA-DOA	known	EUR	52	1	0.02
HLA-DOA	known	EUR	79	1	0.02
HLA-DOA	known	EUR	86	1	0.02
HLA-DOA	known	EUR	108	2	0.04
HLA-DOA	known	EUR	129	1	0.02
HLA-DOA	known	EUR	145	1	0.02
HLA-DOA	known	EUR	146	1	0.02
HLA-DOA	known	EUR	207	1	0.02
HLA-DOA	known	EUR	399	1	0.02
HLA-DOA	known	EUR	401	1	0.02
HLA-DOA	known	EUR	609	1	0.02
HLA-DOA	known	EUR	804	1	0.02
HLA-DOA	known	EUR	924	1	0.02
HLA-DOA	known	EUR	1021	1	0.02
HLA-DOA	known	MID	1	7	0.1944
HLA-DOA	known	MID	3	1	0.0278
HLA-DOA	known	MID	4	2	0.0556
HLA-DOA	known	MID	5	1	0.0278
HLA-DOA	known	MID	6	1	0.0278
HLA-DOA	known	MID	7	3	0.0833
HLA-DOA	known	MID	8	4	0.1111
HLA-DOA	known	MID	9	1	0.0278
HLA-DOA	known	MID	10	1	0.0278
HLA-DOA	known	MID	15	1	0.0278
HLA-DOA	known	MID	20	2	0.0556
HLA-DOA	known	MID	23	2	0.0556
HLA-DOA	known	MID	24	1	0.0278
HLA-DOA	known	MID	29	1	0.0278
HLA-DOA	known	MID	30	1	0.0278
HLA-DOA	known	MID	41	1	0.0278
HLA-DOA	known	MID	45	1	0.0278
HLA-DOA	known	MID	81	2	0.0556
HLA-DOA	known	MID	96	2	0.0556
HLA-DOA	known	MID	161	1	0.0278
HLA-DOA	known	SAS	1	4	0.129
HLA-DOA	known	SAS	2	1	0.0323
HLA-DOA	known	SAS	4	1	0.0323
HLA-DOA	known	SAS	5	1	0.0323
HLA-DOA	known	SAS	6	2	0.0645
HLA-DOA	known	SAS	15	1	0.0323
HLA-DOA	known	SAS	19	1	0.0323
HLA-DOA	known	SAS	21	1	0.0323
HLA-DOA	known	SAS	26	1	0.0323
HLA-DOA	known	SAS	27	1	0.0323
HLA-DOA	known	SAS	33	1	0.0323
HLA-DOA	known	SAS	34	1	0.0323
HLA-DOA	known	SAS	37	1	0.0323
HLA-DOA	known	SAS	42	1	0.0323
HLA-DOA	known	SAS	44	1	0.0323
HLA-DOA	known	SAS	49	1	0.0323
HLA-DOA	known	SAS	61	1	0.0323
HLA-DOA	known	SAS	67	1	0.0323
HLA-DOA	known	SAS	71	1	0.0323
HLA-DOA	known	SAS	72	1	0.0323
HLA-DOA	known	SAS	82	1	0.0323
HLA-DOA	known	SAS	88	1	0.0323
HLA-DOA	known	SAS	109	1	0.0323
HLA-DOA	known	SAS	112	1	0.0323
HLA-DOA	known	SAS	245	1	0.0323
HLA-DOA	known	SAS	402	1	0.0323
HLA-DOA	known	SAS	572	1	0.0323
HLA-DOA	known	POOLED	1	5	0.0806
HLA-DOA	known	POOLED	2	4	0.0645
HLA-DOA	known	POOLED	3	1	0.0161
HLA-DOA	known	POOLED	4	1	0.0161
HLA-DOA	known	POOLED	5	3	0.0484
HLA-DOA	known	POOLED	8	2	0.0323
HLA-DOA	known	POOLED	9	1	0.0161
HLA-DOA	known	POOLED	10	2	0.0323
HLA-DOA	known	POOLED	13	2	0.0323
HLA-DOA	known	POOLED	16	1	0.0161
HLA-DOA	known	POOLED	22	1	0.0161
HLA-DOA	known	POOLED	27	1	0.0161
HLA-DOA	known	POOLED	28	1	0.0161
HLA-DOA	known	POOLED	46	1	0.0161
HLA-DOA	known	POOLED	47	1	0.0161
HLA-DOA	known	POOLED	48	1	0.0161
HLA-DOA	known	POOLED	57	1	0.0161
HLA-DOA	known	POOLED	58	1	0.0161
HLA-DOA	known	POOLED	64	1	0.0161
HLA-DOA	known	POOLED	65	1	0.0161
HLA-DOA	known	POOLED	69	1	0.0161
HLA-DOA	known	POOLED	75	1	0.0161
HLA-DOA	known	POOLED	77	1	0.0161
HLA-DOA	known	POOLED	84	1	0.0161
HLA-DOA	known	POOLED	85	2	0.0323
HLA-DOA	known	POOLED	94	1	0.0161
HLA-DOA	known	POOLED	98	1	0.0161
HLA-DOA	known	POOLED	107	1	0.0161
HLA-DOA	known	POOLED	109	1	0.0161
HLA-DOA	known	POOLED	111	1	0.0161
HLA-DOA	known	POOLED	120	1	0.0161
HLA-DOA	known	POOLED	140	1	0.0161
HLA-DOA	known	POOLED	155	1	0.0161
HLA-DOA	known	POOLED	248	1	0.0161
HLA-DOA	known	POOLED	291	1	0.0161
HLA-DOA	known	POOLED	418	1	0.0161
HLA-DOA	known	POOLED	457	1	0.0161
HLA-DOA	known	POOLED	464	1	0.0161
HLA-DOA	known	POOLED	686	1	0.0161
HLA-DOA	known	POOLED	765	1	0.0161
HLA-DOA	known	POOLED	808	1	0.0161
HLA-DOA	known	POOLED	816	1	0.0161
HLA-DOA	known	POOLED	971	1	0.0161
HLA-DOA	known	POOLED	1091	1	0.0161
HLA-DOA	known	POOLED	1171	1	0.0161
HLA-DOA	known	POOLED	2391	1	0.0161
HLA-DOA	known	POOLED	2605	1	0.0161
HLA-DOA	known	POOLED	2935	1	0.0161
HLA-DOA	known	POOLED	3341	1	0.0161
HLA-DOA	novel	AFR	1	141	0.8545
HLA-DOA	novel	AFR	2	7	0.0424
HLA-DOA	novel	AFR	3	4	0.0242
HLA-DOA	novel	AFR	4	2	0.0121
HLA-DOA	novel	AFR	7	1	0.0061
HLA-DOA	novel	AFR	8	1	0.0061
HLA-DOA	novel	AFR	10	1	0.0061
HLA-DOA	novel	AFR	12	1	0.0061
HLA-DOA	novel	AFR	24	1	0.0061
HLA-DOA	novel	AFR	25	2	0.0121
HLA-DOA	novel	AFR	48	1	0.0061
HLA-DOA	novel	AFR	82	1	0.0061
HLA-DOA	novel	AFR	199	1	0.0061
HLA-DOA	novel	AFR	529	1	0.0061
HLA-DOA	novel	AMR	1	105	0.8333
HLA-DOA	novel	AMR	2	9	0.0714
HLA-DOA	novel	AMR	3	3	0.0238
HLA-DOA	novel	AMR	4	1	0.0079
HLA-DOA	novel	AMR	5	1	0.0079
HLA-DOA	novel	AMR	7	1	0.0079
HLA-DOA	novel	AMR	13	1	0.0079
HLA-DOA	novel	AMR	15	1	0.0079
HLA-DOA	novel	AMR	34	1	0.0079
HLA-DOA	novel	AMR	39	1	0.0079
HLA-DOA	novel	AMR	44	1	0.0079
HLA-DOA	novel	AMR	221	1	0.0079
HLA-DOA	novel	EAS	1	53	0.803
HLA-DOA	novel	EAS	2	5	0.0758
HLA-DOA	novel	EAS	3	1	0.0152
HLA-DOA	novel	EAS	4	1	0.0152
HLA-DOA	novel	EAS	7	1	0.0152
HLA-DOA	novel	EAS	8	1	0.0152
HLA-DOA	novel	EAS	11	1	0.0152
HLA-DOA	novel	EAS	35	1	0.0152
HLA-DOA	novel	EAS	45	1	0.0152
HLA-DOA	novel	EAS	106	1	0.0152
HLA-DOA	novel	EUR	1	117	0.854
HLA-DOA	novel	EUR	2	10	0.073
HLA-DOA	novel	EUR	4	1	0.0073
HLA-DOA	novel	EUR	5	1	0.0073
HLA-DOA	novel	EUR	7	1	0.0073
HLA-DOA	novel	EUR	9	1	0.0073
HLA-DOA	novel	EUR	10	1	0.0073
HLA-DOA	novel	EUR	14	1	0.0073
HLA-DOA	novel	EUR	17	1	0.0073
HLA-DOA	novel	EUR	40	1	0.0073
HLA-DOA	novel	EUR	48	1	0.0073
HLA-DOA	novel	EUR	177	1	0.0073
