gene	category	ancestry	occurrence_k	n_alleles	share_of_S_obs
HLA-A	novel	SAS	4	1	0.0128
HLA-A	novel	SAS	5	1	0.0128
HLA-A	novel	SAS	6	2	0.0256
HLA-A	novel	SAS	8	1	0.0128
HLA-A	novel	SAS	9	1	0.0128
HLA-A	novel	SAS	11	1	0.0128
HLA-A	novel	POOLED	1	652	0.9081
HLA-A	novel	POOLED	2	17	0.0237
HLA-A	novel	POOLED	3	8	0.0111
HLA-A	novel	POOLED	4	5	0.007
HLA-A	novel	POOLED	5	6	0.0084
HLA-A	novel	POOLED	6	4	0.0056
HLA-A	novel	POOLED	7	3	0.0042
HLA-A	novel	POOLED	8	1	0.0014
HLA-A	novel	POOLED	11	2	0.0028
HLA-A	novel	POOLED	12	2	0.0028
HLA-A	novel	POOLED	15	1	0.0014
HLA-A	novel	POOLED	16	1	0.0014
HLA-A	novel	POOLED	17	3	0.0042
HLA-A	novel	POOLED	18	1	0.0014
HLA-A	novel	POOLED	19	1	0.0014
HLA-A	novel	POOLED	20	1	0.0014
HLA-A	novel	POOLED	23	1	0.0014
HLA-A	novel	POOLED	26	1	0.0014
HLA-A	novel	POOLED	31	2	0.0028
HLA-A	novel	POOLED	35	2	0.0028
HLA-A	novel	POOLED	46	1	0.0014
HLA-A	novel	POOLED	57	1	0.0014
HLA-A	novel	POOLED	66	1	0.0014
HLA-A	novel	POOLED	99	1	0.0014
HLA-B	all	AFR	1	322	0.618
HLA-B	all	AFR	2	46	0.0883
HLA-B	all	AFR	3	24	0.0461
HLA-B	all	AFR	4	14	0.0269
HLA-B	all	AFR	5	12	0.023
HLA-B	all	AFR	6	6	0.0115
HLA-B	all	AFR	7	5	0.0096
HLA-B	all	AFR	8	3	0.0058
HLA-B	all	AFR	9	3	0.0058
HLA-B	all	AFR	10	5	0.0096
HLA-B	all	AFR	11	3	0.0058
HLA-B	all	AFR	12	6	0.0115
HLA-B	all	AFR	13	2	0.0038
HLA-B	all	AFR	14	2	0.0038
HLA-B	all	AFR	15	4	0.0077
HLA-B	all	AFR	16	1	0.0019
HLA-B	all	AFR	17	1	0.0019
HLA-B	all	AFR	18	2	0.0038
HLA-B	all	AFR	19	3	0.0058
HLA-B	all	AFR	20	2	0.0038
HLA-B	all	AFR	22	2	0.0038
HLA-B	all	AFR	23	1	0.0019
HLA-B	all	AFR	24	1	0.0019
HLA-B	all	AFR	26	2	0.0038
HLA-B	all	AFR	28	1	0.0019
HLA-B	all	AFR	31	1	0.0019
HLA-B	all	AFR	32	3	0.0058
HLA-B	all	AFR	34	3	0.0058
HLA-B	all	AFR	35	2	0.0038
HLA-B	all	AFR	36	1	0.0019
HLA-B	all	AFR	37	2	0.0038
HLA-B	all	AFR	39	1	0.0019
HLA-B	all	AFR	40	1	0.0019
HLA-B	all	AFR	41	1	0.0019
HLA-B	all	AFR	43	2	0.0038
HLA-B	all	AFR	45	1	0.0019
HLA-B	all	AFR	48	3	0.0058
HLA-B	all	AFR	55	1	0.0019
HLA-B	all	AFR	58	2	0.0038
HLA-B	all	AFR	59	1	0.0019
HLA-B	all	AFR	60	1	0.0019
HLA-B	all	AFR	65	1	0.0019
HLA-B	all	AFR	66	1	0.0019
HLA-B	all	AFR	72	1	0.0019
HLA-B	all	AFR	73	1	0.0019
HLA-B	all	AFR	76	1	0.0019
HLA-B	all	AFR	88	1	0.0019
HLA-B	all	AFR	112	1	0.0019
HLA-B	all	AFR	115	1	0.0019
HLA-B	all	AFR	121	1	0.0019
HLA-B	all	AFR	132	1	0.0019
HLA-B	all	AFR	141	1	0.0019
HLA-B	all	AFR	150	1	0.0019
HLA-B	all	AFR	156	1	0.0019
HLA-B	all	AFR	165	1	0.0019
HLA-B	all	AFR	174	1	0.0019
HLA-B	all	AFR	182	1	0.0019
HLA-B	all	AFR	187	1	0.0019
HLA-B	all	AFR	196	1	0.0019
HLA-B	all	AFR	203	1	0.0019
HLA-B	all	AFR	271	1	0.0019
HLA-B	all	AFR	341	1	0.0019
HLA-B	all	AFR	582	1	0.0019
HLA-B	all	AMR	1	277	0.5421
HLA-B	all	AMR	2	45	0.0881
HLA-B	all	AMR	3	23	0.045
HLA-B	all	AMR	4	20	0.0391
HLA-B	all	AMR	5	13	0.0254
HLA-B	all	AMR	6	9	0.0176
HLA-B	all	AMR	7	6	0.0117
HLA-B	all	AMR	8	5	0.0098
HLA-B	all	AMR	9	4	0.0078
HLA-B	all	AMR	10	4	0.0078
HLA-B	all	AMR	11	5	0.0098
HLA-B	all	AMR	12	2	0.0039
HLA-B	all	AMR	13	3	0.0059
HLA-B	all	AMR	14	6	0.0117
HLA-B	all	AMR	15	2	0.0039
HLA-B	all	AMR	16	3	0.0059
HLA-B	all	AMR	17	4	0.0078
HLA-B	all	AMR	18	3	0.0059
HLA-B	all	AMR	19	4	0.0078
HLA-B	all	AMR	20	5	0.0098
HLA-B	all	AMR	21	3	0.0059
HLA-B	all	AMR	22	1	0.002
HLA-B	all	AMR	23	1	0.002
HLA-B	all	AMR	24	2	0.0039
HLA-B	all	AMR	25	2	0.0039
HLA-B	all	AMR	26	4	0.0078
HLA-B	all	AMR	27	1	0.002
HLA-B	all	AMR	28	2	0.0039
HLA-B	all	AMR	29	2	0.0039
HLA-B	all	AMR	30	1	0.002
HLA-B	all	AMR	31	2	0.0039
HLA-B	all	AMR	32	1	0.002
HLA-B	all	AMR	33	5	0.0098
HLA-B	all	AMR	34	1	0.002
HLA-B	all	AMR	36	3	0.0059
HLA-B	all	AMR	37	1	0.002
HLA-B	all	AMR	38	1	0.002
HLA-B	all	AMR	40	1	0.002
HLA-B	all	AMR	41	1	0.002
HLA-B	all	AMR	43	1	0.002
HLA-B	all	AMR	44	1	0.002
HLA-B	all	AMR	47	1	0.002
HLA-B	all	AMR	48	3	0.0059
HLA-B	all	AMR	50	2	0.0039
HLA-B	all	AMR	51	1	0.002
HLA-B	all	AMR	52	1	0.002
HLA-B	all	AMR	53	1	0.002
HLA-B	all	AMR	55	1	0.002
HLA-B	all	AMR	56	1	0.002
HLA-B	all	AMR	58	1	0.002
HLA-B	all	AMR	59	1	0.002
HLA-B	all	AMR	63	1	0.002
HLA-B	all	AMR	69	2	0.0039
HLA-B	all	AMR	75	1	0.002
HLA-B	all	AMR	80	1	0.002
HLA-B	all	AMR	82	1	0.002
HLA-B	all	AMR	85	1	0.002
HLA-B	all	AMR	99	1	0.002
HLA-B	all	AMR	109	1	0.002
HLA-B	all	AMR	112	1	0.002
HLA-B	all	AMR	127	1	0.002
HLA-B	all	AMR	146	1	0.002
HLA-B	all	AMR	149	1	0.002
HLA-B	all	AMR	162	1	0.002
HLA-B	all	AMR	177	1	0.002
HLA-B	all	AMR	184	1	0.002
HLA-B	all	AMR	220	1	0.002
HLA-B	all	AMR	276	1	0.002
HLA-B	all	EAS	1	163	0.5224
HLA-B	all	EAS	2	32	0.1026
HLA-B	all	EAS	3	20	0.0641
HLA-B	all	EAS	4	3	0.0096
HLA-B	all	EAS	5	7	0.0224
HLA-B	all	EAS	6	6	0.0192
HLA-B	all	EAS	7	2	0.0064
HLA-B	all	EAS	8	8	0.0256
HLA-B	all	EAS	9	6	0.0192
HLA-B	all	EAS	10	1	0.0032
HLA-B	all	EAS	11	7	0.0224
HLA-B	all	EAS	12	3	0.0096
HLA-B	all	EAS	13	6	0.0192
HLA-B	all	EAS	14	4	0.0128
HLA-B	all	EAS	15	2	0.0064
HLA-B	all	EAS	16	3	0.0096
HLA-B	all	EAS	17	2	0.0064
HLA-B	all	EAS	18	3	0.0096
HLA-B	all	EAS	19	1	0.0032
HLA-B	all	EAS	21	1	0.0032
HLA-B	all	EAS	22	1	0.0032
HLA-B	all	EAS	24	1	0.0032
HLA-B	all	EAS	25	2	0.0064
HLA-B	all	EAS	29	2	0.0064
HLA-B	all	EAS	30	1	0.0032
HLA-B	all	EAS	31	1	0.0032
HLA-B	all	EAS	32	1	0.0032
HLA-B	all	EAS	34	2	0.0064
HLA-B	all	EAS	35	2	0.0064
HLA-B	all	EAS	36	2	0.0064
HLA-B	all	EAS	40	2	0.0064
HLA-B	all	EAS	41	2	0.0064
HLA-B	all	EAS	42	1	0.0032
HLA-B	all	EAS	51	1	0.0032
HLA-B	all	EAS	55	1	0.0032
HLA-B	all	EAS	56	1	0.0032
HLA-B	all	EAS	71	2	0.0064
HLA-B	all	EAS	76	1	0.0032
HLA-B	all	EAS	92	1	0.0032
HLA-B	all	EAS	115	1	0.0032
HLA-B	all	EAS	124	1	0.0032
HLA-B	all	EAS	177	1	0.0032
HLA-B	all	EAS	199	1	0.0032
HLA-B	all	EAS	206	1	0.0032
HLA-B	all	EUR	1	301	0.6364
HLA-B	all	EUR	2	37	0.0782
HLA-B	all	EUR	3	17	0.0359
HLA-B	all	EUR	4	12	0.0254
HLA-B	all	EUR	5	6	0.0127
HLA-B	all	EUR	6	4	0.0085
HLA-B	all	EUR	7	7	0.0148
HLA-B	all	EUR	8	3	0.0063
HLA-B	all	EUR	9	6	0.0127
HLA-B	all	EUR	10	2	0.0042
HLA-B	all	EUR	11	1	0.0021
HLA-B	all	EUR	12	4	0.0085
HLA-B	all	EUR	13	4	0.0085
HLA-B	all	EUR	14	3	0.0063
HLA-B	all	EUR	15	4	0.0085
HLA-B	all	EUR	16	3	0.0063
HLA-B	all	EUR	17	4	0.0085
HLA-B	all	EUR	19	1	0.0021
HLA-B	all	EUR	20	2	0.0042
HLA-B	all	EUR	21	2	0.0042
HLA-B	all	EUR	22	2	0.0042
HLA-B	all	EUR	23	2	0.0042
HLA-B	all	EUR	27	3	0.0063
HLA-B	all	EUR	28	3	0.0063
HLA-B	all	EUR	29	1	0.0021
HLA-B	all	EUR	30	2	0.0042
HLA-B	all	EUR	32	1	0.0021
HLA-B	all	EUR	33	2	0.0042
HLA-B	all	EUR	34	1	0.0021
HLA-B	all	EUR	38	1	0.0021
HLA-B	all	EUR	40	2	0.0042
HLA-B	all	EUR	41	1	0.0021
HLA-B	all	EUR	43	2	0.0042
HLA-B	all	EUR	54	1	0.0021
HLA-B	all	EUR	56	1	0.0021
HLA-B	all	EUR	60	2	0.0042
HLA-B	all	EUR	65	1	0.0021
HLA-B	all	EUR	68	1	0.0021
HLA-B	all	EUR	72	1	0.0021
HLA-B	all	EUR	85	1	0.0021
HLA-B	all	EUR	86	1	0.0021
HLA-B	all	EUR	91	1	0.0021
HLA-B	all	EUR	95	1	0.0021
HLA-B	all	EUR	97	1	0.0021
HLA-B	all	EUR	99	1	0.0021
HLA-B	all	EUR	102	1	0.0021
HLA-B	all	EUR	106	1	0.0021
HLA-B	all	EUR	115	1	0.0021
HLA-B	all	EUR	123	1	0.0021
HLA-B	all	EUR	132	1	0.0021
HLA-B	all	EUR	174	1	0.0021
HLA-B	all	EUR	192	1	0.0021
HLA-B	all	EUR	203	1	0.0021
HLA-B	all	EUR	270	1	0.0021
HLA-B	all	EUR	289	1	0.0021
HLA-B	all	EUR	294	1	0.0021
HLA-B	all	EUR	335	1	0.0021
HLA-B	all	EUR	413	1	0.0021
HLA-B	all	EUR	460	1	0.0021
HLA-B	all	MID	1	78	0.4483
HLA-B	all	MID	2	23	0.1322
HLA-B	all	MID	3	11	0.0632
HLA-B	all	MID	4	8	0.046
HLA-B	all	MID	5	11	0.0632
HLA-B	all	MID	6	5	0.0287
HLA-B	all	MID	7	5	0.0287
HLA-B	all	MID	8	2	0.0115
HLA-B	all	MID	9	4	0.023
HLA-B	all	MID	10	2	0.0115
HLA-B	all	MID	11	2	0.0115
HLA-B	all	MID	13	1	0.0057
HLA-B	all	MID	14	1	0.0057
HLA-B	all	MID	15	2	0.0115
HLA-B	all	MID	16	1	0.0057
HLA-B	all	MID	17	1	0.0057
HLA-B	all	MID	18	3	0.0172
HLA-B	all	MID	19	2	0.0115
HLA-B	all	MID	22	1	0.0057
HLA-B	all	MID	24	1	0.0057
HLA-B	all	MID	26	1	0.0057
HLA-B	all	MID	27	1	0.0057
HLA-B	all	MID	29	2	0.0115
HLA-B	all	MID	31	1	0.0057
HLA-B	all	MID	33	1	0.0057
HLA-B	all	MID	34	1	0.0057
HLA-B	all	MID	37	1	0.0057
HLA-B	all	MID	48	1	0.0057
HLA-B	all	MID	49	1	0.0057
HLA-B	all	SAS	1	138	0.5498
HLA-B	all	SAS	2	26	0.1036
HLA-B	all	SAS	3	11	0.0438
HLA-B	all	SAS	4	3	0.012
HLA-B	all	SAS	5	10	0.0398
HLA-B	all	SAS	6	3	0.012
HLA-B	all	SAS	7	2	0.008
HLA-B	all	SAS	8	2	0.008
HLA-B	all	SAS	9	3	0.012
HLA-B	all	SAS	10	4	0.0159
HLA-B	all	SAS	11	1	0.004
HLA-B	all	SAS	12	1	0.004
HLA-B	all	SAS	13	4	0.0159
HLA-B	all	SAS	14	2	0.008
HLA-B	all	SAS	15	3	0.012
HLA-B	all	SAS	16	2	0.008
HLA-B	all	SAS	17	2	0.008
HLA-B	all	SAS	18	1	0.004
HLA-B	all	SAS	19	1	0.004
HLA-B	all	SAS	20	1	0.004
HLA-B	all	SAS	21	1	0.004
HLA-B	all	SAS	22	3	0.012
HLA-B	all	SAS	23	1	0.004
HLA-B	all	SAS	24	1	0.004
HLA-B	all	SAS	25	1	0.004
HLA-B	all	SAS	26	1	0.004
HLA-B	all	SAS	28	2	0.008
HLA-B	all	SAS	30	1	0.004
HLA-B	all	SAS	33	2	0.008
HLA-B	all	SAS	34	2	0.008
HLA-B	all	SAS	37	1	0.004
HLA-B	all	SAS	40	1	0.004
HLA-B	all	SAS	41	1	0.004
HLA-B	all	SAS	43	1	0.004
HLA-B	all	SAS	47	1	0.004
HLA-B	all	SAS	62	1	0.004
HLA-B	all	SAS	69	1	0.004
HLA-B	all	SAS	76	1	0.004
HLA-B	all	SAS	87	1	0.004
HLA-B	all	SAS	93	1	0.004
HLA-B	all	SAS	96	1	0.004
HLA-B	all	SAS	106	1	0.004
HLA-B	all	SAS	128	1	0.004
HLA-B	all	SAS	142	1	0.004
HLA-B	all	SAS	156	1	0.004
HLA-B	all	SAS	177	1	0.004
HLA-B	all	POOLED	1	984	0.6876
HLA-B	all	POOLED	2	99	0.0692
HLA-B	all	POOLED	3	31	0.0217
HLA-B	all	POOLED	4	34	0.0238
HLA-B	all	POOLED	5	20	0.014
HLA-B	all	POOLED	6	17	0.0119
HLA-B	all	POOLED	7	11	0.0077
HLA-B	all	POOLED	8	8	0.0056
HLA-B	all	POOLED	9	10	0.007
HLA-B	all	POOLED	10	4	0.0028
HLA-B	all	POOLED	11	8	0.0056
HLA-B	all	POOLED	12	5	0.0035
HLA-B	all	POOLED	13	5	0.0035
HLA-B	all	POOLED	14	7	0.0049
HLA-B	all	POOLED	15	6	0.0042
HLA-B	all	POOLED	16	3	0.0021
HLA-B	all	POOLED	17	3	0.0021
HLA-B	all	POOLED	18	5	0.0035
HLA-B	all	POOLED	19	8	0.0056
HLA-B	all	POOLED	20	3	0.0021
HLA-B	all	POOLED	21	6	0.0042
HLA-B	all	POOLED	22	1	0.0007
HLA-B	all	POOLED	23	4	0.0028
HLA-B	all	POOLED	24	2	0.0014
HLA-B	all	POOLED	25	2	0.0014
HLA-B	all	POOLED	26	1	0.0007
HLA-B	all	POOLED	27	5	0.0035
HLA-B	all	POOLED	28	1	0.0007
HLA-B	all	POOLED	29	3	0.0021
HLA-B	all	POOLED	30	3	0.0021
HLA-B	all	POOLED	31	3	0.0021
HLA-B	all	POOLED	32	1	0.0007
HLA-B	all	POOLED	33	1	0.0007
HLA-B	all	POOLED	34	4	0.0028
HLA-B	all	POOLED	35	3	0.0021
HLA-B	all	POOLED	36	2	0.0014
HLA-B	all	POOLED	38	2	0.0014
HLA-B	all	POOLED	39	5	0.0035
HLA-B	all	POOLED	40	1	0.0007
HLA-B	all	POOLED	41	4	0.0028
HLA-B	all	POOLED	44	3	0.0021
HLA-B	all	POOLED	45	2	0.0014
HLA-B	all	POOLED	46	1	0.0007
HLA-B	all	POOLED	47	1	0.0007
HLA-B	all	POOLED	48	1	0.0007
HLA-B	all	POOLED	50	1	0.0007
HLA-B	all	POOLED	51	3	0.0021
HLA-B	all	POOLED	52	3	0.0021
HLA-B	all	POOLED	53	1	0.0007
HLA-B	all	POOLED	56	1	0.0007
HLA-B	all	POOLED	58	2	0.0014
HLA-B	all	POOLED	60	3	0.0021
HLA-B	all	POOLED	61	1	0.0007
HLA-B	all	POOLED	63	1	0.0007
HLA-B	all	POOLED	64	1	0.0007
HLA-B	all	POOLED	66	1	0.0007
HLA-B	all	POOLED	67	3	0.0021
HLA-B	all	POOLED	68	1	0.0007
HLA-B	all	POOLED	71	2	0.0014
HLA-B	all	POOLED	74	1	0.0007
HLA-B	all	POOLED	77	1	0.0007
HLA-B	all	POOLED	79	2	0.0014
HLA-B	all	POOLED	80	1	0.0007
HLA-B	all	POOLED	83	1	0.0007
HLA-B	all	POOLED	84	1	0.0007
HLA-B	all	POOLED	86	2	0.0014
HLA-B	all	POOLED	87	1	0.0007
HLA-B	all	POOLED	89	1	0.0007
HLA-B	all	POOLED	93	2	0.0014
HLA-B	all	POOLED	95	1	0.0007
HLA-B	all	POOLED	98	2	0.0014
HLA-B	all	POOLED	100	1	0.0007
HLA-B	all	POOLED	101	1	0.0007
HLA-B	all	POOLED	103	1	0.0007
HLA-B	all	POOLED	109	1	0.0007
HLA-B	all	POOLED	111	1	0.0007
HLA-B	all	POOLED	120	1	0.0007
HLA-B	all	POOLED	121	1	0.0007
HLA-B	all	POOLED	123	2	0.0014
HLA-B	all	POOLED	127	1	0.0007
HLA-B	all	POOLED	132	1	0.0007
HLA-B	all	POOLED	136	1	0.0007
HLA-B	all	POOLED	140	1	0.0007
HLA-B	all	POOLED	141	3	0.0021
HLA-B	all	POOLED	148	1	0.0007
HLA-B	all	POOLED	163	1	0.0007
HLA-B	all	POOLED	167	1	0.0007
HLA-B	all	POOLED	176	1	0.0007
HLA-B	all	POOLED	180	1	0.0007
HLA-B	all	POOLED	181	2	0.0014
HLA-B	all	POOLED	187	1	0.0007
HLA-B	all	POOLED	201	1	0.0007
HLA-B	all	POOLED	203	3	0.0021
HLA-B	all	POOLED	212	1	0.0007
HLA-B	all	POOLED	215	1	0.0007
HLA-B	all	POOLED	217	1	0.0007
HLA-B	all	POOLED	229	1	0.0007
HLA-B	all	POOLED	230	2	0.0014
HLA-B	all	POOLED	249	1	0.0007
HLA-B	all	POOLED	251	1	0.0007
HLA-B	all	POOLED	259	1	0.0007
HLA-B	all	POOLED	260	1	0.0007
HLA-B	all	POOLED	282	2	0.0014
HLA-B	all	POOLED	295	1	0.0007
HLA-B	all	POOLED	310	1	0.0007
HLA-B	all	POOLED	338	1	0.0007
HLA-B	all	POOLED	347	1	0.0007
HLA-B	all	POOLED	369	1	0.0007
HLA-B	all	POOLED	391	1	0.0007
HLA-B	all	POOLED	396	1	0.0007
HLA-B	all	POOLED	431	1	0.0007
HLA-B	all	POOLED	460	1	0.0007
HLA-B	all	POOLED	461	2	0.0014
HLA-B	all	POOLED	474	1	0.0007
HLA-B	all	POOLED	586	1	0.0007
HLA-B	all	POOLED	608	1	0.0007
HLA-B	all	POOLED	768	1	0.0007
HLA-B	all	POOLED	837	1	0.0007
HLA-B	all	POOLED	840	1	0.0007
HLA-B	all	POOLED	1025	1	0.0007
HLA-B	known	AFR	1	75	0.3304
HLA-B	known	AFR	2	36	0.1586
HLA-B	known	AFR	3	15	0.0661
HLA-B	known	AFR	4	10	0.0441
HLA-B	known	AFR	5	11	0.0485
HLA-B	known	AFR	6	5	0.022
HLA-B	known	AFR	7	3	0.0132
HLA-B	known	AFR	8	2	0.0088
HLA-B	known	AFR	9	3	0.0132
HLA-B	known	AFR	10	4	0.0176
HLA-B	known	AFR	11	3	0.0132
HLA-B	known	AFR	12	5	0.022
HLA-B	known	AFR	13	1	0.0044
HLA-B	known	AFR	14	2	0.0088
HLA-B	known	AFR	15	2	0.0088
HLA-B	known	AFR	16	1	0.0044
HLA-B	known	AFR	17	1	0.0044
HLA-B	known	AFR	18	1	0.0044
HLA-B	known	AFR	19	3	0.0132
HLA-B	known	AFR	20	1	0.0044
HLA-B	known	AFR	22	1	0.0044
HLA-B	known	AFR	23	1	0.0044
HLA-B	known	AFR	24	1	0.0044
HLA-B	known	AFR	26	1	0.0044
HLA-B	known	AFR	28	1	0.0044
HLA-B	known	AFR	32	1	0.0044
HLA-B	known	AFR	34	1	0.0044
HLA-B	known	AFR	35	2	0.0088
HLA-B	known	AFR	37	1	0.0044
HLA-B	known	AFR	39	1	0.0044
HLA-B	known	AFR	40	1	0.0044
HLA-B	known	AFR	43	2	0.0088
HLA-B	known	AFR	45	1	0.0044
HLA-B	known	AFR	48	3	0.0132
HLA-B	known	AFR	55	1	0.0044
HLA-B	known	AFR	58	2	0.0088
HLA-B	known	AFR	59	1	0.0044
HLA-B	known	AFR	66	1	0.0044
HLA-B	known	AFR	72	1	0.0044
HLA-B	known	AFR	73	1	0.0044
HLA-B	known	AFR	76	1	0.0044
HLA-B	known	AFR	88	1	0.0044
HLA-B	known	AFR	112	1	0.0044
HLA-B	known	AFR	115	1	0.0044
HLA-B	known	AFR	121	1	0.0044
HLA-B	known	AFR	132	1	0.0044
HLA-B	known	AFR	141	1	0.0044
HLA-B	known	AFR	150	1	0.0044
HLA-B	known	AFR	156	1	0.0044
HLA-B	known	AFR	165	1	0.0044
HLA-B	known	AFR	174	1	0.0044
HLA-B	known	AFR	182	1	0.0044
HLA-B	known	AFR	187	1	0.0044
HLA-B	known	AFR	196	1	0.0044
HLA-B	known	AFR	203	1	0.0044
HLA-B	known	AFR	271	1	0.0044
HLA-B	known	AFR	341	1	0.0044
HLA-B	known	AFR	582	1	0.0044
HLA-B	known	AMR	1	85	0.3244
HLA-B	known	AMR	2	28	0.1069
HLA-B	known	AMR	3	19	0.0725
HLA-B	known	AMR	4	15	0.0573
HLA-B	known	AMR	5	11	0.042
HLA-B	known	AMR	6	4	0.0153
HLA-B	known	AMR	7	4	0.0153
HLA-B	known	AMR	8	4	0.0153
HLA-B	known	AMR	9	4	0.0153
HLA-B	known	AMR	10	3	0.0115
HLA-B	known	AMR	11	4	0.0153
HLA-B	known	AMR	12	2	0.0076
HLA-B	known	AMR	13	1	0.0038
HLA-B	known	AMR	14	5	0.0191
HLA-B	known	AMR	15	2	0.0076
HLA-B	known	AMR	17	2	0.0076
HLA-B	known	AMR	18	2	0.0076
HLA-B	known	AMR	19	2	0.0076
HLA-B	known	AMR	20	3	0.0115
HLA-B	known	AMR	21	3	0.0115
HLA-B	known	AMR	22	1	0.0038
HLA-B	known	AMR	23	1	0.0038
HLA-B	known	AMR	25	2	0.0076
HLA-B	known	AMR	26	3	0.0115
HLA-B	known	AMR	28	2	0.0076
HLA-B	known	AMR	29	2	0.0076
HLA-B	known	AMR	30	1	0.0038
HLA-B	known	AMR	31	2	0.0076
HLA-B	known	AMR	33	5	0.0191
HLA-B	known	AMR	34	1	0.0038
HLA-B	known	AMR	36	2	0.0076
HLA-B	known	AMR	37	1	0.0038
HLA-B	known	AMR	38	1	0.0038
HLA-B	known	AMR	40	1	0.0038
HLA-B	known	AMR	41	1	0.0038
HLA-B	known	AMR	43	1	0.0038
HLA-B	known	AMR	44	1	0.0038
HLA-B	known	AMR	47	1	0.0038
HLA-B	known	AMR	48	3	0.0115
HLA-B	known	AMR	50	2	0.0076
HLA-B	known	AMR	51	1	0.0038
HLA-B	known	AMR	52	1	0.0038
HLA-B	known	AMR	53	1	0.0038
HLA-B	known	AMR	55	1	0.0038
HLA-B	known	AMR	56	1	0.0038
HLA-B	known	AMR	58	1	0.0038
HLA-B	known	AMR	59	1	0.0038
HLA-B	known	AMR	63	1	0.0038
HLA-B	known	AMR	69	2	0.0076
HLA-B	known	AMR	75	1	0.0038
HLA-B	known	AMR	80	1	0.0038
HLA-B	known	AMR	82	1	0.0038
HLA-B	known	AMR	85	1	0.0038
HLA-B	known	AMR	99	1	0.0038
HLA-B	known	AMR	109	1	0.0038
HLA-B	known	AMR	112	1	0.0038
HLA-B	known	AMR	127	1	0.0038
HLA-B	known	AMR	146	1	0.0038
HLA-B	known	AMR	149	1	0.0038
HLA-B	known	AMR	162	1	0.0038
HLA-B	known	AMR	177	1	0.0038
HLA-B	known	AMR	184	1	0.0038
HLA-B	known	AMR	220	1	0.0038
HLA-B	known	AMR	276	1	0.0038
HLA-B	known	EAS	1	46	0.2949
HLA-B	known	EAS	2	18	0.1154
HLA-B	known	EAS	3	15	0.0962
HLA-B	known	EAS	4	2	0.0128
HLA-B	known	EAS	5	6	0.0385
HLA-B	known	EAS	6	4	0.0256
HLA-B	known	EAS	7	2	0.0128
HLA-B	known	EAS	8	5	0.0321
HLA-B	known	EAS	9	4	0.0256
HLA-B	known	EAS	10	1	0.0064
HLA-B	known	EAS	11	4	0.0256
HLA-B	known	EAS	12	2	0.0128
HLA-B	known	EAS	13	3	0.0192
HLA-B	known	EAS	14	3	0.0192
HLA-B	known	EAS	15	2	0.0128
HLA-B	known	EAS	16	2	0.0128
HLA-B	known	EAS	17	2	0.0128
HLA-B	known	EAS	18	2	0.0128
HLA-B	known	EAS	19	1	0.0064
HLA-B	known	EAS	21	1	0.0064
HLA-B	known	EAS	22	1	0.0064
HLA-B	known	EAS	24	1	0.0064
HLA-B	known	EAS	25	2	0.0128
HLA-B	known	EAS	29	2	0.0128
HLA-B	known	EAS	30	1	0.0064
HLA-B	known	EAS	31	1	0.0064
HLA-B	known	EAS	32	1	0.0064
HLA-B	known	EAS	34	2	0.0128
HLA-B	known	EAS	35	2	0.0128
HLA-B	known	EAS	36	1	0.0064
HLA-B	known	EAS	40	2	0.0128
HLA-B	known	EAS	41	2	0.0128
HLA-B	known	EAS	42	1	0.0064
HLA-B	known	EAS	51	1	0.0064
HLA-B	known	EAS	55	1	0.0064
HLA-B	known	EAS	56	1	0.0064
HLA-B	known	EAS	71	2	0.0128
HLA-B	known	EAS	76	1	0.0064
HLA-B	known	EAS	92	1	0.0064
HLA-B	known	EAS	115	1	0.0064
HLA-B	known	EAS	124	1	0.0064
HLA-B	known	EAS	177	1	0.0064
HLA-B	known	EAS	199	1	0.0064
HLA-B	known	EAS	206	1	0.0064
HLA-B	known	EUR	1	95	0.4222
HLA-B	known	EUR	2	26	0.1156
HLA-B	known	EUR	3	14	0.0622
HLA-B	known	EUR	4	11	0.0489
HLA-B	known	EUR	5	5	0.0222
HLA-B	known	EUR	6	3	0.0133
HLA-B	known	EUR	7	4	0.0178
HLA-B	known	EUR	8	2	0.0089
HLA-B	known	EUR	9	3	0.0133
HLA-B	known	EUR	10	1	0.0044
HLA-B	known	EUR	12	3	0.0133
HLA-B	known	EUR	13	1	0.0044
HLA-B	known	EUR	14	2	0.0089
HLA-B	known	EUR	15	4	0.0178
HLA-B	known	EUR	17	4	0.0178
HLA-B	known	EUR	19	1	0.0044
HLA-B	known	EUR	20	2	0.0089
HLA-B	known	EUR	21	1	0.0044
HLA-B	known	EUR	22	2	0.0089
HLA-B	known	EUR	23	1	0.0044
HLA-B	known	EUR	27	2	0.0089
HLA-B	known	EUR	28	1	0.0044
HLA-B	known	EUR	30	1	0.0044
HLA-B	known	EUR	32	1	0.0044
HLA-B	known	EUR	33	2	0.0089
HLA-B	known	EUR	38	1	0.0044
HLA-B	known	EUR	40	2	0.0089
HLA-B	known	EUR	41	1	0.0044
HLA-B	known	EUR	43	2	0.0089
HLA-B	known	EUR	54	1	0.0044
HLA-B	known	EUR	56	1	0.0044
HLA-B	known	EUR	60	2	0.0089
HLA-B	known	EUR	65	1	0.0044
HLA-B	known	EUR	68	1	0.0044
HLA-B	known	EUR	72	1	0.0044
HLA-B	known	EUR	85	1	0.0044
HLA-B	known	EUR	86	1	0.0044
